ENGLISH,FRENCH
Chapter 28: Downfall,Chapitre 28 : La Chute
Can't believe this...,Je ne peux pas le croire...
There is no death painful enough for him...,Il n'y a pas de mort assez douloureuse pour lui...
"Bah, I don't think they realize who they're messin' with.\! Me thinks it's the bad guys who need savin'.","Bah, je ne pense pas qu'ils réalisent à qui ils s'en prennent.\! Je pense que ce sont les méchants qui ont besoin d'être sauvés."
Don't be so sure. They found her one weakness.\! They'll kill her and she'll let them if we aren't smart about this...,Je ne crois pas. Ils lui ont trouvé une faiblesse.\! Ils vont la tuer et elle les laissera faire si nous ne sommes pas malins...
"Your death would serve no purpose, child.\! Wait here for your mother.","Ta mort ne servirait à rien, mon enfant.\! Attends ta mère ici."
...I will...,...D'accord...
You must have a death wish trying to imprison me!,Tu dois avoir envie de mourir en essayant de m'emprisonner !
What are you doing here?!\! My Alex!!,Qu'est-ce que tu fais ici?!\! Mon Alex !
I know when I am outmatched... we will meet again.\! The boy is unharmed.,Je sais que lorsque je ne fais pas le poids... nous nous retrouverons.\! Le garçon est indemne.
Where's my mom?!,Où est ma mère ?!
What are you doing here?!\! Where is my Alex?!,Qu'est-ce que tu fais ici?!\! Où est mon Alex ?!
"We got 'im.\! Safe and sound.\! Let's finish this up, eh?","On l'a trouvé.\! Sain et sauf.\! Finissons-en avec ça, hein ?"
...Donar's mercy...,...l
Mom!!!,Maman !!!
Casamir...,Casamir...
