ENGLISH,FRENCH
It seems you've just about cleaned this up.,On dirait que vous avez sécurisé la zone.
"Yes, your excellency. The army of Antares is broken.","Oui, votre excellence. L'armée d'Antarès est en déroute."
"Then it should be a trivial matter to finish the job, yes? The people in the capital are anxious - they crave a swift resolution.","Alors ce n'est plus qu'un détail de terminer ce que vous avez commencé, n'est-ce pas ? Le peuple de la capitale s'inquiète. Ils souhaitent un dénouement rapide."
"Prime Minister, they've dug themselves in deep. If we are reckless in this attack, we risk unnecessary casualties.","M. le Premier Ministre, ils ont atteint un point de non retour. Si nous ne nous montrons pas prudents lors de cette attaque, nous risquons des pertes non nécessaires."
Uh oh...,Oh oh...
"\n[8], was it? You've made a bit of a name for yourself, you know.\! Some in the Army ranks speak of a teal-haired youth who shocked Antares with a dramatic move and put his rebellion to a quick end.","\n[8], n'est-ce pas ? Vous avez une sacrée réputation, vous savez ?\! Certains dans les rangs parlent d'un jeune soldat qui, par son sens de la stratégie, a rapidement mis fin à la rébellion d'Antarès."
"Commander Trihan, does \n[5] speak for you as well? Must I summon a bit more patience to spare our men?","Commandant Trihan, êtes-vous du même avis ? Dois-je commander à nos hommes plus de patience pour leur survie ?"
"Their defenses do appear to be formidable, your excellency. A more cautious approach would indeed save lives.","Leurs défenses semblent solides, Excellence. Une approche plus subtile sauverait en effet des vies."
"As you wish. Just one thing... do make sure that \n[8] makes it through this battle intact... I see great promise in \n[1]. Commander Trihan, the field is yours.","Comme vous le voudrez. Juste une chose... Assurez-vous que \n[8] survive à cette bataille. Je lui prédis un grand avenir. Commandant Trihan, le champ de bataille est à vous."
Your army has been vital to our operation so far. We're going to need shock troops to break inside their stronghold. We'll be right there with you.,Votre armée a été décisive dans notre opération jusqu'ici. Nous allons avoir besoin de troupes de choc pour forcer l'entrée de leur forteresse. Nous serons à vos côtés.
"....\| Yes, I think we can do it.","....\| Oui, je pense que c'est dans nos cordes."
Of course we can!,Bien sûr que c'est dans nos cordes !
We've backed them into a corner. They've got nothing to lose and every reason to fight to the death...,Nous les avons acculés. Ils n'ont plus rien à perdre et toutes les raisons de se battre jusqu'à la mort.
"\c[1]Perimeter of Centurion's Rest, 1st Imperial Army\|\|\|\|\|\^","\c[1]Périmètre du Repos du Centurion, 1ère Armée Impériale\|\|\|\|\|\^"
