ENGLISH,FRENCH
"\c[1]Veridia, during the interregnum, two months later\c[0]","\c[1]Veridia, deux mois plus tard, pendant l'interrègne\c[0]"
"Hey, Sybil! Whoa there, King Jules! Didn't know we had royalty on the way.\! Welcome to the new-and-improved Monastery!","Salut, Sybil ! Oh, salut, Roi Jules ! Je ne savais pas qu'on allait recevoir du beau monde.\! Bienvenue dans le nouveau Monastère !"
That's King Dargon II to you!,"Pour toi, ce sera Roi Dargon II."
"It's alright, Stefan.\! Just call me Jules, please!","Ça va aller, Stefan.\! Appelle-moi simplement Jules, je t'en prie !"
"Hey, Sybil! And of course the venerated Master Sergeant himself.\! Welcome to the new-and-improved Monastery!","Salut, Sybil ! Alors que revoilà le Maître Sergent en personne !\! Bienvenue dans le nouveau Monastère !"
"Howdy. Good to see ya, Stefan.","Bien le bonjour. C'est bon de te voir, Stefan."
"Hey, Sybil!\! Welcome to the new-and-improved Monastery!","Salut, Sybil !\! Bienvenue dans le nouveau Monastère !"
Stefan... do you think she'll even speak to me?,Stefan... tu crois qu'elle me parlera un jour ?
"Can't make any promises.\! Y'see I'm pretty forgiving. I get it, that Lysander's got a silver tongue if there ever was one.\! Ain't all your fault in my view.","Je ne peux rien te promettre.\! Pour ma part, j'ai le pardon facile. Je comprends que Lysandre soit un beau parleur.\! Tout n'est pas de ta faute, de mon point de vue."
Alright...\| thank you Stefan.,"D'accord...\| Merci, Stefan."
"You bet. Welp, best not keep her waitin'.","Pas de soucis. Bon, il faudrait pas non plus la faire attendre."
