ENGLISH,FRENCH
Jaromir...?,Jaromir... ?
Right then. I shall return another time.,"Bien, alors. Je reviendrai une autre fois."
"Jaromir, have I offended you?","Jaromir, je vous ai offensé ?"
"Would that you did, lady Ragavi...\| it would be a blessing.","Si vous le faisiez, dame Ragavi... \| ce serait une bénédiction."
You...\| you wish not to see me?,Vous... \|vous ne voulez pas me voir ?
Then I shall retire for the evening...,Alors je me retirerai pour la soirée...
Wait...,Attendez...
I never told you. I...\| never felt it was necessary. But...,Je ne vous l'ai jamais dit. Je...\| n'ai jamais senti que c'était nécessaire. Mais...
What is it?,Qu'y a-t-il ?
"Her long, raven black hair. Her smile, like the Emborian sunrise. Her manner, that of the most stately noble.\! She was to walk this life by my side.","Ses longs cheveux noirs corbeau. Son sourire, comme le lever de soleil d'Emboria. Ses manières, celles de la plus majestueuse des nobles.\! Elle devait marcher dans cette vie à mes côtés."
"Who is this, Sir Jaromir?","Qui est-ce, Sir Jaromir ?"
I fought with all the spirit I could summon. I travelled Tahnra in a bargain for a cure. But I could not save her from her sickness.,Je me suis battu de toutes mes forces. J'ai fait voyager Tahnra dans le but de trouver un remède. Mais je n'ai pas pu la sauver de sa maladie.
By Donar. She must have been quite precious to you.\| I've not seen this side of you...,Par Donar. Elle devait beaucoup compter pour vous.\| Je n'avais encore jamais remarqué...
It has been far too many years. I am a fool for holding onto these thoughts. For letting them guide my heart now...,Cela fait bien trop d'années. Je suis un idiot de m'accrocher à ces pensées. De les avoir laissé guider mon cœur maintenant...
A fool? How could you speak of yourself so? You lost someone close to your heart...,Un idiot ? Comment pouvez-vous parler ainsi de vous ? Vous avez perdu quelqu'un qui comptait pour vous...
"No, not for that reason...","Non, pas pour cette raison..."
"""Long, black hair...""\! ...\| Sir Jaromir...",« Des cheveux longs et noirs... »\! ...\| Jaromir...
"Now, you see. You see why I am a fool.\! How can a man fall prey to the past...","Maintenant, vous comprenez. Vous voyez pourquoi je suis un imbécile.\! Comment un homme peut-il être la proie du passé..."
"It's alright. Please, do not judge yourself so harshly. It has been an honor to fight by your side, for your life, and now for mine. And... to know you.\! I do not see a man ruled by his past. I see a heart... open and eager.","Ce n'est pas grave. S'il vous plaît, ne vous jugez pas si sévèrement. Ce fut un honneur de me battre à vos côtés, pour votre vie, et maintenant pour la mienne. Et... de vous connaître.\! Je ne vois pas un homme malmené par son passé. Je vois un cœur... ouvert et enthousiaste."
This is what you see? Then...,C'est ce que vous voyez ? Dans ce cas...
"Don't be afraid, Jaromir. Tell me what it is you want now...","N'ayez pas peur, Jaromir. Dites-moi ce que vous voulez maintenant..."
All this feels as though Donar has shaped our fates. How unlikely it is... yet how inevitable.\! Ragavi... let us seize upon this gift from the heavens... if you would.,Tout cela donne l'impression que Donar a façonné nos destins. C'est si improbable... et pourtant si inévitable.\! Ragavi... saisissons ce cadeau des cieux... si vous le voulez bien.
"I would. Thank you for returning to my life, Sir Jaromir...","Je le veux. Merci d'être revenu dans ma vie, Jaromir..."
