ENGLISH,FRENCH
Mom??!!,Maman ??!
My Alex...,Mon Alex...
"Long time no see, kiddo.","Je ne t'ai pas vu depuis si longtemps, gamin."
"Uncle Stef, you're back too?!","Oncle Stef, tu es de retour aussi ?!"
...Uncle?,...Oncle ?
Kid's got quite the imagination... heh.,L'enfant a une sacrée imagination... hah.
Edelia...\| my beloved Sister.\! My heart is at ease knowing you are safe.,Edelia...\| ma sœur bien-aimée.\! Je suis rassurée de savoir que tu es en sécurité.
"Every time you go to war, it fills me with dread.\! I hope you will stay longer this time... surely you could use a spot of rest!","Chaque fois que tu pars à la guerre, cela me remplit d'effroi.\! J'espère que tu resteras plus longtemps cette fois-ci... Tu as sûrement besoin d'un peu de repos !"
"That's an understatement... \! Your hospitality is always welcome, Edelia...","C'est un euphémisme... \! Ton hospitalité est toujours la bienvenue, Edelia..."
"But the dangers to our world are growing, and the Paladins are needed more than ever.\! I will spend every moment with you and Alex while I am here.","Mais les dangers qui menacent notre monde ne font que croître, et les Paladins sont plus que jamais nécessaires.\! Je vais passer chaque moment avec toi et Alex pendant que je suis ici."
"I'll get ya caught up. Edelia there's her ""Bonded.""\! Not sisters by birth, but by blood pact.\! Edelia's the Sister of Mercy, who takes care of the warrior's family and home while enjoying a privileged status in their holy order.\! Diana's the Sister of Justice, or the Paladin, 'n fact the leader of 'em.\! They... y'know... go out and smash things.","Je vais tout te raconter. Edelia et elles sont « Liées ». \! Elles ne sont pas des sœurs par la naissance, mais par un pacte de sang.\! Edelia est la Sœur de la Miséricorde, qui prend soin de la famille et de la maison du guerrier tout en bénéficiant d'un statut privilégié dans leur ordre saint.\! Diana est la Sœur de la Justice, ou la Paladine, ce qui en fait leur chef.\! Ils... tu sais... cassent des choses."
Interesting setup they've got going.,C'est une hiérarchie intéressante qu'ils ont mise en place.
"Mmhmm... mostly Diana's doin' though. A return to the old way.\! Y'see she's actually a bit of an outcast 'round here... too orthodox for their lot.\! By my view, she's a better religious whackadoo than any of 'em.\! These lazy priests don't even realize what she's become...\| She *is* the Temple, my friend.\! Y'didn't hear that from me, though.","Mmhmm... c'est surtout grâce à Diana. Un retour à l'ancienne façon de faire.\! Tu vois, elle est très différente des gens d'ici... trop orthodoxe pour eux.\! D'après moi, elle est une meilleure zélée religieuse que n'importe lequel d'entre eux.\! Ces prêtres paresseux ne réalisent même pas ce qu'elle est devenue...\| Elle *est* le Temple, camarade.\! Mais ce n'est pas moi qui t'ai dit ça."
Grandmaster Oxley...,Grand maître Oxley...
"Yes, I'm still here, alive and kicking. And so is my greatest Paladin, despite her lust for battle, mmhmm!","Oui, je suis toujours là, en vie et en pleine forme. Et mon plus grand Paladin aussi, malgré sa soif de combat, hmmmm !"
...Who is that?,...Qui est-ce ?
"Oh, yes of course, you haven't met!\! Diana, please meet Brother Jebediah.\! He is my protege, and well-versed in the language of the ancient texts.\! Come now, don't be shy.","Oh, oui bien sûr, vous ne vous êtes pas encore rencontrés !\! Diana, je te présente frère Jebediah.\! C'est mon protégé, et il connaît bien la langue des textes anciens.\! Allez, ne sois pas timide."
Nice to meet you...,Ravi de vous rencontrer...
"So, you will be assisting the Grandmaster? Very well.\! I would like to introduce our new friend, \n[8].\! We found \n[1] as a prisoner at the cult's prison complex near Granheim Abbey.","Donc, vous allez assister le Grand Maître ? Très bien.\! Je voudrais vous présenter \n[8], notre nouvel allié.\! \n[8] faisait partie des prisonniers du complexe pénitentiaire de la secte, près de l'abbaye de Granheim."
!!!\| You actually survived there?!\! I mean...,!!!\| Tu as vraiment survécu là-bas?!\! Je veux dire...
"...It would seem so, right?","...Il semblerait que ce soit le cas, non ?"
Yes of course but...\| simply remarkable.\! Their brutality is boundless.,"Oui, bien sûr, mais...\| simplement remarquable.\! Leur brutalité est sans limite."
Grandmaster... do you think??,Grand Maître... vous pensez que... ??
"Please follow us, \n[8].","S'il te plaît, suis-nous, \n[8]."
