ENGLISH,FRENCH
And if they get their hands on these weapons...?,Et s'ils venaient à mettre la main sur ces armes ?
"Then you'll be in a bind, won't you?",On serait dans un sacré pétrin.
Beatrix...\| How exactly do you know all this?,Beatrix...\| Comment est-ce que tu sais tout ça ?
"I had a feeling you'd ask, so full of curiosity, this one.\! I take it you've become acquainted with the Followers of Zanatus, hmm?","Je m'attendais à ce que tu poses la question. Quelle curiosité.\! Si je comprends bien, tu as fait la connaissance des Acolytes de Zanatus ?"
We have.,En effet.
"Oh, I know.\! You are a real thorn in their side, Avatar of Donar.\! Or, as they would say, the ""False One.""\! Once they found out I'm one of the Nephilim, they tried to make me one of them.\! Odd, I'd figure they would prefer just to kill me off.\! That's what happens when you fly too close to the sun, you get burnt, and I burned them quite handily.\! Stole all the secrets I could, and left to find my destiny, the magic of Cyrene.","Ah, je sais.\! Tu es un vrai caillou dans leur botte, Avatar de Donar.\! Ou « l'imposteur », comme ils diraient.\! Quand ils ont réalisé que j'étais une Nephilim, ils ont tenté de me rallier à leur cause.\! C'est bizarre, j'aurais pensé qu'ils m'auraient tuée.\! Et vous savez ce qui se passe quand on essaie de voler trop près du soleil ? Eh bien c'est moi qui les ai brûlés.\! J'ai volé tous les secrets que j'ai pu trouver et je suis partie sur le chemin de ma destinée, la magie de Cyrene."
"...And here you are, falling into our lap.\! Seems a bit convenient for my tastes.","Et voilà que tu nous tombe dans les bras.\! À mon sens, c'est un peu trop pour une simple coïncidence."
"We live in a time of fate, darling.\! Is it so hard to believe that we Nephilim would find each other?","De nos jours, c'est le destin qui décide.\! Est-ce si compliqué de croire que nous, les Nephilims, étions destinés à nous rencontrer ?"
"Either way, you're Nephilim, and we fight together.\! ...Just don't disappoint us, Beatrix.\! You've gotta admit, we did not get off on the right foot.","Quoi qu'il en soit, tu es une Nephilim et nous devons combattre ensemble.\! Ne nous déçois pas, Beatrix.\! Il faut bien admettre que nous ne sommes pas partis sur de bonnes bases."
"Oh pish... bygones and all that.\! I do wonder, what besides favor with the heavens do I have to gain by lending you my considerable power?",Laisse faire. C'est du passé.\! Mais je me demande ce que je pourrais bien vous demander en échange de mon immense pouvoir.
"All I can offer you is a target-rich environment.\! And that's my final offer, and don't pretend that's not exactly what you want.","Tout ce que je peux te promettre, c'est des cibles à volonté.\! C'est ma première et dernière offre. Ne fais pas semblant que ça ne te plaît pas."
"Touche, Avatar of Donar!","Dans le mille, Avatar de Donar !"
