ENGLISH,GERMAN
\c[1]Jebediah's library and laboratory\c[0],\c[1]Jebediahs Bibliothek und Labor\c[0]
S-Stop!!\! How did you get here?!\! This is highly forbidden!!,H-Halt!!!\! Was macht Ihr hier?!\! Dies ist höchst unzulässig!!!
Is that so?\! I must have gotten lost.\! What's a girl to do...,Ach ja?\! Ich muss mich verlaufen haben.\! Ich Dummerchen …
Your father will hear of this!\! Y-you cannot be in here!!,Euer Vater wird davon erfahren!\! I-Ihr dürft hier nicht sein!!!
Shut your mouth and do what you're told.,"Haltet Euren Mund und tut, was Euch gesagt wird."
W...what?\! I don't have to listen to you!!,W-Was?\! Ihr habt mir nichts zu befehlen!!!
"You do, and you will!","Doch, und Ihr werdet gehorchen!"
B-but... but...,A-Aber … aber …
"Hahahaha...\| look at you now.\! You human males are all alike.\! With little effort, you're putty in my hands.\! ...Aren't you, my little minion?","Hahahaha …\| Seht Euch nur an.\! Ihr Männer seid alle gleich.\! Wenn ich mich nur ein wenig anstrenge, seid Ihr Wachs in meinen Händen.\! … Ist es nicht so, mein kleiner Lakai?"
"What are you doing here, Beatrix?\! I wish you would leave...","Was macht Ihr hier, Beatrix?\! Ich wünschte, Ihr würdet wieder gehen …"
"Oh, you love this, almost as much as I do.\! I'm just indulging my curiosity. Here you are, all cooped up, studying all this prophecy nonsense.\! I'd very much like to see your work!","Oh, Euch gefällt es doch genauso sehr wie mir.\! Ich stille nur meine Neugierde. Seht Euch nur an, wie Ihr Euch abschottet und diesen Unsinn über Weissagungen studiert.\! Ich würde nur allzu gern einen Blick auf Eure Arbeit werfen!"
"....\| N-no, I...\| no one can see this!\! You won't even understand it! You'll ruin everything with your clumsy recklessness!","…\| N-Nein, ich …\| Niemand darf das sehen!\! Ihr würdet es nicht einmal verstehen! Ihr würdet nur alles ruinieren, unbeholfen und rücksichtslos, wie Ihr seid!"
Are you questioning my intellect?!,Stellt Ihr meinen Intellekt infrage?!
"Wait just a minute...\| you're trying to provoke me now.\! Well, if it's gonna be that way, I'm leaving right now if you don't show me everything. Hmph!","Sekunde mal …\| Ihr wollt mich provozieren.\! Nun, wenn das so ist und Ihr mir nicht alles zeigen wollt, werde ich auf der Stelle gehen. Hmpf!"
"No! Wait!\! Please, have a look around...","Nein! Wartet!\! Bitte, seht Euch um …"
"There you go!\! What are those scrolls there, hmm?","Na also!\! Was sind das hier für Schriftrollen, hm?"
"This is my transcription of the Historium Magnus...\! But it is a very delicate project, please, I beg you, do not interrupt it, or the translation will be ruined...","Dies ist meine Niederschrift des Historium Magnus …\! Dieses Werk ist jedoch sehr empfindlich. Ich flehe Euch an, stört meine Arbeit nicht, sonst ist die Übersetzung ruiniert …"
"By Donar, you're doing this from memory? Always the consummate bookworm!\! Hmm, what's this map all about?","Bei Donar, Ihr arbeitet aus dem Kopf daran? Ein Bücherwurm, wie er im Buche steht!\! Hmm, was hat es mit dieser Karte auf sich?"
"That transcription is complete...\| it is the locations of all five of the Nephilim shrines.\! If I were to retrieve the Historium Magnus again, the secrets within would...","Diese Niederschrift ist abgeschlossen …\| Hierbei handelt es sich um die Standorte aller fünf Schreine der Nephilim.\! Falls es mir gelingt, das Historium Magnus fertig zu stellen, würden die dort verborgenen Geheimnisse …"
"...No kidding?\! Well, well... very good work here, Jebby.\! Good boys get rewarded, you know.","… Im Ernst?\! Tja, also … wirklich gute Arbeit hier, Jebby.\! Gute Jungs werden stets belohnt."
...\| Rewarded?,…\| Belohnt?
"Mmhmm, that's right.\! Why don't you just look the other way while I study this map for myself.\! You wouldn't want to disappoint Beatrix would you?","Mmhmm, ganz genau.\! Warum schaut Ihr nicht in die andere Richtung, während ich diese Karte etwas studiere?\! Ihr würdet doch Beatrix nicht enttäuschen wollen, oder?"
"N-no, of course not...","N-Nein, selbstverständlich nicht …"
"You behave yourself while I'm away, my little Jeb.\! Farewell, until we meet again!","Macht keinen Unsinn, während ich weg bin, mein kleiner Jeb.\! Auf Wiedersehen, bis zum nächsten Mal!"
