ENGLISH,GERMAN
"\c[1]Eastwall Fortress, Inner keep\c[0]",\c[1]Bergfried der Festung von Ostwall\c[0]
You all survived...,Ihr habt alle überlebt …
"And you as well, which begs the question... how?",Ihr auch. Da muss man sich schon fragen … wie kann das sein?
"Someone, or something greater than us all, saw fit to change things in a big way.\! Perhaps one day, I will have a better explanation than that.","Jemand oder etwas, das mächtiger ist als wir alle, hielt eine große Veränderung für richtig.\! Vielleicht werde ich eines Tages eine bessere Erklärung wissen."
"This is the Nephilim Army.\! Everyone in this room, and everyone who travels with us.\! This army's purpose is to dismantle Casamir's empire.\! If you don't wish to go with me, I won't hold it against you.","Dies ist die Armee der Nephilim.\! Alle in diesem Raum, und alle, die uns begleiten.\! Der Zweck dieser Armee liegt darin, Casamirs Herrschaft zu beenden.\! Ich nehme es niemandem übel, wenn er nicht mit mir kommen möchte."
Raskuja has not yet fulfilled his contract - to slay all enemies of \n[8].\! He will remain.,"Raskuja hat seinen Vertrrrrag noch nicht erfüllt, alle Feinde von \n[8] zu töten.\! Rrrraskuja bleibt."
"Those bastards destroyed my life's goal!\! I'm gonna make them pay, one way or another!","Diese Mistkerle haben mein Lebensziel zerstört!\! Ich werde dafür sorgen, dass sie dafür bezahlen!"
"There is no other path to justice for this world. I stand with you, \n[8]!","Es gibt sonst keine Gerechtigkeit in dieser Welt. Ich stehe an Eurer Seite, \n[8]!"
"I think the people have spoken.\! The old crew's back together, and for good this time, yeah?","Ich glaube, das Volk hat sich entschieden.\! Wir haben unsere Truppe wieder versammelt, und dieses Mal bleiben wir zusammen, ja?"
All I've had are friends.\! But now I consider all of you family.\! None of you are allowed to die...,Bisher hatte ich nur Freunde.\! Aber jetzt gehört Ihr für mich alle zur Familie.\! Niemand von Euch darf jetzt sterben …
"\n[8], please follow me to the rooftop.\! Before you reinforced us, we captured a luxury airship that was parked here.","\n[8], bitte folgt mir aufs Dach.\! Bevor Ihr uns Verstärkung geliefert habt, hatten wir ein hier angelegtes Luxusluftschiff erobert."
