ENGLISH,GERMAN
\c[1]Port Jenos harbor\c[0],\c[1]Hafen von Jenoshaven\c[0]
Thank you for coming prior to your army's departure.\! You certainly are the trusting type...,"Danke, dass Ihr vor dem Aufbruch Eurer Armee gekommen seid.\! Ihr bringt mir viel Vertrauen entgegen …"
Who are you?,Wer seid Ihr?
My name is Lysander.,Ich heiße Lysander.
Wha... Lysander?!\! General Lysander? Of the Imperial Army?,Wa… Lysander?!\! General Lysander? Von der kaiserlichen Armee?
Yes. I know your name from the Academy.\! Seems we never crossed paths before.,In der Tat. Euren Namen kenne ich aus der Akademie.\! Wir sind uns bisher nur noch nie begegnet.
I just thought you would be older...,"Ich hätte nur gedacht, dass Ihr älter seid …"
Heh heh....,Hehe …
...How did you know where to find me?,"… Woher wusstet Ihr, wo Ihr mich findet?"
All that matters now is that I come to you with a warning.\! News is already spreading... Empress Florina was murdered.,"Von Bedeutung ist nur die Warnung, die ich Euch überbringe.\! Es spricht sich bereits herum … Kaiserin Florina wurde ermordet."
"War is imminent.\! The Empress's death has opened old wounds, sparked old rivalries.\! The two strongest Dukes, Lothair and Terenor, have mobilized their armies.\! It's civil war, and it's just a matter of time.","Ein Krieg steht unmittelbar bevor.\! Der Tod der Kaiserin hat alte Wunden geöffnet und Rivalitäten wiederaufleben lassen.\! Lothair und Terenor, die mächtigsten Herzöge, haben ihre Armeen mobilisiert.\! Ein Bürgerkrieg ist nur noch eine Frage der Zeit."
"Lysander, there's got to be more to this... and you know who.","Lysander, da muss doch noch mehr dahinterstehen … Und Ihr wisst, wen ich meine."
"Careful what you say, \n[8].\! The Prime Minister is very popular among the people.\! He has surrounded himself with powerful allies...","Hütet Eure Zunge, \n[8].\! Der Premierminister ist sehr beliebt beim Volk.\! Er hat sich mit mächtigen Verbündeten umgeben …"
"Then you believe he is responsible for the murder?\! Come on, just admit it!\! He's been obsessed with becoming Emperor for so long.\! He would do anything...","Ihr glaubt also, dass er für den Mord verantwortlich ist?\! Nun gebt es schon zu!\! Er brennt schon so lange darauf, Kaiser zu werden.\! Der würde dafür alles tun …"
You must keep your voice down.,Sprecht doch bitte leiser.
"There are those among us in the Imperial Army who think as you do.\! Do not act rashly. Casamir will make a mistake eventually.\! For now, you should stay with the Temple.\! When I have collected enough evidence to expose Casamir, I will find you.","Ihr habt Gleichgesinnte in den Reihen der kaiserlichen Armee.\! Tut nichts Unbesonnenes. Früher oder später wird Casamir einen Fehler machen.\! Für den Moment solltet Ihr beim Tempel bleiben.\! Ich komme zu Euch, wenn ich genug Beweise gegen Casamir habe."
"Until then, I trust you will keep this meeting to yourself?","Bis dahin darf ich davon ausgehen, dass dieses Treffen unter uns bleibt?"
Of course...,Natürlich …
