ENGLISH,GERMAN
"Stefan, a moment?","Stefan, habt Ihr kurz Zeit?"
"\n[8]! Of course! Although I warn you, I am nursing my 3rd glass of brandy, so I preemptively strike from the record any incriminating statements.\! What can I do for you, friend?","\n[8]! Natürlich! Obwohl ich Euch warnen muss: Ich ziehe mir gerade mein drittes Glas Brandy rein, also will ich präventiv anmerken, dass nichts, was ich jetzt sage, gegen mich verwendet werden kann.\! Was kann ich für Euch tun, Kumpel?"
"You are working with the Temple as a spy, I understand?","So wie ich es verstanden habe, arbeitet Ihr als Spion für den Tempel."
"Yep. Y'see, the blonde and I are in cahoots, as they say.","Genau. Wisst Ihr, die Blonde und ich machen gemeinsame Sache, wie man so schön sagt."
You mean Diana.,Ihr meint Diana.
"Yes! That's the one.\! Ya know, the one that's got a big ole' muscle where Donar usually puts a sense 'a humor.\! ...Ah what am I sayin', she's a big goofball if you let her relax a bit.\! Wanna get on her good side in a flash? Food. Even mentioning it makes her eyes sparkle with glee.","Ja! Genau die.\! Die mit dem Riesenmuskel an der Stelle, wo Donar normalerweise ’nen Sinn für Humor hinpackt\! … Ach, was sag ich da?! In ihren entspannten Momenten ist sie ein netter, großer Tölpel.\! Wollt Ihr wissen, wie Ihr sie im Handumdrehen auf Eure Seite zieht? Essen. Ihr müsst es nur erwähnen, und schon funkeln ihre Augen."
"Heh, noted. So, you're risking your life on the Temple's behalf, are you a devotee?","Ha, merke ich mir. Ihr riskiert also für den Tempel Euer Leben. Seid Ihr ein Anhänger?"
"Well... Let me bring ya back 2 or 3 years.\! Got tired of the junk peddlin', purse cuttin', y'know, small time stuff.\! Got involved with the Tidereavers. Real bad fellas.\! Let me tell you, bein' THAT much of an outlaw is the thrill of a lifetime.\! That is, until you get involved with... y'know. Their primary cargo. Slaves!","Na ja … Da muss ich zwei, drei Jahre zurückgehen.\! Hatte damals keine Lust mehr, Krimskrams zu verhökern, auf Beutelschneiderei, Ihr wisst schon, was Kleinganoven eben so machen.\! Also hab ich es mit den Gezeitenräubern zu tun bekommen. Echt üble Typen.\! Ich sag’s Euch, ein Gesetzloser von DIESEM Schlag zu sein, ist purer Nervenkitzel.\! Zumindest solange man es nicht mit … na ja … ihrer wichtigsten Ladung zu tun bekommt. Sklaven!"
Crazy...\| So what happened?,Verrückt …\| Was ist dann passiert?
"They were shippin' slaves to the fungus plantations of Greyden.\! A common source of income for those dogs.\! I, however, was able to help myself to the captain's jewel chest while they were dealin' with a ""policing action"" by the Veridians.\! Almost slipped away, but then... I saw her.\! That towering titaness of terror. She came out of the Imperial ships barrellin' around, smashin' those pirates like they were gnats.\! I tell ya, you would not believe it if ya didn't see it!","Sie verschifften Sklaven zu den Pilzplantagen in Grauden.\! Eine typische Einkommensquelle für diese Hunde.\! Ich konnte mich dann an der Juwelentruhe des Kapitäns bedienen, während die anderen mit einer Kontrolle der veridianischen Behörden zu tun hatten.\! Fast wär ich entwischt, aber dann … sah ich sie.\! Diese turmhohe Titanin des Terrors. Sie stürmte aus den kaiserlichen Schiffen raus und zermalmte diese Piraten mühelos zu Brei.\! Ich sag’s Euch, um das zu glauben, müsstet Ihr schon selbst dagewesen sein!"
So how did you end up crossing paths with her?,Wie kreuzten sich dann Eure Wege?
"Well... y'see...\! She caught me! Hahaha!\! But, no worries, this slippery toad avoided jail, as usual.","Na ja … also …\! Sie schnappte mich! Hahaha!\! Aber keine Sorge, diese schlüpfrige Kröte ist dem Kerker wie immer entkommen."
"Aha... snuck away, huh?","Aha … Ihr habt Euch davongeschlichen, hm?"
"Yeah!\! Well...\| no.\! Y'see Diana and I made an agreement!\! She needed masters of espionage to investigate those cultists.\! So, I do some dirty work, and she keeps me nice and legal.\! Turns out, we're a hell of a team.\! Plus, I've found me new family in the Temple folks.\! Real bleedin' nice, I tell ya.","Genau!\! Na ja …\| Nein.\! Wisst Ihr, Diana und ich trafen eine Vereinbarung!\! Sie brauchte Meisterspione, um diesen Kultisten nachzuforschen.\! Also mach ich mir die Finger schmutzig und sie sorgt dafür, dass ich keinen Dreck am Stecken hab.\! Es hat sich rausgestellt, dass wir wie die Faust aufs Auge zusammenpassen.\! Außerdem sind die Tempeltypen wie ’ne neue Familie für mich.\! Könnte nicht besser laufen, ich sag’s Euch."
"That's quite a story.\! And now you're here, chasing prophecies with me.",Eine ziemlich interessante Geschichte.\! Und jetzt seid Ihr hier und jagt mit mir Prophezeiungen hinterher.
"It's gonna be one hell of a ride, friend!\! Hey, I think you're alright. I mean that.\! You got my back, I got yours.\! 'Specially if you can secure me another spot of brandy, eh, eh?","Das wird ’n wilder Ritt, Kumpel!\! Hey, Ihr seid echt in Ordnung. Das meine ich ernst.\! Ihr könnt Euch auf mich verlassen, und ich mich auf Euch.\! Besonders wenn Ihr mir noch ’n bisschen Brandy klarmacht, hm, hm?"
