ENGLISH,GERMAN
S-Soldiers...\| Attack!!\|\|\|\^,S-Soldaten …\| Angriff!!!\|\|\|\^
No...\| not you...\| It couldn't be...?\| The prophecy is unraveling...\| Uaaaaagggh!!!\|\|\^,Nein …\| nicht Ihr …\| Das ist unmöglich …\| Die Prophezeiung wird enthüllt …\| Waaaarrrggggh!!!\|\|\^
Is it really...?\|\|\^,Ist es wirklich …?\|\|\^
"Yes.\| It's good to be back, Stefan.\|\|\|\|\^","Ja.\| Es ist schön, zurück zu sein, Stefan.\|\|\|\|\^"
Diana...,Diana …
"The mountain took her, \n[8]...","Der Berg hat sie genommen, \n[8] …"
Please step aside.,Bitte tretet beiseite.
...\| \n[8]???\! Why do I see \n[8]...\| Have I perished...?,…\| \n[8]???\! Warum sehe ich \n[8] …?\| Bin ich gestorben …?
"Not quite.\! You're doing pretty well, you'll find.",Nicht wirklich.\! Auf mich wirkt Ihr ziemlich munter.
"Stefan, stand over there.","Stefan, geht dort drüben hin."
"Uhhhh... okay, sure thing!","Äääh … Klar, kein Ding!"
"What the...\| have you lost yer mind, \n[8]?!!  ...\| Wait a minute...","Was zum …?\| Habt Ihr nicht mehr alle Latten am Zaun, \n[8]?!\| Moment mal …"
Nice trick.\! You should probably do it again.,Netter Trick.\! Das solltet Ihr wohl noch mal machen.
"\n[8], I have questions...\| a chat, please?","\n[8], ich habe Fragen …\| Auf ein Wort, bitte?"
"Have a little faith, eh?","Habt etwas Vertrauen, hm?"
...\|H-Holy mackerel!,…\|H-Heilige Makrele!
Stefan...\| we have been chosen...,Stefan …\| Wir wurden auserwählt …
"No more running, no more hiding.\! The lines are drawn and the enemy has played his hand.\! Casamir... the Nephilim have arrived, and we're coming for you.",Keine Versteckspiele mehr.\! Die Grenzen wurden gezogen und der Feind hat seine Hand ausgespielt.\! Casamir … die Nephilim sind eingetroffen. Wir kommen Euch holen.
