ENGLISH,GERMAN
I thought I smelled something.\! What do you want?,"Ich dachte mir schon, dass ich da etwas gerochen habe.\! Was wollt Ihr?"
"I want only to win your heart, my future pirate queen.","Ich will bloß Euer Herz erobern, meine zukünftige Piratenkönigin."
"If I am your future pirate queen, at the first opportunity, I will slice your throat open and keep all the gold to myself.\! Yes, I agree to this.","Wenn ich Eure Piratenkönigin sein soll, werde ich bei der erstbesten Gelegenheit Eure Kehle aufschlitzen und alles Gold für mich selbst behalten.\! Ja, darauf würde ich mich einlassen."
"Ah, but then you would be deprived of the privilege to gaze upon my beautiful visage, my queen.","Oh, aber dann würdet Ihr Euch des Privilegs entledigen, mein hübsches Antlitz bewundern zu können, meine Königin."
"Well, too bad, because I would never associate with the likes of you!!","Tja, Pech gehabt, denn mit jemandem wie Euch würde ich mich nie abgeben!"
"Oh, sure you would.","Oh, und wie Ihr das würdet."
Grrrrr....\| Why are you so....,Grrrr …\| Warum seid Ihr so …
Handsome?,Attraktiv?
"So PERSISTANT!!\! I cannot believe you kept trying for so long!\! Do you even realize how much I insulted you?\! Your smell, your lifestyle, your personality, everything!\! Yet, you persist!! No man has lasted so long through my verbal abuse.\! You are one remarkable man.","So AUFDRINGLICH!!!\! Ich kann es nicht fassen, dass Ihr immer noch nicht locker lasst!\! Habt Ihr überhaupt gemerkt, wie sehr ich Euch beleidigt habe?\! Euren Geruch, Eure Art zu Leben, Eure Persönlichkeit, alles!\! Und Ihr macht einfach weiter!!! Niemand hat meinen Beschimpfungen so lange standgehalten.\! Ihr seid ein beachtlicher Mann."
"Whoa, whoa there.\! I feel like we just met.\! Let's slow down - how's about you and I share a drink before we set off next?","He, immer schön langsam.\! Es ist, als hätten wir uns gerade neu kennengelernt.\! Gehen wir es ruhig an. Wie wäre es, wenn wir zwei vor dem nächsten Schritt erst einmal etwas trinken gehen?"
"One drink.\! But that is it! And I am watching you like a hawk, no funny business!","Ein Getränk.\! Aber mehr nicht! Und ich beobachte Euch mit Adleraugen, keine Dummheiten!"
"Come now, m'lady, I'll be a perfect gentleman.\! After you...","Aber meine Dame, ich werde der perfekte Kavalier sein.\! Nach Euch …"
