ENGLISH,GERMAN
"So... that's it?\! I'm back from the dead, you're back from the dead, things have happened, and you're not going to speak with me about it?","Und … das ist alles?\! Ich bin von den Toten wiederauferstanden, Ihr ebenfalls, es ist einiges passiert, und Ihr wollt nicht mit mir darüber sprechen?"
"Gods above, what have they done to you...\! Zelos...","Bei den Göttern, was haben sie mit Euch gemacht …\! Zelos …"
"Everything has happened on my terms, \n[8].\! I do not need nor deserve sympathy.","Ich bin für alles selbst verantwortlich, \n[8].\! Ich brauche weder Mitleid, noch verdiene ich es."
That's not true!\! My Zelos would never have gone down this path...,Das stimmt nicht!\! Mein Zelos hätte diesen Weg niemals eingeschlagen …
There is so much you do not know.\! You'd best forget about it...,"Es gibt so viel, was Ihr nicht wisst.\! Am besten vergesst Ihr alles …"
"Forget?!\! Stop shutting yourself off to me, Zelos!\! You know what I will never forget?!\! You, cutting Casamir's men down, one by one, in a rage because you watched me fall to their arrows.\! I won't forget you, who through all his bravado and ambition, never failed to save me when I needed saving.\! Forget?\! Go to hell, Zelos!!","Vergessen?!\! Hört mit Eurer Verschwiegenheit auf, Zelos!\! Wisst Ihr, was ich nie vergessen werde?!\! Euch, wie Ihr Casamirs Männer massakriertet, einen nach dem anderen, in einem Todesrausch, weil Ihr sehen musstet, wie ihre Pfeile mich niederstreckten.\! Ich werde Euch nicht vergessen, der mich wegen seines Wagemuts und Ehrgeizes immer rettete, wenn ich in Not war.\! Vergessen?\! Fahrt zur Hölle, Zelos!!!"
"Heh, don't worry about that.\! I'm well on my way.","Ha, macht Euch darüber keine Sorgen.\! Ich bin auf dem besten Weg dorthin."
"You are...\| actually gone.\! I've waited so long, prayed, cried my eyes raw...\! And now you're just an empty body... like you died long ago...\! Curse this...","Ihr seid …\| schon längst fort.\! Ich habe so lange gewartet, gebetet, mich ausgeweint …\! Und jetzt seid Ihr nur eine leere Hülle … als wärt Ihr schon ewig tot …\! Verflucht …"
"Crying...\! Do you know how many I have cut down, through their tears?\! It does not affect me anymore.","Geweint …\! Wisst Ihr, wie viele ich massakrierte, während sie bitterlich weinten?\! Tränen tangieren mich nicht mehr."
"I get it, you big brute. You're numb to suffering.\! Please, just disappear, Zelos.\! I was always the one person who you would give a break, when you could forsake everyone else.\! But now you've forsaken me.\! I cannot bear the sight of you one moment longer!","Schon verstanden, Ungeheuer. Leid lässt Euch völlig kalt.\! Bitte verschwindet einfach, Zelos.\! Ich war immer diese eine Person, mit der Ihr nachsichtiger wart, wenn Ihr alle anderen bereits aufgegeben hattet.\! Aber jetzt habt Ihr mich aufgegeben.\! Ich kann Euren Anblick keine Sekunde länger ertragen!"
...Is that what you want?,"… Ist es das, was Ihr wollt?"
...I want my Zelos back.,… Ich will meinen Zelos zurück.
"That's all I've ever wanted, since that day.\! Everything else has been distractions.\! Just... want... my... Zelos back....\! Give him back...",Seit diesem Tag wollte ich nie etwas anderes.\! Alles andere diente nur der Ablenkung.\! Will … nur … meinen … Zelos zurück …\! Gebt ihn mir wieder …
"It's because of you, \n[8].","Es liegt an Euch, \n[8]."
...What?,… Was?!
"I watched you die.\! I watched you fall from the top of the Imperial Palace.\! Executed for being a heretic.\! So, I killed them. All of them.\! They are the reason you died that day.\! And now they're all dead.\! You're a fool for feeling this way.","Ich habe Euch sterben sehen.\! Ich habe gesehen, wie Ihr von der Spitze des Kaiserpalasts gefallen seid.\! Hingerichtet wegen Ketzerei.\! Also habe ich sie getötet. Sie alle.\! Sie sind der Grund, warum Ihr an diesem Tag gestorben seid.\! Und jetzt sind sie alle tot.\! Ihr seid töricht, wenn Ihr so denkt."
...I'm not a fool.\! Shut up.,… Ich bin nicht töricht.\! Haltet die Klappe.
I...\| love you.\! That's what it is.\! I love you more than can be described.\! Don't... let me just stand here like this.\! Don't let me shiver and shake without the embrace of my Zelos.\! Not another moment...,"Ich …\| liebe Euch.\! Darum geht es.\! Ich liebe Euch mehr, als ich es in Worte fassen kann.\! Lasst … mich hier nicht einfach so stehen.\! Lasst mich nicht ohne die Umarmung meines Zelos in meinem Elend allein.\! Nicht einen Augenblick lang …"
"...\! Come here, \n[8]...","…\! Kommt her, \n[8] …"
"For you, I'm not gone...",Für Euch bin ich nicht fort …
"But I am not the same.\! The blood on my hands will ever dry.\! There is no going back.\! You...\| You've captured the hearts of the people.\! You would be dragged down into the pits of hell if it went back to the way things were before.\! I'm still going to save you when you need saving, \n[8].\! You need saved from me.","Aber ich bin nicht wie früher.\! Das Blut an meinen Händen wird niemals trocknen.\! Es gibt kein Zurück mehr.\! Ihr …\| Ihr habt die Herzen der Leute erobert.\! Wenn es wieder wie früher werden würde, würdet Ihr in den Abgründen der Hölle enden.\! Ich werde Euch trotzdem noch retten, wenn Ihr in Not seid, \n[8].\! Ihr braucht einen Retter wie mich."
"Stop it!\! I love you and I'm not letting you go!!\! Fine, let's go be in hell together.\! I'm not letting you go, no matter what.","Hört auf!\! Ich liebe Euch und ich lasse Euch nicht gehen!\! Gut, fahren wir zusammen in die Hölle.\! Egal was passiert, ich lasse Euch nicht gehen."
It's... going to be okay.\! It's just the two of us.\! The rest of the world doesn't matter.\! We're...\| going to be fine...,Alles … wird gut werden.\! Nur wir zwei zählen.\! Alle anderen sind unwichtig.\! Alles …\| wird gut werden …
