ENGLISH,GERMAN
Seems like they've put all their hopes in Stormrook's defense.\! Could we be the first in a thousand years to conquer Stormrook Castle from the east?,Sie scheinen alles auf die Verteidigung von Sturmbroch zu setzen.\! Könnten wir womöglich als Erste seit tausend Jahren die Burg Sturmbroch aus dem Osten einnehmen?
Victory over Casamir is all but inevitable. The challenge will be to minimize casualties during this difficult final stretch.,"Ein Sieg über Casamir ist quasi garantiert. Es kommt darauf an, in diesen schwierigen letzten Zügen des Krieges die Anzahl Tote gering zu halten."
What gives? Aren't you looking forward to taking that weasel off the throne?,"Was ist denn los? Freut Ihr Euch nicht schon darauf, diese Schlange von ihrem Thron zu holen?"
"These are the homelands of the Empire, and the people may not desire our presence as others have.\! However, the unfortunate truth is that the war will not end as long as Casamir lives...","Wir sind hier im Herzen des Kaiserreichs. Die Menschen sehen uns eventuell weniger gern hier als andere zuvor.\! Doch es ist leider die traurige Wahrheit, dass der Krieg nicht enden wird, solange Casamir lebt …"
Nothing could stand between my blade and Casamir's throat.,Nichts wird zwischen meine Klinge und Casamirs Hals kommen.
"My own desire for revenge aside, Beatrix says that the last Nephilim shrine is inside the Imperial Palace.\! She hasn't been wrong yet...","Mal abgesehen von meinem Wunsch nach Rache – Beatrix meint, der letzte Schrein der Nephilim sei im kaiserlichen Palast.\! Bisher war auf sie immer Verlass …"
\n[8]...\| I need you to listen.\! You should not claim the last divine weapon...,\n[8] …\| Ihr müsst mir zuhören.\! Ihr solltet die letzte göttliche Waffe nicht ergreifen …
...Why not??,Warum denn nicht?!
"I see the way you Nephilim act around those shrines.\! You are hypnotized.\! A voice calling out to you, compelling you to seize your destiny.\! It is unsettling, and I am not the only one who has noticed.\! If the purpose of finding these weapons is to defeat Casamir, what use is pursuing the Lightfury if you must defeat him to get it?","Ich habe gesehen, wie Ihr Nephilim Euch in der Nähe dieser Schreine verhaltet.\! Ihr seid wie hypnotisiert.\! Eine Stimme ruft zu Euch und treibt Euch dazu an, Euer Schicksal zu ergreifen.\! Das ist beunruhigend, und ist auch nicht nur mir aufgefallen.\! Wenn die Waffen dazu da sind, Casamir zu besiegen … Welchen Sinn hat es dann, nach Lichtzorn zu streben, wenn wir ihn doch besiegen müssen, um es zu bekommen?"
"I was once a street urchin, begging for a small piece of bread.\! But look what I've built for myself now.\! You'd have me abandon this path?","Einst war ich ein Straßenkind, das um trockenes Brot bettelte.\! Seht, was ich mir jetzt geschaffen habe.\! Von diesem Weg soll ich mich plötzlich abkehren?"
"You provoked us into a war with Sayunaa, \n[8]...\| And now flirt with the role not of liberator, but conqueror...","Ihr habt einen Krieg mit Sayunaa angezettelt, \n[8] …\| Und steht jetzt kurz davor, zu erobern anstatt zu befreien …"
"It may have been in a former life, but I still remember. I still hear the sound of Casamir's guns as they tore my body to shreds.\! I still remember the roars of the crowd, cheering the execution of a traitor - my last sense before everything went black.\! ...And yet, I stand before you by the will of Donar. Perhaps the real \n[8] is still dead?\! What do you think, Lysander? Am I just some kind of divine artifice, a weapon sent to right Tahnra's wrongs?\! These questions torture me... every day. I have no other purpose than this, Lysander.","Es mag in einem früheren Leben geschehen sein, aber ich erinnere mich noch. Ich kann Casamirs Gewehre noch hören, die meinen Körper zerfetzt haben.\! Ich weiß noch, wie die Menge die Hinrichtung wegen Verrats bejubelte – es war das Letzte, bevor alles schwarz wurde.\! Und doch stehe ich durch den Willen Donars vor Euch. Vielleicht ist \n[8] ja in Wahrheit noch tot?\! Was meint Ihr, Lysander? Bin ich nur eine göttliche Manifestation, eine Waffe, die das Unrecht in Tahnra wieder richten soll?\! Diese Fragen quälen mich … jeden Tag. Dies ist meine Bestimmung, Lysander."
"You swore to be my right hand. But it seems now, you would feel more at peace if you resigned from the Nephilim Army.","Ihr habt geschworen, meine rechte Hand zu sein. Doch nun scheint es, als könntet Ihr eher Frieden mit Euch selbst schließen, wenn Ihr aus der Armee der Nephilim austrätet."
...\| Is that what you want?,…\| Wollt Ihr das wirklich?
"Please, I know you better than that. You choose your own path.","Ich bitte Euch, da kenne ich Euch besser. Ihr entscheidet, welchen Weg Ihr beschreiten wollt."
"...Casamir must be destroyed, for the good of Tahnra. Only you have the power to do so...","… Casamir muss vernichtet werden, zum Wohle Tahnras. Dazu habt nur Ihr die Macht …"
"Let us put an end to this war together, \n[8]...","Lasst uns diesem Krieg gemeinsam ein Ende setzen, \n[8] …"
We will. Just hold out a little longer...,Das werden wir. Wir müssen nur noch ein wenig länger durchhalten …
