ENGLISH,GERMAN
"Reporting in, fearless leader.\! With a gift, to...\| Express this loyal soldier's quality.","Erstatte Bericht, mein furchtloses Oberhaupt.\! Mit einem Geschenk, um …\| den Wert dieses treuen Soldaten zu unterstreichen."
Stefan! This amulet is...\| beautiful. I have never seen anything so intricately detailed.\! It must be worth a king's ransom!\! How did...,Stefan! Dieses Amulett ist …\| wunderschön. All diese verschachtelten Details. So etwas habe ich noch nie gesehen.\! Das muss ja unfassbar viel wert sein!\! Wie habt Ihr …?
Stefan.....,Stefan …
All's fair in love and war.\! This is war isn't it?,"Im Krieg und der Liebe ist alles erlaubt.\! Wir sind doch im Krieg, oder etwa nicht?"
"Hmph, well I trust your poor target had it coming.\! Uh.... thanks.\! I'll see how much we can get for it.","Hmpf, also ich vertraue darauf, dass Euer armes Opfer es verdient hat.\! Äh … danke.\! Mal sehen, wie viel wir dafür bekommen."
"I would ask that the lady chooses instead to keep it.\! Please, do. It is a gift from me.","Ich möchte die Dame bitten, es stattdessen zu behalten.\! Bitte, behaltet es. Es ist ein Geschenk von mir."
"You stole this to give to me as a gift?\! I'm flattered, but I'd really rather...","Ihr habt es gestohlen, um es mir zu schenken?\! Das schmeichelt mir, aber ich würde ja lieber …"
"\n[8], you hurt me.\! Truly and deeply.\! This treasure was not stolen - is that what you think I am? Some sort of pickpocket?\! This was given to me long ago, by someone who wished to express their fondness.\! Stolen... the nerve!","\n[8], Ihr verletzt meine Gefühle.\! Es tut mir in der Seele weh.\! Dieses Kleinod ist kein Raubgut – so denkt Ihr also über mich? Für Euch bin ich bloß eine Art Taschendieb?\! Er wurde mir vor langer Zeit überreicht – von jemandem, der mir seine Zuneigung ausdrücken wollte.\! Gestohlen … Ich fass es nicht!"
"You're being sincere, aren't you?\! I-I can't possibly accept such a treasure.\! This has sentimental value to you...","Ihr meint das ernst, nicht wahr?\! S-So einen Schatz kann ich unmöglich annehmen.\! Es hat für Euch einen sentimentalen Wert …"
"Then throw it into the ocean.\! And while you're at it, you can reach into my chest, rip out my beating heart and toss it as well.\! \n[8]... you've grown so close with the likes of me, do not tell me it is all for naught.","Dann werft es ins Meer.\! Und wenn Ihr schon dabei seid, schnappt Euch gleich noch mein Herz, reißt es mir aus der Brust und werft es hinterher.\! \n[8] …Ihr seid mir so ans Herz gewachsen, sagt mir nicht, dass alles umsonst war."
Stefan...\! I have thought about you so much lately.\! But... another comes to mind.,Stefan …\! Ich habe in letzter Zeit viel an Euch gedacht.\! Aber … auch an jemand anders.
Another?!!\! Who is this rapscallion?\! I will show you I am the better man...!!!,"Jemand anders?!\! Wer ist dieser Taugenichts?\! Ich werde Euch beweisen, dass ich der Bessere bin!!!"
"It's Diana.\! My confidant, and my dear friend.\! You mean a lot to her.\! And don't try and deny it.","Ich spreche von Diana.\! Meine Vertraute, meine liebe Freundin.\! Ihr bedeutet ihr sehr viel.\! Und versucht jetzt nicht, es abzustreiten."
"Won't deny it...\! We have been together for years.\! She keeps me on a good path.\! So no, not gonna try to convince you otherwise.","Das werde ich nicht …\! Wir stehen uns schon seit Jahren sehr nah.\! Sie sorgt dafür, dass ich nicht vom rechten Pfad abkomme.\! Also nein, ich habe nicht vor, Euch etwas anderes einzureden."
"What I will try to convince you is to see me as a man who can redefine your life.\! Never before have I met such an intrepid spirit, \n[8].\! Ever since we've met, we've had each others' backs through everything these jokers have thrown at us.\! And we're still here, 'live and kicking.","Ich will Euch nur davon überzeugen, dass ich ein Mann bin, der Euch ein ganz neues Leben bieten kann.\! Eine unerschrockene Seele wie Ihr ist mir noch nie über den Weg gelaufen, \n[8].\! Seit wir uns kennenlernten, haben wir allem, was diese Witzbolde uns entgegengeworfen haben, gemeinsam getrotzt.\! Und wir sind immer noch hier, quicklebendig."
"That we are...\! Stefan, you could have any woman.\! You are charming, funny, adventurous, kind-hearted, the whole package!","Das stimmt …\! Stefan, Ihr könntet doch jede haben.\! Ihr seid charmant, witzig, abenteuerlustig, gutherzig … das ganze Paket!"
"Yet here I am, fallin' hard for you.\| Hey, what do you say you and I get into a little trouble?","Und dennoch bin ich hier, über beide Ohren in Euch verliebt.\| He, was haltet Ihr davon, wenn wir uns ein bisschen Ärger einhandeln?"
Wha... right now?!,Was …? Jetzt?
...I mean trouble quite literally!\! Word is there's a filthy rich man caravaning through these parts.\! He got in real good with the Imperials throwing his coin around.\! Whaddya say we...,"… Das mit dem Ärger meine ich wortwörtlich!\! Es heißt, dass ein stinkreicher Mann hier in der Gegend sein Lager aufgeschlagen hat.\! Er hat sich bei den Leuten vom Kaiserreich beliebt gemacht, indem er mit seinem Geld nur so um sich schmeißt.\! Wie wär’s, wenn wir …?"
"Say no more, thief.\! I've got your back.\! Let's raise some hell.","Mehr müsst Ihr nicht sagen, Dieb.\! Ihr könnt Euch auf mich verlassen.\! Lassen wir die Sau raus!"
Aha!! Yes!! Now we're talking!!,Aha!!! Ja!!! So gefallt Ihr mir!
