ENGLISH,GERMAN
Might I steal a few moments of your time?,Würdet Ihr einen Moment für mich erübrigen?
"Of course, Lysander.\! Though, I am not as interesting as \n[8], so I fear you will be disappointed.","Selbstverständlich, Lysander.\! Auch wenn ich nicht so eine interessante Persönlichkeit wie \n[8] bin. Ihr könntet also enttäuscht werden."
"As you may know, I am not a devotee to the Donari doctrine.\! And you are famed for being perhaps the strictest adherent alive.","Wie Ihr wisst, bin ich kein Anhänger der Donari-Doktrin.\! Und angeblich sollt Ihr Euren Glauben genauestens befolgen."
One could say that...,Das könnte man so sagen …
"May I ask,\| do you see your beliefs as the most correct, and righteous?\! Compared with, for example, the Followers of Zanatus?","Ich wüsste gern,\| ob Ihr Euren Glauben als den einzig vollkommenen betrachtet, und als rechtschaffen.\! Verglichen mit beispielsweise Zanatus’ Jüngern."
"The Followers of Zanatus are wicked, and the wicked shall be crushed. It is very simple.","Zanatus’ Jünger sind boshaft, und die Boshaften werden vernichtet. So einfach ist das."
"Indeed...\| And if you were to read the minds of these Zanatus worshipers, what do you think you would see?\! Would they not have the same adversarial conviction?\! That, perhaps, these adherents to Zanatus act and live with their own sense of righteousness?","In der Tat …\| Nehmen wir an, Ihr könntet die Gedanken der Anbeter Zanatus’ lesen, worauf denkt Ihr, würdet Ihr stoßen?\! Würden sie nicht mit derselben Überzeugung über ihre Feinde richten?\! Glaubt Ihr nicht, dass diese Anhänger von Zanatus möglicherweise nach ihrem eigenen Verständnis von Rechtschaffenheit handeln und leben?"
"These ponderings are a little dull to me.\! Some things are, and some things aren't.\! No need to play Devil's Advocate all the time.","Diesen Gedankengängen kann ich wenig abgewinnen.\! Die Dinge sind so, wie sie sind.\! Es gibt keinen Grund, ständig des Teufels Advokat zu spielen."
I... suppose I have become quite the nuisance to you now.,"Ich … nehme an, dass ich Euch gerade ziemlich auf den Geist gehe."
"It's alright. Philosophers often wish to question the intensity of the Temple's resolve.\! After you have witnessed how the Zanatus cultists conduct themselves, you will no longer see them as misunderstood outcasts.\! At the risk of sounding curt...\! It's best you just let me fulfill my role in peace, knowing that you can continue to live in a world in which you won't be burned alive for having divergent thoughts.","Schon in Ordnung. Philosophen wünschen sich oft, das Ausmaß der Entschlossenheit des Tempels infrage zu stellen.\! Sobald Ihr selbst bezeugt, wie die Kultisten von Zanatus sich aufführen, werdet Ihr sie nicht mehr als missverstandene Ausgestoßene erachten.\! Ich möchte wirklich nicht schroff klingen …\! Aber es wäre am besten, wenn Ihr mich in Ruhe meine Rolle ausfüllen lasst, und Euch dabei vor Augen führt, dass Ihr auch weiter in einer Welt leben könnt, in der Ihr nicht wegen abweichender Gedanken bei lebendigem Leibe verbrannt werdet."
...I must say this conversation has far exceeded my expectations.,"… Ich muss zugeben, dass dieses Gespräch meine Erwartungen bei weitem übertroffen hat."
Your expectations?,Eure Erwartungen?
Oh...\| you know... I didn't mean...,Oh …\| Ihr wisst schon … Ich wollte nicht …
"So...\! Me Diana, me like smash bad guys.",Also gut …\! Ich Diana! Ich den Bösen gern auf die Rübe hauen!
Heh heh... point taken.\! I shall leave before I embarrass myself further...,"Hehe … Schon verstanden.\! Ich werde gehen, bevor ich mich noch weiter blamiere …"
