ENGLISH,GERMAN
Hey. I'm glad you made it.,"Hallo. Ich bin froh, dass Ihr es geschafft habt."
My King assures me that the situation in Sayunaa is stable.,"Mein König versichert mir, dass die Lage in Sayunaa stabil ist."
"Alright, that's good to hear.\| Is that...","Gut, das hört man gern.\| Also …"
"\n[8], what is the purpose of your new mission?","\n[8], wie lautet das Ziel Eurer neuen Mission?"
"My role in the Millennium War is over. Zanatus is finally dead.\! I came close to losing myself completely, Narima. I can't face the people of Armitage again...\| not for a while.","Meine Aufgabe im Jahrtausendkrieg ist erfüllt. Zanatus ist endlich tot.\! Ich stand kurz davor, meinen Verstand zu verlieren, Narima. Ich kann mich den Bewohnern von Armitage nicht erneut stellen …\| zumindest vorerst nicht."
"I find your assessment of the people of this land innaccurate, \n[8]. But, I understand what it is like to keep the demons within under control.","Ich halte Eure Beurteilung der Bewohner dieses Landes für falsch, \n[8]. Aber ich verstehe, was es heißt, die inneren Dämonen im Zaum zu halten."
You're probably right. But Zanatus's dying words still haunt me.,Wahrscheinlich habt Ihr recht. Aber Zanatus’ letzte Worte verfolgen mich noch.
That foul deceiver is still manipulating you from the void. You must not give in.,Dieser garstige Schwindler manipuliert Euch immer noch aus der Leere. Ihr dürft nicht klein beigeben.
"He may be a manipulator, but I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile, far to the East, bound for Grothnor of all places.","Er mag ein Manipulant sein, aber ich habe keinerlei Täuschung in diesen Worten gespürt. Zanatus’ Hass auf Donar, und auf mich, ist unbeschreiblich.\! Er hat in seinen letzten Atemzügen einen gewissen Seelenfrieden verspürt. Als hätte er seine Bestimmung erfüllt.\! Uns wurde berichtet, dass einige von Zanatus’ Jüngern ins Exil gegangen seien – weit nach Osten, ausgerechnet nach Grottnor."
"Grothnor, the most dreadful place in all Tahnra. You are certain this is the path for you?","Grottnor, der schrecklichste Ort von ganz Tahnra. Seid Ihr sicher, dass Ihr diesen Pfad beschreiten wollt?"
"Just an instinct for now. As you know, I have a hard time ignoring that.","Im Moment ist es nur ein Instinkt. Wie Ihr wisst, fällt es mir schwer, das zu ignorieren."
...Then I will enjoy slaying what ever abominations may threaten you along the way.,"… Dann wird es mir eine Freude sein, jegliche Gräuel zu erschlagen, die Euch unterwegs bedrohen."
"...\| You're coming with me?\| That's... the best I could possibly wish for, but what about...","…\| Ihr begleitet mich?\| Mehr … hätte ich mir nicht erhofft, aber was ist mit …?"
"My mind is settled. My country, my homeland...\| it has meant everything to me. But it is doomed in a rapidly-changing future that will leave it behind.\! The irony is clear to me, that I spent my life to preserve tradition, and now see it as Sayunaa's greatest weakness.\! My people must embrace the outside world. And if my journey into the unknown can be a small part of that, so be it.","Ich habe meinen Seelenfrieden gefunden. Mein Land, meine Heimat …\| hat mir alles bedeutet. Aber sie ist einer Zukunft voller Veränderungen geweiht, mit der sie nicht mithalten kann.\! Die Ironie ist mir bewusst. Ich widmete der Bewahrung von Traditionen mein Leben, und jetzt muss ich mit ansehen, dass dies zu Sayunaas größter Schwäche geworden ist.\! Mein Volk muss sich der Außenwelt annähern. Und wenn meine Reise ins Ungewisse einen kleinen Teil dazu beitragen kann, dann soll es so sein."
...Oh.,… Oh.
"Oh, \n[8], you know that expressing those feelings is not easy for me...\| Please, just...","Oh, \n[8], Ihr wisst, dass es mir nicht leichtfällt, derartige Gefühle auszudrücken …\| Tut mir bitte den Gefallen und …"
"Narima...\| it wasn't Grothnor that scared me.\| It was not being able to see your face, and for its memory to fade with time.\! As long as I'm with you, it feels like all the world's terrors can't even phase me.","Narima …\| Grottnor jagt mir keine Angst ein.\| Sondern Euer Gesicht nicht sehen zu können, sodass die Erinnerung daran mit der Zeit schwindet.\! Solange ich bei Euch bin, fühlt es sich an, als würden alle Schrecken dieser Welt immer unwichtiger."
"I feel the same, \n[8].","Mir geht es genauso, \n[8]"
"Time to head off then, hero of Sayunaa. Let's forge that future.","Dann lasst uns aufbrechen, Heldin von Sayunaa. Erschaffen wir eine neue Zukunft."
