ENGLISH,GERMAN
Hello again Diana...,"Hallo, Diana …"
...Snuck up on me there.\! ...How long have you been there?,… Habt Ihr Euch etwa an mich herangepirscht?\! … Wie lange steht Ihr schon da?
"Aha, is that for me?\! Me like eat.","Aha, ist das für mich?\! Essen ist genau mein Ding."
"Heh...\| Yes, I've attempted to extend our supplies by using fewer base ingredients, while mixing in some local flora.","Hehe …\| Ja, ich habe versucht, unsere Vorräte zu vergrößern, indem ich weniger Basiszutaten nehme, und dafür etwas der hiesigen Flora untermische."
"By Donar, you are too kind to me. You don't have to keep this up...","Bei Donar, das ist aber nett von Euch. Ihr müsst das wirklich nicht für uns machen …"
But my muscles do appreciate it.,Aber meinen Muskeln kommt es zugute.
...Yes big...\| I-I mean!!\| I'm sure they...,"… Ja, diesen großen …\| I-Ich meine …\| Da habt Ihr sicher recht …"
"Yep, thought so.","Ja, dachte ich mir."
"It's just...\| No, I don't mean to... It's just who you are... you're just a mystery to me.","Es ist nur …\| Nein, ich will damit nicht sagen, dass … Na ja, also Eure Persönlichkeit … Ihr seid ein großes Geheimnis für mich."
"Mmhmm. I suppose, for your sake, I will have to convince myself that it is my ""mysterious personality"" that has you fixated.","Mmhmm. Euch zuliebe werde ich mir einreden, dass es meine „geheimnisvolle Persönlichkeit“ ist, die Ihr gerade anstarrt."
Heh... yeah.\| I shall now hide for the rest of my life. Good day.,Haha … Genau!\| Ich werde mich jetzt für den Rest meines Lebens vor Euch verstecken. Schönen Tag noch.
