ENGLISH,GERMAN
"Greetings, Diana.\! There is an important matter we must discuss.","Seid gegrüßt, Diana.\! Ich muss in einer wichtigen Angelegenheit mit Euch sprechen."
Is there now?,Ach ja?
Yes.\! I wish to take you as my wife.,Ja.\! Ich möchte um Eure Hand anhalten.
"I...\| admire your directness, but...\! By Donar, slow down! This decision cannot be made lightly!","Ich …\| bewundere Eure Geradlinigkeit, aber …\! Bei Donar … Macht mal langsam! Diese Entscheidung kann ich nicht einfach so nebenbei treffen!"
Is this not a suitable arrangement for you?,Wäre dies etwa keine angemessene Übereinkunft für Euch?
"That is not what I intended to say.\! By Donar, we have only known each other for a short time.\! It is just a bit sudden. More than a bit...","Das will ich damit nicht sagen.\! Bei Donar, wir kennen uns doch erst seit Kurzem.\! Das kommt einfach ein bisschen plötzlich. Mehr als nur ein bisschen …"
"I am not a young man anymore, Diana.\! I know exactly what I want.\! And you...\| You are the embodiment of glory, power, and beauty.\! I wish only to be with you and sing your praises until the end of my days.\! I suspect other suitors have desired the same, but I believe I am best fitted for this task.","Ich bin kein junger Mann mehr, Diana.\! Ich weiß genau, was ich will.\! Und Ihr …\| Ihr seid die Verkörperung von Ruhm, Stärke und Schönheit.\! Ich möchte bis zum Ende meiner Tage nur mit Euch zusammen sein und Loblieder auf Euch singen.\! Ich nehme an, andere Verehrer haben dieselben Wünsche hervorgebracht, aber ich glaube, dass ich dieser Aufgabe am ehesten gewachsen bin."
"Just so you know, I am well aware that a woman like me attracts only certain types of attention.\! Most of the time, potential suitors sound like they want to put me on a golden pedestal to worship, and serve me hand and foot for the rest of their days.","Nur damit Ihr es wisst, ich bin mir bestens bewusst darüber, dass eine Frau wie ich nur gewisse Arten von Aufmerksamkeit erregt.\! Meistens hören sich meine Verehrer so an, als wollten sich mich zur Anbetung auf einen goldenen Sockel stellen, und mir den Rest ihres Lebens jeden Wunsch von den Lippen ablesen."
"Is this what you desire, Diana?","Ist es das, was Ihr begehrt, Diana?"
"Gah... no, Jaromir.\! Not from you, please! You strike me as the type of man who's above all that.","Urks … Nein, Jaromir.\! Nicht von Euch, bitte! Ihr scheint mir die Art Mann zu sein, die über solchen Dingen steht."
"Ah. I may not be young anymore, but I am still able to play the fool.","Ah. Ich mag zwar nicht mehr jung sein, aber ich kann immer noch den Narren spielen."
"I am a man of the old way.\! You are a woman of the old way.\! I cannot bear to see you walk this life without a companion who shares your noble spirit.\! For that reason, among many others, I wish for us to become one.","Ich bin ein traditioneller Mann.\! Ihr seid eine traditionelle Frau.\! Ich ertrage es nicht, Euch dabei zu sehen, wie Ihr dieses Leben ohne eine gleichgesinnte erhabene Seele an Eurer Seite verbringt.\! Aus diesem Grund, und noch vielen weiteren, möchte ich, dass wir uns vermählen."
"...That is much better.\! Jaromir, let us see if we can grow into that future together.","… Schon viel besser.\! Jaromir, schauen wir mal, ob wir in diese Zukunft gemeinsam hineinwachsen können."
