ENGLISH,GERMAN
"Damn you, Antares. All these men had to die just to fulfill your delusions. Good men... wasted.","Verflucht sollt Ihr sein, Antares. All diese Männer mussten für Euren Größenwahnsinn sterben. Gute Leute … einfach verheizt."
Empress Florina... Hang tight! It's almost over!,Kaiserin Florina … Haltet durch! Ihr habt es fast geschafft!
Florina...\| I have failed.,Florina …\| Ich habe versagt.
General... just let it end now...\| Turn yourself in to these people... There's no more reason to fight...,"General … Setzt dem jetzt ein Ende …\| Ergebt Euch diesen Leuten … Es hat keinen Sinn mehr, zu kämpfen …"
"I will die this day, Imperials. But I will live on in the hearts of those who have been betrayed, who walk this life a stranger in their own lands.","Ich werde heute sterben, kaiserliche Schergen. Aber in den Herzen jener, die sich verraten fühlen und Fremde im eigenen Land sind, werde ich weiterleben."
"You, Imperials, have forgotten us. Those who bled for you, and those who now toil for you. But the people are beginning to see!\! And when you have finally pushed too hard, and plunged my homeland into chaos, those who survive will remember you as traitors.","Ihr habt uns vergessen, kaiserliche Schergen. All die, die für Euch geblutet haben und jetzt für Euch schuften. Doch langsam wird das dem Volk klar!\! Wenn Ihr den Bogen endlich überspannt und meine Heimat ins Chaos stürzt, werden die Überlebenden Euch als die Verräter im Kopf behalten."
What are you doing?!\! .....NO!!!!,Was macht Ihr da?!\! … NEIN!!!
"Holy Donar, take me...","Heiliger Donar, nimm mich zu dir …"
All this... for what...,All diese Opfer … Wofür nur …?
He admitted defeat and died with honor. It is the only way an old warrior like him could go.,Er hat sich seine Niederlage eingestanden und ist einen ehrenhaften Tod gestorben. Für einen alten Krieger wie ihn gab es keinen anderen Weg.
"No, this is different. There is a chill in my bones.","Nein, das war noch einmal etwas anderes. Ich habe ein klammes Gefühl in den Knochen."
All this sentiment over a relic of the past? It escapes me...,So viel Emotionen wegen eines Relikts der Vergangenheit? Das verstehe ich nicht …
Zelos...\| What's going on...,Zelos …\| Was geht hier vor …?
"Stay calm, \n[8]...","Bleibt ruhig, \n[8] …"
"\n[8], Zelos. I must congratulate you on your victory. Your key role in dispatching of the rebel Antares is noted, and for that you have earned our gratitude.","\n[8], Zelos. Ich muss Euch zu Eurem Sieg gratulieren. Es ist nicht unbemerkt geblieben, dass Ihr eine wichtige Rolle bei der Eliminierung des Rebellen Antares gespielt habt. Habt Dank."
"That gratitude will serve you well in what's coming for you. On the behalf of the Empire of Veridia, you are hereby guilty of high treason and conspiracy to murder the Empress.\! Yes, we've heard of your plans for treachery, \n[8], and so too will all the world.","Diese Dankbarkeit dürfte noch nützlich für Euch werden. Ich spreche Euch hiermit im Namen des Kaiserreichs Veridia des Hochverrats und der Verschwörung zum Mord an der Kaiserin schuldig.\! Wir kennen Eure verräterischen Pläne, \n[8], und der Rest der Welt wird sie auch bald erfahren."
That's not at all what...,Das stimmt doch gar …
...Is this some kind of joke?!,… Soll das ein Witz sein?!
"Troops, you may fire when ready. Numbing poison, they are to be kept alive.","Soldaten, Feuer frei. Betäubungsgift bitte, sie sollen am Leben bleiben."
"AAUUGGHH!! \n[8]!! What have you traitors done?! Face me, you cowards! Come to meet your deaths!","AARRGGHH!!! \n[8]! Was habt Ihr Verräter getan?! Kämpft mit mir, Ihr Feiglinge! Kommt und seht dem Tod ins Auge!"
"Imbeciles... we discussed this! Don't cross blades with that one - shoot him, now!!","Unfähige Trottel … ich habe es Euch doch gesagt! Bleibt weg von dem und seinem Schwert, und schießt! Sofort!!!"
Ugghhh....\|\| Is that all you've got?!,Ufff …\|\| Mehr habt Ihr nicht zu bieten?!
Casamir...\| W-What's going on?,Casamir …\| W-Was geht hier vor?
"My Empress... it is a relief we were able to uncover \n[8]'s plot. Rest assured, the traitors will be dealt with. ...Is something else the matter?","Meine Kaiserin … zum Glück konnten wir die Intrigen von \n[8] durchkreuzen. Seid Euch gewiss, dass wir die Verräter bestrafen werden … Stimmt noch etwas nicht?"
"...but, why would...","… Aber, warum …?"
"It shocked me as well. But a head of state naturally has many enemies, it is the way of politics in this age.\! Now then, let us return to the capital and put all this nonsense behind us, hmm? After you.","Ich war auch höchst schockiert. Doch als Staatsoberhaupt hat man nun mal viele Feinde. So ist es in der Politik heutzutage.\! Kehren wir jetzt in die Hauptstadt zurück und lassen diese Scherereien hinter uns. Bitte, nach Euch."
A-Alright....,N-Nun gut …
"Florina, assigned as a child the privilege to sit on the Imperial throne...\| because of a blood relation that barely qualifies as legitimate.\! The high seat above all the world. Does someone like you even appreciate the power that it emanates?\! Some day, this land will have a leader that gives it the reverence it deserves...\! As you breathe your dying breaths, take solace in knowing I will take great care of all the people of this land.","Florina … Euch wurde als Kind das Privileg des Kaiserthrons zuteil …\| Wegen einer Blutsverwandtschaft, die kaum legitim ist.\! Der Herrschaftssitz über die ganze Welt. Weiß jemand wie Ihr diese Macht überhaupt zu schätzen?\! Eines Tages wird dieses Land von jemandem regiert werden, der sie angemessen würdigt …\! Lasst Euch bei Euren letzten Atemzügen davon trösten, dass ich mich sehr gut um das Volk dieses Landes kümmern werde."
