ENGLISH,GERMAN
"Alright. As promised, all loose ends wrapped up, as requested!\| Alex is still a little broken up about it, but he'll be alright.\! Now then, where are we headed?","So. Ich habe alle meine Angelegenheiten geregelt, wie erbeten und versprochen!\| Alex ist noch ziemlich betrübt, aber er wird darüber hinwegkommen.\! Wo soll es denn nun hingehen?"
"Stefan, I must warn you, there's very little thievin' available where I'm headed. Not really your thing.","Stefan, ich muss Euch warnen – da, wo ich hinwill, gibt es so gut wie nichts zu klauen. Für Euch ist das eigentlich nichts."
Oh yeah? Try me!,Ah so? Sagt es mir doch erst mal!
"Grothnor.\| Veridian scouts are tracking the cultists survivors there, for to the east, in the unexplored continent.\! A frozen hellscape with horrors beyond description.",Nach Grottnor.\| Veridianische Späher haben die überlebenden Kultisten dort ausfindig gemacht. Auf dem nicht erkundeten Kontinent weit im Osten.\! Das ist eine eisige Hölle voller unbeschreiblicher Schrecken.
Fair enough. What drives you to go? A little sight seeing?,Ach so. Und warum wollt Ihr da hin? Die Sehenswürdigkeiten genießen?
"Zanatus's dying words still haunt me. I need answers, Stefan.\| Who actually is Donar? Why resurrect me?\| And how?\| I am even still the original me?\! And Zanatus... he had a certain calmness about him before his death. And I believe him...","Zanatus’ letzte Worte verfolgen mich noch. Ich brauche Antworten, Stefan.\| Wer ist Donar überhaupt? Warum wurde gerade ich wieder zum Leben erweckt?\| Und wie?\| Hat es mich vielleicht verändert?\! Und Zanatus … Vor seinem Tod wohnte ihm eine gewisse Ruhe inne. Und ich glaube ihm …"
"Point well-made, chosen one.\| Though if I may offer a pithy rebuttal...\| consider my career path thus far!\! From thief, to Tidereaver lackey, to Temple spy, to your personal assassin, and now I'm a free agent once again!\| I believe you've got an opening for a dashing, handsome adventurer?","Ich verstehe schon, was Ihr mir sagen wollt.\| Aber wenn ich etwas entgegnen dürfte …\| Seht Euch meine bisherige Karriere an!\! Erst Dieb, dann Scherge der Gezeitenräuber, dann Spion des Tempels, Euer persönlicher Assassine – und jetzt bin ich wieder ein freier Mann!\| Ihr habt doch zweifelsohne Arbeit für einen stattlichen Abenteurer?"
...\|There's probably no brandy where we're going either.,"…\| Brandy gibt es dort, wo wir hinwollen, mit hoher Wahrscheinlichkeit auch nicht."
"Ah! Yes, of course.\| Well then, best of luck to you!",Na dann! Dann ist alles klar.\| Ich wünsche Euch viel Glück!
"Stefan.\| You silly person. We're partners in crime, remember?\| Are you coming along, or what?","Stefan.\| Ihr Witzbold. Wir beide gehen durch dick und dünn, wisst Ihr noch?\| Kommt Ihr jetzt mit oder was?"
"Heh... righto, \n[8].\| We been through a lot together, you 'n I.\! These memories're more precious to me than any treasure in Donar's creation.\! Just thought you'd be best hear, in the event these Grothnor horrors are as unspeakable as you say.","Hehe … natürlich, \n[8].\| Wir zwei haben schon einiges durchgemacht.\! Die Erinnerungen daran sind mir mehr wert als jeder Schatz aus Donars Schöpfung.\! Ich dachte nur, dass Ihr das hören solltet. Wenn in Grottnor denn wirklich etwas so Schreckliches lauert, wie Ihr sagt."
"We'll be fine.\| I feel completely invincible when you're around, like it's all going to be alright.\! Better give one last goodbye to the green plains of Veridia, it's the last we'll see in a long, long time...","Wir werden schon zurechtkommen.\| Wenn Ihr bei mir seid, fühle ich mich unverwundbar und weiß, dass alles gut werden wird.\! Prägt Euch die grünen Landschaften Veridias gut ein, denn wir werden sie lange Zeit nicht mehr sehen …"
