ENGLISH,GERMAN
"A bit dramatic with that whole 'end of the world' speech, don't ya think?","Dieses ganze Gerede vom Ende der Welt war ein bisschen übertrieben, was?"
...\n[8] is not familiar with the Temple's ways.\! It may be just what \n[5] needed to hear.,… \n[8] kennt sich mit den Gepflogenheiten des Tempels nicht aus.\! Möglicherweise haben diese Worte genau ins Schwarze getroffen.
"...You're really serious about this stuff, aren't you?","… Du machst keine halben Sachen, hm?"
"Just as the cult was deliberate in finding the Nephilim, so too must the Paladins be when countering their actions.","Genau wie der Kult auf seiner Suche nach den Nephilim wohlüberlegt vorgegangen ist, müssen die Paladine es ihm in ihrer Reaktion gleichtun."
"Must be easy to think everything and anything happens for a reason...\! As though the fate of all reality is set in stone, so why bother setting out to change it?","Ihr macht es Euch ganz schön leicht, wenn Ihr glaubt, für alles würde es einen Grund geben …\! Als wäre die Wirklichkeit schon in Stein gemeißelt … Warum sollte man sich also die Mühe machen, das Schicksal zu verändern?"
"...There are some things I would change, Stefan.\! The life of a warrior is difficult.\! The comforts of home call out to me...","… Es gibt ein paar Dinge, die ich verändern würde, Stefan.\! Das Leben einer Kriegerin ist schwierig.\! Die Behaglichkeit meines Zuhauses ruft nach mir …"
"Little Alex?\! Yeah, bet the kid really misses you...","Der kleine Alex?\! Ja, der Knirps vermisst Euch bestimmt …"
"Yes...\| But my son deserves a better world to inherit.\! If Zanatus is returning to our world, I must remain out here, fighting against fate, inevitable as though it may be.","Ja …\| Aber mein Sohn verdient es, in einer besseren Welt aufzuwachsen.\! Falls Zanatus in unsere Welt zurückkehrt, muss ich hier draußen bleiben und gegen das Schicksal ankämpfen, selbst wenn es sich womöglich nicht ändern lässt."
Yeah... I hear ya.\! He's a good kid.\! Wish I had somethin' as precious as Alex is to you.,Ja … Ich verstehe schon.\! Er ist ein gutes Kind.\! Ich hätte auch gern was so Kostbares.
...My Alex worships you.\! You're practically his own father.,… Mein Alex verehrt Euch.\! Ihr seid wie ein Vater für ihn.
No kiddin'?,Echt jetzt?
Can you play that tune he likes so much? I have grown very fond of it as well...,"Würdet Ihr das Lied spielen, das er so mag? Mittlerweile habe auch ich es lieb gewonnen …"
Just gonna make you miss home even more...,Dann werdet Ihr Eure Heimat nur noch mehr vermissen …
