ENGLISH,GERMAN
"So, you really mean it, don't you?","Ihr meint es also wirklich ernst, was?"
"Yeah....\| this is the way it's going to be. For a while, anyway.",Ja …\| So läuft das ab jetzt. Zumindest für eine Weile.
Oh...\| alright. If you say so...,Ach …\| Nun gut. Wenn Ihr meint …
"Oh, Jules.\| King Kasim Jules Dargon.\| I know I needn't remind you... the people of Sayunaa need you!","Ach, Jules.\| König Kasim Jules Dargon.\| Ich weiß, Ihr wisst das … aber die Menschen in Sayunaa brauchen Euch!"
...\| More than you do?,…\| Mehr als Ihr?
"Jules, I...\| can't imagine going forward without you. I can't imagine the last two years had you not been there.","Jules, ich …\| Ich kann mir gar nicht vorstellen, ohne Euch weiterzumachen. Ich kann mir die letzten zwei Jahre ohne Euch nicht vorstellen."
We must deal with what's in front of us...,"Wir müssen mit der Situation umgehen, die sich uns stellt …"
"I have an entire Kingdom now. All the wealth anyone could ever ask for. Willing servants, powerful allies...\| \n[8], it feels so empty.","Ich habe jetzt ein ganzes Königreich. Und mehr Reichtum, als man sich je wünschen könnte. Bereitwillige Diener, mächtige Verbündete …\| \n[8], das alles erscheint mir so sinnlos."
"...You've got to find meaning in it all, Jules! No one else can do it for you, you are in the spotlight now!\! I know what you mean, the empty feeling. But, how about...\| one final order from me before you are officially discharged from the Nephilim Army. Would it help to think of it like that?","… Ihr müsst eben einen Sinn darin finden, Jules! Das kann niemand für Euch tun. Ihr seid jetzt der Mittelpunkt der Aufmerksamkeit!\! Ich weiß aber, was Ihr meint. Dieses Gefühl der Sinnlosigkeit. Aber …\| Wie wäre es mit einem letzten Befehl von mir, bevor Ihr offiziell aus der Armee der Nephilim entlassen werdet. Hört sich das so besser an?"
I'm listening...,Ich höre …
"You've got to be strong! You have to find meaning for yourself, even if you must create it from thin air.\! You're a King now, and that will make you many enemies... don't let them get the best of you!\! It's time to put away your bow, and to wield your new role as your tool to reshape the world as you see fit.\! I will return to Sayunaa some day, and it had better be the gleaming land it's meant to be under the new King's glorious reign!","Ihr müsst stark sein! Ihr müsst einen Sinn finden in dem, was Ihr tut, auch wenn Ihr keinen seht.\! Ihr seid jetzt ein König, und als solcher werdet Ihr viele Feinde haben … Lasst die nicht gewinnen!\! Es ist Zeit, Euren Bogen wegzupacken und die Welt mit Eurer neu gefundenen Macht so zu gestalten, wie Ihr es für richtig haltet.\! Eines Tages werde ich nach Sayunaa zurückkehren, und dann will ich es im Ruhm und Glanz seines glorreichen Königs sehen!"
"...\|I think I can handle that, \n[8].","…\| Ich glaube, das schaffe ich, \n[8]."
"Heh, good! You are discharged with honor, King Jules.\! I won't forget you...","Hehe. Gut! Ihr seid hiermit ehrenhaft entlassen, König Jules.\! Ich werde Euch nicht vergessen …"
