ENGLISH,GERMAN
'Ey there. So...\| mind if I ask what's it like? Now that you can uh... y'know.,"Heda. Dürfte …\| Dürfte ich fragen, wie das so ist? Jetzt, wo Ihr, also … Ihr wisst schon."
Now that I can....???,"Jetzt, wo ich was …???"
Ah... come on! Y'know! Become the giant lady.,Ach … nun kommt schon! Ihr wisst schon! Zur Riesenfrau werden könnt.
Oh...\| well... I am the giant lady. I can shrink back to this form when being full-sized is impractical.,"Ach so …\| Also … Eigentlich bin ich die Riesenfrau. Ich kann zu dieser Gestalt schrumpfen, wenn alles andere unpraktisch wäre."
...Oh.,… Oh.
"Yep. Let's keep that between us for a while, would you?","Genau. Behalten wir das aber vorerst für uns, ja?"
"Of course! Though I think they'll catch on pretty soon, seein' as several days of food and entire livestock herds are suddenly gone. Any idea where it all went?","Natürlich! Wobei die das alle ziemlich schnell mitbekommen werden, nachdem jetzt Essen für mehrere Tage und ganze Tierherden plötzlich fehlen. Wisst Ihr, wo das alles verschwunden ist?"
"In my stomach. Well, part of my muscles by now.","In meinem Magen. Na ja, mittlerweile ist es wahrscheinlich zu Muskeln geworden."
"...Hell's bells. Me thinks all creation will end up in there.\! Say, do you think when my time comes, I'll also turn into a god-like being?","… Potztausend. Ich glaube, so wird alles unter der Sonne enden.\! Sagt mal – meint Ihr, wenn es so weit ist, werde ich auch zu einem gottgleichen Wesen?"
Hmm... Saint Landis was a master of illusion. Maybe you'll gain the power of invisibility. ...Forever.,"Hmm … Der heilige Landis war ein Meister der Illusion. Vielleicht erhaltet Ihr die Macht, Euch unsichtbar zu machen … für immer …"
"Bah, surely a just and loving Donar would never deprive the world of my breathtaking visage!",Pah! Ein gerechter und liebevoller Donar würde die Welt doch niemals meines entzückenden Antlitzes berauben!
