ENGLISH,GERMAN
"Good thing we showed up, huh Jules?\! Can't let the others take all the glory.","Ein Glück, dass wir aufgekreuzt sind, was, Jules?\! Können die anderen ja nicht den ganzen Ruhm einheimsen lassen."
"Aw, come on.\! Glory's not all that important!","Ach, kommt schon.\! Ruhm ist auch nicht alles!"
Says you.\! You're sweet and all but you were adopted by rich nobles!\! The rest of us have to scratch and claw for everything we get.,"Denkt Ihr vielleicht.\! Ihr mögt ja nett sein, aber Ihr wurdet von reichen Adligen adoptiert!\! Wir anderen müssen uns alles mit Zähnen und Klauen hart erkämpfen."
"What do you want so bad, anyway?\! You're doing great!",Was wollt Ihr denn überhaupt noch unbedingt?\! Euch geht es doch gut!
Jules... have I ever told you that I tried to become a Paladin?,"Jules … habe ich Euch schon einmal erzählt, dass ich ein Paladin werden wollte?"
"Not yet, but that seems right up your alley!","Noch nicht, aber das kann ich mir gut vorstellen!"
"Exactly what I keep saying!\! But the Temple leadership said I was ""too hotheaded and ambitious""!\! Ugh... so here I am just a plain old army priestess.","Sage ich auch immer!\! Aber die Anführer des Tempels meinten, ich sei „zu hitzköpfig und ehrgeizig“.\! Bah … also bin ich jetzt eine gewöhnliche Armeepriesterin."
"I'm sorry, Sybil...\| This seems very important to you.","Das tut mir leid, Sybil …\| Das scheint Euch ja sehr am Herzen zu liegen."
"Have you ever seen the girls in the Sisterhood of Justice?!\! They're so amazing, and loved by everyone.\! I have to become a Paladin somehow... I just have to.\! Sorry, I'm being so selfish... what do you want for your future, Jules?","Habt Ihr die Frauen in der Schwesternschaft des Rechts schon einmal gesehen?\! Die sind toll, und werden von allen gemocht.\! Ich muss irgendwie ein Paladin werden … Ich muss das einfach schaffen.\! Entschuldigt, ich bin gerade ganz auf mich fixiert … Was wünscht Ihr Euch denn für die Zukunft, Jules?"
Well...\| I can't say I've thought about it too much!\! I just take things day by day.,Also …\| Ich habe eigentlich noch nie so wirklich darüber nachgedacht!\! Ich gehe einfach einen Tag nach dem anderen an.
"Yeah, that's probably easier than always chasing the future...","Das ist vermutlich einfacher, als immer der Zukunft nachzujagen …"
