ENGLISH,GERMAN
"Hey there, Jules.","Tag, Jules."
"Oh, hi \n[8]!\! Great to see you.","Oh, hallo \n[8]!\! Wie schön, Euch zu sehen."
I'm pretty relieved that you and I ended up on the same team.\! Not sure if I would have made it through the Academy without you.,"Ich bin ziemlich erleichtert, dass wir zwei endlich zusammen kämpfen.\! Keine Ahnung, ob ich es ohne Euch durch die Akademie geschafft hätte."
"Yeah, I'm glad we got assigned to the same campaign, too!\! Lucky break, huh?","Ja, ich bin auch froh, dass wir demselben Feldzug zugewiesen wurden!\! Ein echter Glücksfall, was?"
"So, what it's been like for you growing up in Veridia, as a Sayunaari?","Erzählt mal, wie war’s für Euch, als Sayunaarer in Veridia aufzuwachsen?"
"Well, I feel very fortunate.\! My adoptive parents made sure I didn't grow up without knowing about my Sayunaari heritage.\! It sounds like such a wonderous place...","Na ja, ich hatte wohl großes Glück.\! Meine Adoptiveltern sorgten dafür, dass ich mir meiner sayunaarer Wurzeln bewusst bin.\! Sayunaa hört sich wunderbar an …"
"Yeah, shame, outsiders can't show their face there anymore without being turned away.\! They lost so much during the Succession War, and for basically nothing.","Ja, echt schade, dass sich Fremde dort nicht mehr blicken lassen können, ohne abgewiesen zu werden.\! Sie haben so sehr unter dem Thronfolgekrieg gelitten, und das praktisch vergebens."
"They are protective of their way of life, so say my parents!",Meinen Eltern zufolge wollen sie ihren Lebensstil beschützen!
Maybe Veridia's leaders could learn a thing or two from that.\! I can't imagine what good is to come from the attacks on the Donari Temples.\! Most Veridians are devotees of Donar... it's as if they're trying to provoke people.\! Eh... I know you don't like this sort of thing.,"Vielleicht sollten die Anführer Veridias sich davon eine Scheibe abschneiden.\! Ich weiß einfach nicht, was die Angriffe auf die Donari-Tempel bringen sollen.\! Die meisten Veridianer sind Anhänger Donars … Es ist fast so, als wollten sie ihr eigenes Volk provozieren.\! Äh … Ich weiß, Ihr könnt so was nicht leiden."
"It's okay. You usually go over my head with this stuff, but I like listening to it anyway.\! You're great company, \n[8]!","Schon in Ordnung. Bei so was nehmt Ihr meistens keine Rücksicht auf mich, aber ich hör Euch trotzdem gern zu.\! Ich verbringe immer gern Zeit mit Euch, \n[8]."
"Haha, sometimes I don't understand your optimism, but I sure appreciate it.","Haha, manchmal ist mir Euer Optimismus schleierhaft, aber ich weiß ihn trotzdem zu schätzen."
