ENGLISH,GERMAN
"By Donar, if I survive this heat, I shall never forsake the tundra again as long as I shall live!","Bei Donar … Wenn ich diese Hitze überlebe, werde ich der Tundra mein Lebtag lang nicht mehr den Rücken kehren!"
Perhaps your kind would do well to listen to your body. That is Donar telling you not to be where you don't belong.,"Vielleicht sollten Euresgleichen auf Euren Körper hören. Donar versucht Euch zu sagen, dass Ihr hier nicht hingehört."
"Perhaps it is, Sayunaari.\! But for the return of Donar, no amount of suffering would dissuade me from this great holy war.","Mag sein, Sayunaarerin.\! Doch es geht um die Rückkehr Donars – da wird mich kein Schmerz dieser Welt davon abhalten, in diesen heiligen Krieg zu ziehen."
"...I believe you.\! That is no small feat, Veridian.","… Das glaube ich Euch sogar.\! Das will etwas heißen, Veridianer."
"Ha ha ha, then I will have accomplished something this day, even if the desert takes me.","Hahaha, dann habe ich ja heute zumindest etwas geschafft, selbst wenn ich der Wüste zum Opfer falle."
"Ahhh, of course. You're a Highlander, aren't you, Jaromir?","Ahhh, natürlich. Ihr seid ein Bergbewohner, nicht wahr, Jaromir?"
"That is... an ancient distinction.\! I am a servant of Donar first, and a Veridian second.\! The people of my Duchy do indeed trace their roots to the Felnamia Highlanders.\! Centuries of integration has all but erased that part of our past.","Das … ist eine veraltete Bezeichnung.\! Ich bin vor allem ein Diener Donars, und danach ein Veridianer.\! Das Volk meines Herzogtums hat seine Wurzeln aber in der Tat bei den Bergbewohnern Felnamias.\! Jahrhundertelange Integration hat das in Vergessenheit fallen lassen."
"I see.\! Regardless, you are the Shield of the North, the iron wall behind which the Midlanders sleep soundly.\! Just as they do due to the existence of my nation - a Shield against the endless wastes to the East.\! Tell me, Highlander, what do you think would happen to the Midlanders if our two peoples' did not exist?","Verstehe.\! Dennoch seid Ihr der Schild des Nordens, das eiserne Bollwerk, das es jenen in der Mitte des Landes ermöglicht, ruhig zu schlafen.\! Dasselbe gilt für mein Land – es ist ein Schild gegen die raue Ödnis im Osten.\! Sagt mir, Bergbewohner, was glaubt Ihr, würde mit jenen Leuten passieren, wenn es unsere Völker nicht gäbe?"
"Crumble to dust at the first instance of difficulty, no doubt.",Sie würden zweifelsohne an der ersten Widrigkeit zerbrechen.
"Ha ha ha... even if you humor me, it is needed at this time.\! Thank you for your fellowship, Highlander.\! May the bulwarks of the snow and of the sand never perish.","Hahaha … Falls Ihr das nur mir zuliebe gesagt habt, bin ich Euch dennoch dankbar.\! Danke, dass Ihr an meiner Seite steht, Bergbewohner.\! Mögen die Bollwerke aus Schnee und Sand ewig bestehen bleiben."
