ENGLISH,GERMAN
All the children are safe?,Sind alle Kinder in Sicherheit?
"Yep, but we're runnin' out of places to send 'em...","Ja, aber wir wissen nicht, wo wir sie noch hinschicken sollen …"
And what of our partners in the other cities?,Was ist mit unseren Mitstreitern in den anderen Städten?
Not a peep. Wouldn't get my hopes up.,Keinen geringsten Mucks. Erwartet lieber nicht zu viel.
"We have defeated so many of them, and freed so many children... and I am no closer to my Alex.\! The Empire takes them to the detention camps faster than we can move.\! We cannot keep this up forever...","Wir haben so viele von ihnen besiegt, so viele Kinder befreit … und ich bin meinem Alex kein bisschen näher gekommen.\! Das Kaiserreich steckt sie so schnell in die Internierungslager, dass wir nicht mehr hinterherkommen.\! Wir können nicht ewig so weitermachen …"
I take it you all feel the same?,"Ihr seht das doch genauso, oder?"
I'll keep swingin' my sword and killin' Imperials until my strength gives out.\! Big picture be damned.,"Ich werde weiter mein Schwert schwingen und Kaiserliche töten, bis ich umfalle.\! Das große Ganze kann mich mal."
Our men are pretty exhausted...,Unsere Männer sind ziemlich erschöpft …
"This is the fourth home we've made for ourselves.\! They will eventually come here as well, and we will have to find a fifth.","Dies ist bereits unser viertes Zuhause.\! Schlussendlich werden sie uns auch hier aufspüren, und dann müssen wir uns ein fünftes suchen."
It is time we finally pursued the prophecy as we should have long ago.\! Gods forgive me for my lack of faith...,"Es wird Zeit, dass wir endlich der Prophezeiung folgen, so wie wir es schon vor langer Zeit hätten machen sollen.\! Die Götter mögen mir meinen mangelnden Glauben vergeben …"
"Alex... I'm sorry...\| I will find you some day, but for now I must follow my faith...","Alex … Es tut mir leid …\| Irgendwann werde ich dich finden, aber jetzt muss ich erst einmal meinem Glauben folgen …"
Ya mean that page you found from the monastery ruins?,"Meint Ihr die Seite, die Ihr in den Klosterruinen gefunden habt?"
"""Back to where it all began"" were the Grandmaster's dying words, as he handed me the key to the vault.\! These words have haunted me since \n[8] left us.\! The page, and his words, point to the holy mountain, Mount Ptolomea, where the first battle with Zanatus took place.\! I must make the pilgrimage to the holy site there.","„Zurück an den Ursprung“ waren die letzten Worte des Großmeisters, als er mir den Schlüssel zum Gewölbe überreichte.\! Diese Worte verfolgen mich, seit \n[8] uns verlassen hat.\! Die Seite und seine Worte führen uns zum heiligen Berg, dem Ptolomäa, wo die erste Schlacht mit Zanatus stattfand.\! Ich muss zur heiligen Stätte dort pilgern."
Only the gods above can be our salvation now...,Jetzt können uns nur noch die Götter retten …
"If I must, I will do this alone.","Wenn ich muss, werde ich allein gehen."
"Problem bein', not even you could go that route by your lonesome.\! The only way is through the Imperial palace... they've got that holy site guarded by some magical doodads.","Das Problem bei der Sache ist, dass nicht mal Ihr den Weg allein schafft.\! Der einzige Weg führt durch den Kaiserpalast … Diese heilige Stätte wird von irgend ’nem Zauberkram beschützt."
"You know the way, Barnabas?","Ihr kennt die Route, Barnabas?"
"Yep, but yer not gonna like it.\! I betcha we can break into the palace through the sewer exits, but even that's got an Imperial presence guarding it on the outside.\! You'll need all of us to get in there.\! ...And ya got me so far.","Jep, aber die wird Euch nicht gefallen.\! Wir können bestimmt durch die Kanalisation in den Palast einbrechen, aber selbst die wird von außen von kaiserlichen Wachen beschützt.\! Ihr braucht uns alle da drin.\! … Ich steh Euch auf jeden Fall zur Seite."
"Of course I will support you as well, Sister Diana...\! As will my brother, yes?","Auf mich könnt Ihr selbstverständlich auch zählen, Schwester Diana …\! Genau wie auf meinen Bruder, nicht wahr?"
It looks like my sister has decided for me!\! I'll do my best...,Anscheinend hat meine Schwester die Entscheidung für mich getroffen!\! Ich werde mein Bestes geben …
Diana...,Diana …
"I've stuck by your side through much worse.\! Well, not sure we've ever tried to break into the capital of a world-spannin' empire before, but hey, y'only live once, I say.","Wir haben schon viel Schlimmeres durchgemacht.\! Tja, also ich weiß ja nicht, ob wir je die Hauptstadt eines weltumspannenden Kaiserreiches infiltriert haben, aber he, wie heißt es so schön? Man lebt nur einmal."
"Thank you...\| And for the last two years as well.\! We have fought, and we have run away, but at least, we are still here, still fighting.\! If I die on this mission, I will die a free woman, with my knee unbent to the will of evil.\! I do not expect any of you to throw your lives away.\! Once I am on the path to Mount Ptolomea, please go into hiding, or retreat back here to safety...","Danke …\| Natürlich auch für die letzten zwei Jahre.\! Wir haben gekämpft und wir sind geflohen, aber wenigstens sind wir immer noch hier und widersetzen uns.\! Sollte ich auf dieser Mission sterben, dann als freie Frau, die sich dem Willen des Bösen nicht gebeugt hat.\! Ich erwarte von keinem von Euch, dass Ihr Eure Leben wegwerft.\! Sobald ich den Pfad zum Ptolomäa betrete, versteckt Euch bitte, oder zieht Euch zurück, damit Ihr in Sicherheit seid …"
"Don't say g'bye just yet, lady.\! Come on, let's give fate and prophecy a little nudge in the right direction...","Die Zeit für Verabschiedungen ist noch nicht gekommen, meine Liebe.\! Los, geben wir dem Schicksal und der Prophezeiung ’nen kleinen Schubser in die richtige Richtung …"
