ENGLISH,GERMAN
"So, my father is...",Mein Vater ist also …
He's gone from this place.,Er ist nicht mehr hier.
"He's a tricky one, \n[8]...\| I wouldn't rest easy until you've killed that man a hundred times.","Er ist listig, \n[8] …\| Ich würde an Eurer Stelle erst ruhen, wenn Ihr diesen Mann hundertmal getötet habt."
"I am sorry, Nephilim.\! None of the others deserve blame. All of it falls onto me.","Es tut mir leid, Nephilim.\! Die anderen trifft keine Schuld. Diese liegt gänzlich bei mir."
Lysander...,Lysander …
"I failed to stop you from completing the prophecy.\! Do to me what you must, \n[8].","Ich konnte nicht verhindern, dass Ihr die Prophezeiung erfüllt.\! Tut, was Ihr nicht lassen könnt, \n[8]."
Just because you didn't succeed...\! Just because you didn't have the physical force to stop me...\! that doesn't make you wrong.,"Nur, weil Ihr das nicht geschafft habt …\! Nur, weil Euch die körperliche Kraft fehlte, mich aufzuhalten …\! Heißt das nicht, dass Ihr nicht recht hattet."
"Here, take the Lightfury.\! Strike me down, I will not fight back.","Hier, nehmt Lichtzorn.\! Streckt mich nieder. Ich werde mich nicht wehren."
"I think I've earned it. You saw what happened, back in Armitage.\! Only you had the guts to stand up to me.\! Now is your chance to put down a monster.","Ich denke, ich habe das verdient. Ihr habt gesehen, was in Armitage geschehen ist.\! Nur Ihr hattet den Mut, mir die Stirn zu bieten.\! Jetzt habt Ihr Eure Gelegenheit, ein Ungeheuer zu erledigen."
...\| I'd sooner fall on the blade myself...,…\| Lieber würde ich mich selbst auf die Klinge stürzen …
Look around you. The sky's already changed.\! Everything that's happened has lead to this... the final invasion of Tahnra.\! Indeed perhaps this was all meant to be.,"Seht Euch um. Der Himmel hat sich bereits verändert.\! Alles, was geschehen ist, hat hierher geführt … zur letzten Invasion Tahnras.\! Vielleicht war dies tatsächlich alles so vorbestimmt."
"Just as it was written in the forbidden pages, Zanatus has retreated to the Divine Realm beyond the gate at Mount Ptolomea.\! He must be utterly destroyed before he can fully recover.\! Now that \n[8] has claimed Lightfury, the way to the Divine Realm is open.\! So too is the way from there to our world.","Zanatus hat sich in das Himmelsreich jenseits des Tors auf dem Ptolomäa zurückgezogen, wie es auf den verbotenen Seiten geschrieben stand.\! Wir müssen ihn vollständig auslöschen, bevor er wieder voll bei Kräften ist.\! Nachdem \n[8] jetzt Lichtzorn ergriffen hat, steht der Weg in das Himmelreich offen.\! Dasselbe gilt für den Weg von dort in unsere Welt."
"Lysander, those who followed him...\| I felt his power. It is beyond description and he is surely not of this world.\! It doesn't matter how we feel about each other... it doesn't matter what happened to get us to this point.\! If we lose, Tahnra will be devoured and in darkness, forever.\! We must be whole, at least... for this one last time.","Lysander und jene, die ihm gefolgt sind …\| Ich habe seine Macht gespürt. Sie ist unbeschreiblich und er stammt zweifelsohne nicht aus dieser Welt.\! Es ist nicht von Bedeutung, was wir voneinander halten … oder was geschehen ist und uns an diesen Punkt gebracht hat.\! Sollten wir verlieren, wird Tahnra verschlungen und für alle Zeiten in Finsternis getaucht.\! Wir müssen ein vollkommenes Ganzes sein … dieses eine, letzte Mal noch."
There is no greater blight to exist than Zanatus...\|I will spend my last lifeblood to fight him.,"Es gibt keine schlimmere Plage als Zanatus …\| Ich werde mein Lebensblut geben, um ihn zu bekämpfen."
Thank you...\| Donar be with us.,Danke …\| Donar wird uns beistehen.
"\n[8]...\| you're alive, and that's all that matters now.\! Do to me what you must...","\n[8] …\| Ihr lebt. Alles andere ist jetzt nicht mehr von Bedeutung.\! Macht mit mir, was Ihr für richtig haltet …"
Just because I won...\| doesn't make you wrong.,"Nur weil ich siegreich war …\| Heißt das nicht, dass Ihr unrecht hattet."
"I think I've earned it. You saw what happened, back in Armitage.\! Only you had the guts to stand up to me.\! Now is your chance to put down yet another tyrant.","Ich denke, ich habe das verdient. Ihr habt gesehen, was in Armitage geschehen ist.\! Nur Ihr hattet den Mut, mir die Stirn zu bieten.\! Jetzt habt Ihr Eure Gelegenheit, wieder einmal der Tyrannei ein Ende zu setzen."
...\| \n[8]...\| I would rather die a thousand of the most gruesome deaths.\! I...\| you know I...,"…\| \n[8] …\| Lieber würde ich tausendmal einen grässlichen Tod sterben.\! Ich …\| Ihr wisst, dass ich …"
"Yeah, I know. I love you too, even through your obnoxious hubris. We can come back from this... we will.","Ja, ich weiß. Auch ich schätze Euch sehr, trotz Eurer unerträglichen Überheblichkeit. Wir werden auch dies überwinden … ganz bestimmt."
"I felt his power. It is beyond description and he is surely not of this world.\! It doesn't matter how we feel about each other... it doesn't matter what happened to get us to this point.\! If we lose, Tahnra will be devoured and in darkness, forever.\! We must be whole, at least... for this one last time.","Ich habe seine Macht gespürt. Sie ist unbeschreiblich und er stammt zweifelsohne nicht aus dieser Welt.\! Es ist nicht von Bedeutung, was wir voneinander halten … oder was geschehen ist und uns an diesen Punkt gebracht hat.\! Sollten wir verlieren, wird Tahnra verschlungen und für alle Zeiten in Finsternis getaucht.\! Wir müssen ein vollkommenes Ganzes sein … dieses eine, letzte Mal noch."
There is no greater blight to exist than Zanatus...\| We must spend our last lifeblood to fight him.,"Es gibt keine schlimmere Plage als Zanatus …\| Wir müssen unser letztes Lebensblut darauf verwenden, ihn zu bekämpfen."
Thank you...\| everyone. Donar be with us.,Ich danke Euch …\| Euch allen. Donar wird uns beistehen.
