ENGLISH,GERMAN
"Jules...\| Where have you been?\! This isn't like you, avoiding all of us.","Jules …\| Wo seid Ihr gewesen?\! Es passt gar nicht zu Euch, dass Ihr uns allen so aus dem Weg geht."
"Really?\! Yeah, I guess that's not really like me...\| I'm sorry, \n[8].","Wirklich?\! Ja, das stimmt wohl. Es sieht mir wirklich nicht ähnlich …\| Tut mir leid, \n[8]."
"Haha, don't be sorry!\! I'm supposed to be leading this army and I can't have one of my best officers drifting away and...\| keeping secrets from me.","Haha, das muss es nicht!\! Aber ich soll diese Armee anführen. Es geht einfach nicht, wenn einer meiner besten Offiziere nicht ganz bei der Sache ist und …\| Geheimnisse vor mir hat."
W-What secrets?,W-Welche Geheimnisse?
Jules...,Jules …
"...Oh, did you...\! No, I swear, I didn't mean a thing!\! I-I thought I had lost my journal, but...\| How did...?!","Oh, habt Ihr etwa …?\! Nein, ich schwöre, ich wollte das nicht!\! I-Ich dachte, ich hätte mein Tagebuch verloren, aber …\| Wie habt Ihr …?!"
...So you didn't mean it?,… Ihr habt es also nicht ernst gemeint?
???\| Do you mean...???,"???\| Meint Ihr damit, dass …???"
Very well.\! I guess I'll leave it alone...,"Also gut.\! Ich schätze, ich lasse es auf sich beruhen …"
"No, wait!!\! \n[8]...","Nein, wartet!\! \n[8] …"
...What is it?,… Was ist?
"...\| Of COURSE I meant it!!\! \n[8], I have never met someone like you...\| I've always thought of myself as the one who has to pick up everyone else.\! But with you... I don't have to!\! It's you who does that to me!","…\| NATÜRLICH habe ich es ernst gemeint!!!\! \n[8], ich habe noch nie jemanden wie Euch getroffen …\| Ich habe mich immer als jemanden angesehen, der alle anderen aufrichten muss.\! Aber mit Euch … muss ich das nicht!\! Bei Euch ist es genau andersrum!"
Jules...\| Anyone should feel privileged to hear such things from someone as kind-hearted as you...,"Jules …\| So etwas von jemandem wie Euch, jemandem mit einem so großen Herzen, zu hören, würde jedem schmeicheln."
"What a dangerous time this is.\! But I think we will be just fine if we are there for each other.\! Would you stand by me in this life, \n[8]?","Es ist wirklich eine gefährliche Zeit.\! Aber wir beide kommen schon klar, solange wir füreinander da sind.\! Würdet Ihr mir in diesem Leben beistehen, \n[8]?"
"I can't imagine going forward any other way, Jules...","Etwas anderes kann ich mir überhaupt nicht vorstellen, Jules …"
