ENGLISH,GERMAN
"Pah, silly Veridians. If they will not properly acknowledge you as their savior, they deserve not the grace and beauty of my presence.","Pah, närrische Veridianer. Wenn sie nicht honorieren, dass Ihr sie gerettet habt, verdienen sie den Anmut und die Schönheit meiner Anwesenheit nicht."
"...\| They will be ready in time. But for now, my role in Veridia is done. The Nephilim War is over, and Zanatus is dead.","…\| Sie werden es noch verstehen, doch das braucht Zeit. Aber für den Augenblick ist meine Aufgabe in Veridia erfüllt. Der Nephilim-Krieg ist vorbei, und Zanatus ist tot."
"Indeed! A well-done demon, burned to a crisp by the divine fires of Cyrene.","So ist es! Ein knuspriger Dämon, gut durchgebraten von Cyrenes himmlischen Flammen."
You don't seem too broken up about losing your adoptive father.,Ihr wirkt nicht gerade erschüttert vom Verlust Eures Adoptivvaters.
"...\| It feels bizarre to even hear those words. That man, that being, took me in for his own designs.\! No one fiddles with the likes of Beatrix, not even you, \n[8]!","…\| Allein der Klang dieser Worte fühlt sich bizarr an. Dieser Mann, dieses Wesen, hat mich zu seinen eigenen Zwecken missbraucht.\! Meinesgleichen lässt sich von niemandem manipulieren, nicht einmal von Euch, \n[8]!"
"Ha, duely noted.","Ha, ich schreibe es mir hinter die Ohren."
"Now then. You've promised me a new adventure.\| Care to share the details, or shall I simply annihilate anything that looks in your direction?","Nun denn. Ihr habt mir ein neues Abenteuer versprochen.\| Dürfte ich mehr darüber erfahren, oder soll ich einfach alles auslöschen, was in Eure Richtung blickt?"
"Zanatus's dying words still haunt me. I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile, far to the East, bound for Grothnor of all places.","Zanatus’ letzte Worte verfolgen mich noch. Ich habe keinerlei Täuschung in diesen Worten gespürt. Zanatus’ Hass auf Donar, und auf mich, ist unbeschreiblich.\! Er hat in seinen letzten Atemzügen einen gewissen Seelenfrieden verspürt. Als hätte er seine Bestimmung erfüllt.\! Uns wurde berichtet, dass einige von Zanatus’ Jüngern ins Exil gegangen seien – weit nach Osten, ausgerechnet nach Grottnor."
"Grothnor, hmm?\| You know, they say even Donar's light fails to reach its innermost depths.\! It is home to unspeakable horrors that could render a man insane from fear.\! An odd vacation destination, though you've successfully intrigued me.\! The treasures that await must be positively gleaming.","Grottnor, hmmm?\| Wisst Ihr, es heißt, dass selbst Donars Licht nicht in seine tiefsten Abgründe vordränge.\! Es ist die Heimat unaussprechlicher Schrecken, deretwegen Menschen dem Wahnsinn anheimfallen.\! Ein seltsames Urlaubsziel, doch Ihr habt mich neugierig gemacht.\! Die Schätze, die dort auf uns warten, müssen außerordentlich sein."
"Yeah, I know. I couldn't imagine someone better equipped to be by my side for this.\| Ready to head off, then?","Ja, ich weiß. Ich kann mir niemanden vorstellen, der besser dafür geeignet wäre, das mit mir durchzustehen.\| Also, bereit, aufzubrechen?"
"Off we go, then! Let us set the future ablaze, \n[8]!","Dann mal los! Möge die Zukunft zu einem flammenden Inferno werden, \n[8]!"
