ENGLISH,GERMAN
Legends 1B: Defend the Claim,Legenden 1B: Den Anspruch verteidigen
"Lord Terenor is being attacked at Fort Eureeka. Why does he not simply withdraw?! We are forced to break the siege coming from the west.\! You, soldier, to me! What is your name?","Fürst Terenor wird im Fort Eureeka angegriffen. Warum zieht er sich nicht einfach zurück?! Wir sind gezwungen, die Belagerung vom Westen aus aufzubrechen.\! Soldat, her zu mir! Wie heißt Ihr?"
"Here, Captain! Barnabas Fitch, of Melmonde, sir!",Zu Diensten! Barnabas Fitch aus Melmonde!
"I noticed the way you handled yourself at Armitage. Well done, soldier.\! Melmonde? It seems your home town may soon be on the front lines of battle.\! Do you think you can lead a heavy cavalry detachment? Speed is of the essence in this mission and we will need young men like you most of all.","Ich habe gesehen, wie Ihr Euch in Armitage geschlagen habt. Gute Arbeit, Soldat.\! Melmonde? Dann kann es sein, dass Eure Heimatstadt bald an der Front liegt.\! Meint Ihr, Ihr könnt eine Abteilung der schweren Kavallerie führen? Bei dieser Mission drängt die Zeit und wir brauchen junge Leute wie Euch besonders."
"Y-yes sir, I mean...\| I'll do what I can, Captain!\! Ain't much different than wranglin' wild horses back at the family farm, right?!","J-Jawohl, äh, soll heißen …\| Ich werde tun, was ich kann, Herr Hauptmann!\! Wird ja nicht groß anders sein, als daheim auf dem Hof wilde Pferde zusammenzutreiben, oder?!"
"Be sure not to let your men hear such a metaphor, kid.\! Lessons later, we need to move to Fort Eureeka. On the double!","Gebt lieber acht, dass Eure Männer solche Vergleiche nicht hören.\! Aber belehren kann ich Euch später, wir müssen zum Fort Eureeka. Und zwar schnellstmöglich!"
"The age of Veridia will soon come to an end!\! Men of Ezrum, go, and bring glory to Sayunaa in my name!\! And we shall reduce Stormrook to rubble - these arrogant Midlander pigs must be sent a message. They will fear the utterance of the name, Rostam, Duke of Ezrum, ruler of Veridia!","Das Zeitalter Veridias wird bald zu Ende gehen!\! Männer von Ezrum, zieht von dannen und bringt Sayunaa in meinem Namen Ruhm!\! Wir werden Sturmbroch in Schutt und Asche legen und den arroganten Schweinen aus dem Binnenland eine Lektion erteilen. Sie werden schon allein den Namen fürchten: Rostam, Herzog von Ezrum, Herrscher Veridias!"
By Donar... Sayunaa has decided to move. We were told they would remain neutral!,"Bei Donar … Die Sayunaarer rücken aus. Uns wurde gesagt, sie würden neutral bleiben!"
"Where I come from, a man 'n his word are all he's got! What gives?!","Da, wo ich herkomme, zählt nur, ob man zu seinem Wort steht! Was soll das?!"
"We've seen the death of honor for some time now, soldier. Truth be told, this should be a surprise to no one.\! We must now protect both Fort Eureeka and Stormrook as well.\! May these treacherous Sayunaari not hold one parcel of Veridian ground!\! The walls of Stormrook have not fallen in a thousand years. Today shall be no different.","Wir sehen die Ehre jetzt schon länger zugrunde gehen, Soldat. Ganz ehrlich gesagt sollte das niemanden überraschen.\! Jetzt müssen wir sowohl Fort Eureeka als auch Sturmbroch beschützen.\! Wir lassen diesen verräterischen Sayunaarern keinen Meter veridianischen Boden!\! Die Mauern Sturmbrochs stehen seit tausend Jahren. Das wird sich auch heute nicht ändern."
