ENGLISH,GERMAN
Chapter 4: Paradigm Shift,Kapitel 4: Paradigmenwechsel
"It's times like these I ask me'self what went wrong. How'd the likes of Stefan end up against these devil worshippers, runnin' the risk of bringin' harm to this beautiful face voluntarily?\! Ah well, these prisoners likely won't be savin' themselves.","In Zeiten wie diesen frag ich mich, was schiefgelaufen ist. Wie kann einer wie ich diesen Teufelsverehrern gegenübertreten, und dabei freiwillig riskieren, dieses wunderhübsche Gesicht zu verunstalten?\! Was soll’s, diese Gefangenen werden sich wohl nicht selbst retten."
"These guards are no joke, but as a certified Thief™, I can take these guys out with a Stealth Attack.\! If I'm the one attackin', I'll be able to hit enemy squads from behind, no need to fuss with the heavily-armored front line guys.","Mit diesen Wachen ist nicht zu spaßen, aber als zertifizierter Dieb™ kann ich diese Typen mit einem Schleichangriff erledigen.\! Wenn ich angreife, kann ich feindlichen Trupps von hinten einen Schlag versetzen und muss mich mit den schwer gepanzerten Typen an der Front nicht rumärgern."
"Someone up there likes you, friend. Let's get ya out of those chains...","Irgendjemand da oben kann Euch gut leiden, Kumpel. Befreien wir Euch erst mal von diesen Ketten …"
...\| W-what's going on...,…\| W-Was ist los …?
Name's Stefan. I'm workin' for the Temple.,Ich bin Stefan. Ich arbeite für den Tempel.
"...Thank you, Stefan...\| I'm \n[8].","… Vielen Dank, Stefan.\| Ich heiße \n[8]."
"Can ya swing a sword, \n[8]? Well I hope so, because these cultists are hot on my trail.\! We'd best find our way outta here, friend. I think I saw the exit around the corner, just northwest of here.","Könnt Ihr mit ’nem Schwert umgehen, \n[8]? Das hoffe ich zumindest. Diese Kultisten sind mir auf den Fersen.\! Wir sollten besser von hier verduften, Kumpel. Ich glaub, gleich da drüben geht’s raus, nordwestlich von hier."
"...Whoa. Stefan, how do you plan on getting by the blonde with the giant hammer?","Was zum …? Stefan, wie wollt Ihr an dieser Blonden mit dem riesigen Hammer vorbeikommen?"
"Nah, that's Diana, our ticket outta here. She's my partner in crime!","Ach, das ist Diana, unser Ticket hier raus. Wir zwei gehen durch dick und dünn!"
"Diana, as in, the leader of the Temple Paladins? I never thought I'd see her in the flesh.\! Why in the world would such a figure be here...","Die Diana? Die Anführerin der Tempelpaladine? Ich hätte nicht gedacht, dass ich sie mal leibhaftig vor mir sehen würde.\! Warum in aller Welt sollte so jemand hier sein …?"
"Let's have a meeting of the minds later, \n[8]. If I were you, I'd just do what I do and let Diana deal with these guys while I nab the loot.\! Works like a charm every time, heh heh.","Lasst uns später darüber quatschen, \n[8]. Wenn ich Ihr wäre, würde ich das machen, was ich mache: Während Diana mit diesen Typen fertig wird, reiß ich mir die Beute unter den Nagel.\! Läuft jedes Mal wie geschmiert, hehehe."
Are you one of the prisoners here?,Gehört Ihr zu den Gefangenen hier?
"Yes, I was...","Ja, also gerade eben noch …"
This is fortunate. We did not expect this. You must come with me.,Das nenne ich Glück. Wir hatten das nicht erwartet. Ihr müsst mit mir kommen.
Guess I'm in no position to argue...,Da habe ich wohl keine andere Wahl …
"Hell's bells, guess my cover's blown!\! We gotta get movin', kid, they're bringin' in reinforcements!","Potztausend, meine Tarnung ist aufgeflogen!\! Wir müssen los, Kumpel. Da kommen Verstärkungen!"
"Well would ya look at that.\! We got ourselves some Treasure, ripe for the taking.\! Sure it's not part of my mission, but as a certified Thief, I would be doing a disservice to my kind to leave any Treasures behind! It's my moral duty.\! All I gotta do is walk right on top of it, and what's inside the Treasure is ours. In fact, anyone can grab it, not just me!","Na sieh mal einer an.\! Einen hübschen Schatz haben wir da.\! Das ist zwar nicht Teil meiner Mission, aber als zertifizierter Dieb würde ich meinesgleichen einen Bärendienst erweisen, wenn ich Schätze einfach so verkommen lasse! Es ist sozusagen meine moralische Pflicht.\! Ich muss mich einfach draufbewegen und schon gehört der Inhalt uns. Das kann so ziemlich jeder!"
