ENGLISH,GERMAN
Jaromir...?,Jaromir …?
Right then. I shall return another time.,Also gut. Ich komme ein andermal wieder.
"Jaromir, have I offended you?","Jaromir, habe ich Euch gekränkt?"
"Would that you did, lady Ragavi...\| it would be a blessing.","Wenn dem doch nur so wäre, Ragavi …\| Das wäre ein Segen."
You...\| you wish not to see me?,Ihr …\| wollt mich nicht sehen?
Then I shall retire for the evening...,Dann werde ich mich für den Abend zurückziehen …
Wait...,Wartet …
I never told you. I...\| never felt it was necessary. But...,Ich habe Euch das nie gesagt. Ich …\| habe es nie für nötig erachtet. Aber …
What is it?,Was ist denn?
"Her long, raven black hair. Her smile, like the Emborian sunrise. Her manner, that of the most stately noble.\! She was to walk this life by my side.","Ihr langes, rabenschwarzes Haar. Ihr Lächeln, wie der Sonnenaufgang in Embor. Ihre würdevolle Manier.\! Sie sollte mich in diesem Leben begleiten."
"Who is this, Sir Jaromir?","Um wen geht es, Fürst Jaromir?"
I fought with all the spirit I could summon. I travelled Tahnra in a bargain for a cure. But I could not save her from her sickness.,"Ich kämpfte mit all meiner Kraft. Ich bereiste ganz Tahnra, um mir ein Heilmittel zu erkaufen. Doch ich konnte sie vor dieser Krankheit nicht retten."
By Donar. She must have been quite precious to you.\| I've not seen this side of you...,Bei Donar. Sie muss Euch sehr am Herzen gelegen haben.\| Diese Seite von Euch kenne ich gar nicht …
It has been far too many years. I am a fool for holding onto these thoughts. For letting them guide my heart now...,"Das ist jetzt schon viel zu lange her. Es ist töricht von mir, diesen Gedanken weiter nachzuhängen. Zuzulassen, dass sie jetzt über mein Herz bestimmen …"
A fool? How could you speak of yourself so? You lost someone close to your heart...,Töricht? Wie könnt Ihr Euch selbst so beschimpfen? Ihr habt einen lieben Menschen verloren …
"No, not for that reason...","Nein, nicht deswegen …"
"""Long, black hair...""\! ...\| Sir Jaromir...","„Langes, schwarzes Haar …“\! …\| Fürst Jaromir …"
"Now, you see. You see why I am a fool.\! How can a man fall prey to the past...","Jetzt versteht Ihr. Jetzt erkennt Ihr, warum ich töricht bin.\! Wie kann ein Mann sich von seiner Vergangenheit beherrschen lassen …"
"It's alright. Please, do not judge yourself so harshly. It has been an honor to fight by your side, for your life, and now for mine. And... to know you.\! I do not see a man ruled by his past. I see a heart... open and eager.","Es ist alles in Ordnung. Bitte seid nicht so streng mit Euch. Es war mir eine Ehre, an Eurer Seite erst um Euer Leben und dann um das meine zu kämpfen. Und … Euch zu kennen.\! Ich sehe keinen Mann, der von seiner Vergangenheit beherrscht wird. Ich sehe ein Herz … das offensteht."
This is what you see? Then...,Das seht Ihr? Dann …
"Don't be afraid, Jaromir. Tell me what it is you want now...","Habt keine Angst, Jaromir. Sagt mir jetzt, was Euer Wunsch ist …"
All this feels as though Donar has shaped our fates. How unlikely it is... yet how inevitable.\! Ragavi... let us seize upon this gift from the heavens... if you would.,"All dies kommt mir vor, als ob Donar unsere Schicksale bestimmt hätte. So unwahrscheinlich … und doch unvermeidlich.\! Ragavi … ergreifen wir dieses Geschenk des Himmels … Wenn Ihr das wünscht."
"I would. Thank you for returning to my life, Sir Jaromir...","Das wünsche ich. Danke Euch, dass Ihr in mein Leben zurückgekehrt seid, Fürst Jaromir …"
