ENGLISH,GERMAN
"\n[8]....\! You....\| I killed you...\| I killed you, and watched your body plummet to the earth!\! Auuugggghhh.... \! I hate.... you...\| hate...","\n[8] …\! Ihr …\| Ich habe Euch getötet …\| Ich habe Euch getötet und mit eigenen Augen gesehen, wie Euer Körper auf dem Boden aufgeschlagen ist!\! Arrrrrrgh … \! Ich hasse … Euch …\| Hasse Euch …"
"But ""Emperor"", you created me.\! Seems if you'd just left well enough alone, I wouldn't be who I am today.","Aber „Kaiser“, Ihr habt mich erschaffen.\! Wenn Ihr die Dinge einfach so gelassen hättet, wie sie sind, wäre ich heute nicht hier."
"My armies are defeated, but I will take much from you before I fall...!","Meine Armeen sind besiegt, doch ich werde Euch noch zusetzen, bevor ich untergehe …!"
"Will you now?\! Right, because you believe the Zanatus cultists are backing you.\! Everyone can see that you are their pawn, everyone but you.\! You made a deal with the devil, and now the devil is coming to consume you.\! Normally I'd feel sorry for such blind stupidity.","Werdet Ihr das?\! Ah, ja, weil Ihr die Unterstützung der Zanatus-Kultisten hinter Euch glaubt.\! Jeder kann sehen, dass Ihr ihre Marionette seid. Jeder außer Ihr.\! Ihr seid einen Pakt mit dem Teufel eingegangen, und jetzt kommt der Teufel Euch holen.\! Normalerweise würde ich mit solch einer blinden Dummheit Mitleid haben."
"Enough...\! Bring me the boy, now!","Genug …\! Bringt mir den Jungen, sofort!"
Alex!!!,Alex!!!
...M-Mom?!,… M-Mama?!
"Don't take another step, you monstrosity, or he's dead!","Keinen Schritt weiter, Ihr Monstrum, sonst ist er tot!"
What?!\! You can't do this!,Was?!\! Ihr könnt das schaffen!
"Get over there, whelp.","Geh dort drüben hin, Knirps."
Casamir...\| there is nothing to be gained from this.\! Think about what you're doing...,"Casamir …\| das führt doch zu nichts.\! Denkt doch einmal darüber nach, was Ihr hier macht …"
"Oh, how quaint.\! Look at you now, the paragon of morality, now that there is nothing to be lost from being so!\! How simple it is to speak from a position of ultimate power, isn't it?!\! If there is any justice in this world, the future will see you as the bloodthirsty conquerer you are, \n[8]!","Oh, wie drollig.\! Seht Euch nur an. Jetzt, da Ihr mit dieser Masche nichts mehr zu verlieren habt, könnt Ihr den Moralapostel spielen!\! Es ist so leicht, aus einer ultimativen Machtposition heraus zu sprechen, nicht wahr?!\! Wenn es auf dieser Welt auch nur einen Funken Gerechtigkeit gibt, wird Eure blutrünstige, kriegerische Fratze offengelegt werden, \n[8]!"
"Do not worry, child...\| I am sure your mother will make the correct choice.","Mach dir keine Sorgen, Kleiner …\| Deine Mutter wird gewiss die richtige Wahl treffen."
"You've lived a good life, haven't you, Diana?\! You need but give yourself up, and this will all be over.\! The tiniest hint of aggression on your part will end your son's life.","Ihr habt ein gutes Leben geführt, nicht wahr, Diana?\! Jetzt müsst Ihr nur noch klein beigeben, dann ist alles vorbei.\! Wenn Ihr auch nur einen Hauch Aggression zeigt, ist Euer Sohn Geschichte."
What a fool...,Was für ein Narr …
...\| You leave me no choice... my life is yours.\! May the gods banish you to the lowest hell.,…\| Ihr lasst mir keine Wahl … Ich bin Euch ausgeliefert.\! Mögen die Götter Euch in die Abgründe der Hölle verbannen.
"Where are they, \n[8]?\! Who to save first?\! Can you do without your Paladin, or does the boy meet his end instead?\! That choice is on your shoulders now, \n[8].\! Farewell!","Welche Götter, \n[8]?\! Wen werdet Ihr zuerst retten?\! Könnt Ihr auf Euren Paladin verzichten oder soll der Junge lieber sein Ende finden?\! Diese Entscheidung lastet jetzt auf Euren Schultern, \n[8].\! Lebt wohl!"
ALEX!!!!!!,ALEX!!!!!!
