ENGLISH,GERMAN
"\c[1]Isanter Palace, headquarters of the Western Army\c[0]","\c[1]Palast von Isanter, Hauptquartier der Armee des Westens\c[0]"
"That predictable oaf, Terenor...\! like a child playing with a cannon, the man deserves not the power he wields.","Terenor, dieser berechenbare Tölpel …\! Wie ein Kind, das mit einer Kanone spielt. Der wird seiner Macht nicht gerecht."
It should be a simple matter to overcome an oaf.,Ein solcher Tölpel sollte kein großes Hindernis für uns sein.
"Would that I could wish it true, Diana.\! Harold, what are we looking at?","Ich wünsche mir inständig, dass Ihr da recht habt, Diana.\! Harold, wie sieht die Lage aus?"
"Sixty-thousand men, against our own twenty-thousand, my lord.\! An unknown amount of gun and cannon divisions from the Imperial Army will be backing Terenor as well.\! Our 1st Heavy Cavalry has finally mobilized at Fort Findorian, giving us some breathing room.","60.000 Männer stehen unseren 20.000 gegenüber, mein Herr.\! Weiterhin steht Terenor eine unbekannte Anzahl an Artilleriedivisionen der kaiserlichen Armee zur Seite.\! Unsere Erste Schwere Kavallerie wurde endlich am Fort Findorian mobilisiert, was uns mehr Spielraum verschafft."
And we have the Temple warriors on our side...,Und wir haben die Krieger des Tempels auf unserer Seite …
"As long as we control the river, let the Eastern Army come.\! We will destroy bridge after bridge until their supplies run dry.","Solange wir den Fluss beherrschen, kann die Armee des Ostens ruhig kommen.\! Wir zerstören eine Brücke nach der anderen, bis ihnen der Nachschub ausgeht."
Make them starve for going on the offensive.\| Terenor might just be dull-witted enough for that to work...,"Wenn sie in die Offensive gehen wollen, müssen sie eben hungern.\| Terenor ist vielleicht gerade dumm genug, damit das funktioniert …"
You have learned nothing since the Succession War.,Ihr habt auch gar nichts aus dem Thronfolgekrieg gelernt.
Who is this disrespectful child?!\! You will address this council properly!,"Wer ist dieses dreiste Rotzgör?!\! Befolgt die Etikette, wenn Ihr diesen Rat ansprecht!"
"\n[8], was it?\! This is the one who was key in recapturing Trucea.","\n[8], nicht wahr?\! Ihr wart entscheidend bei der Rückeroberung Truceas."
\n[8]...,\n[8] …
"The enemy has more men and material. You cannot hope to win a war of attrition.\! But their army is retreating and regrouping since their loss at Trucea.\! The time to strike is now while they are off balance. If not now, then never.\! If they were to lose Fort Eureeka, it would be a painful effort for them to continue offensive operations.","Der Feind hat mehr Leute und mehr Material. Eine Materialschlacht könnt Ihr nicht gewinnen.\! Doch nach ihrer Niederlage bei Trucea ist seine Armee im Rückzug und muss sich neu formieren.\! Wir müssen jetzt zuschlagen, um diese Schwäche auszunutzen. Wenn nicht jetzt, dann gar nicht.\! Sollten sie Fort Eureeka verlieren, würden sie sich schwertun, weiterhin Offensiven zu starten."
You can't expect me to just commit my soldiers to this...,"Ihr könnt nicht erwarten, dass ich das Leben meiner Soldaten dafür aufs Spiel setze …"
"Duke Lothair, we have reason to trust in \n[8]'s judgement.\! ...\| I will accept personal responsibility if \n[8]'s plan fails.","Herzog Lothair, die Einschätzung von \n[8] hat sich als vertrauenswürdig erwiesen\! …\| Sollte der Plan von \n[8] scheitern, übernehme ich persönlich dafür die Verantwortung."
"If this adventure is a failure, your ""personal responsibility"" will mean very little to us when the enemy has removed all of our heads.","Sollte dieses Abenteuer scheitern, dann ist Eure „persönliche Verantwortung“ nicht mehr von Bedeutung, wenn der Feind uns alle einen Kopf kürzer macht."
"...\| If we can shock Terenor with a dramatic move, he may lose his enthusiasm for war.\! This land does not need another generation lost.","…\| Wenn wir Terenor mit so drastischen Maßnahmen aus der Fassung bringen, vergeht ihm vielleicht die Lust am Krieg.\! Dieses Land braucht nicht noch eine verlorene Generation."
"\n[8], we will support you how we can. Donar be with us.","\n[8], wir werden Euch unterstützen, so gut wir können. Donar wird uns beistehen."
I can't guarantee anything.\! But a small chance is better than no chance.,Ich kann nichts versprechen.\! Aber eine geringe Chance ist besser als gar keine.
"I sincerely hope you know what you're doing, Diana...","Ich hoffe wirklich, Ihr wisst, was Ihr da tut, Diana …"
I do not presume to know.\! All that matters is that I believe.,"Ich behaupte nicht, es zu wissen.\! Von Bedeutung ist nur, dass ich daran glaube."
