ENGLISH,GERMAN
I have seen you reading a great deal lately.,"Mir ist aufgefallen, dass Ihr in letzter Zeit viel lest."
Diana! It's the Donari Volumes on Virtue.\! I'm happy to say I'm almost finished with the first.,Diana! Das sind die Donari-Bände der Tugend.\! Und ich habe den ersten fast fertiggelesen!
Really...\| You're the last I'd expect to do mire yourself in such dry material.,"Ach ja?\| Dass Ihr in solch trockenem Stoff versinkt, hätte ich am wenigsten erwartet."
I guess I thought it would help me understand the prophecy better.\! Are you not pleased that I've taken an interest?,"Ich habe mir gedacht, dass ich damit die Prophezeiung besser nachvollziehen könnte.\! Gefällt es Euch denn nicht, dass ich daran Interesse zeige?"
This journey is yours to take. You are not here to impress me...,"Macht einfach, was Ihr für richtig haltet. Ihr seid nicht hier, um Eindruck bei mir zu schinden …"
"Yes... but...\| How would one impress you, Diana?","Ja, aber …\| Wie könnte man denn Eindruck bei Euch schinden, Diana?"
...You will not impress anyone by asking how to impress them...\| I think you know that.,"… Ihr schindet bei niemandem Eindruck, indem Ihr fragt, wie Ihr Eindruck schinden könnt …\| Das ist Euch doch sicher bekannt."
"Of course. But I find myself at a loss around you.\! You have really moved me in ways I did not expect.\! I mean... yeah...\| Look at me.\! Skimming through centuries old texts that no one ever reads...\| Diana, no, I wouldn't do this for any other reason, but to get your attention in some way.\! You caught me red-handed... but, how foolish.\! I know that there is so much more to you.\! I've seen it, and grown very fond of it.","Natürlich. Aber bei Euch weiß ich einfach nicht mehr weiter.\! Ihr habt mich so verändert, wie ich es nie für möglich hielt.\! Na ja …\| Seht mich doch an.\! Ich blättere durch Jahrhunderte von uralten Texten, die nie irgendwer liest …\| Diana, nein, ich mache das nur aus einem einzigen Grund: um irgendwie Eure Aufmerksamkeit zu erhaschen.\! Ihr habt mich eiskalt erwischt … Wie albern von mir.\! Ich weiß doch, dass Ihr nicht so oberflächlich seid.\! Genau das habe ich an Euch liebgewonnen."
"As I have you, \n[8]...","Bei Euch ergeht es mir genauso, \n[8] …"
"Diana, I must ask you.\| About...","Diana, ich muss Euch etwas fragen.\| Über …"
"Stefan, right?","Stefan, nicht wahr?"
...\| Are you close with him?,…\| Steht Ihr Euch nahe?
We have a rich history together. But... you want to know if we have grown closer?,"Wir haben viel zusammen erlebt. Aber … Ihr wollt wissen, ob wir uns näher gekommen sind, nicht wahr?"
Yes...,Ja …
"I have always stopped myself, knowing his tendency to break hearts at a whim.\! \n[8], I can see it in your eyes. I know where this is leading.","Ich habe dem immer einen Riegel vorgeschoben. Ich kenne seinen Hang dazu, nach Lust und Laune Herzen zu brechen.\! \n[8], ich kann es in Euren Augen sehen. Ich weiß, wohin das führt."
Can I be completely honest?,Darf ich ganz ehrlich zu Euch sein?
I would expect no less.,Ich würde nichts anderes erwarten.
"It...\| it seems like the troubles of the world melt away with you around.\! Diana...\| I have had the honor of your friendship, but I'm at the end of my ability to keep my composure.\! I only hope that I have left enough of an impression on you...\| If not, I need to know.","Es …\| Es ist, als würden alle Sorgen dieser Welt verschwinden, wenn Ihr in meiner Nähe seid.\! Diana …\| Es war mir eine Ehre, mit Euch befreundet zu sein, aber ich kann meine Fassung nicht mehr wahren.\! Ich hoffe bloß, dass ich einen bleibenden Eindruck bei Euch hinterlassen habe …\| Wenn nicht, dann muss ich das wissen."
"\n[8], I must stop you. For I have to tell you...\| our journey began with an oath. From me, to protect the Avatar of Donar with my life.\! But it has grown far beyond that.\! My formal training advises against this. But everything has changed now, hasn't it?\! We are all... stuck here.\| Fighting alongside each other, for the fate of all things.\! My committment, my oath...\| is to you now.\! And may we shine brighter than the darkness that surrounds all of Tahnra.","\n[8], ich muss Euch unterbrechen. Denn ich muss Euch sagen …\| dass unsere Reise mit einem Schwur begann. Meinem Schwur, die Inkarnation von Donar mit meinem Leben zu beschützen.\! Aber das alles hat sich zu viel mehr entwickelt.\! Meine förmliche Ausbildung rät mir davon ab. Doch nun hat sich alles verändert, nicht wahr?\! Wir stecken hier … alle zusammen drin.\| Wir kämpfen Seite an Seite für das Schicksal der Welt.\! Meine Hingabe, mein Schwur …\| gelten nun allein Euch.\! Und mögen wir heller leuchten als die Finsternis, die Tahnra umgibt."
...Someone like you could see yourself by my side...? It feels like a dream...,"… Jemand wie Ihr könnte sich vorstellen, an meiner Seite zu bleiben …? Das fühlt sich wie ein Traum an …"
"I'm not someone like me, I'm just me.","Nicht „jemand wie ich“, sondern einfach ich."
