ENGLISH,GERMAN
Hey \n[8]...\| are you sure you've forgiven me?,Hallo \n[8] …\| Habt Ihr mir auch wirklich vergeben?
"Hmmmm, maybe.","Hmmm, vielleicht."
...Oh.,… Oh.
"Heh, sorry. I figured that was obvious.\| Just... try not to listen to Lysander's honeyed words for a while, huh?","Ha, tut mir leid. Ich dachte, das wäre offensichtlich.\| Versucht einfach … Lysanders honigsüßen Worten für eine Weile nicht zuzuhören, hm?"
"Of course, \n[8]...\| I will be by your side for the rest of my days, with all of my heart, I swear it!\! So, we must leave Veridia? Your mind is made up?","Sicher doch, \n[8] …\| Ich werde auf ewig und mit ganzem Herzen an Eurer Seite sein, das schwöre ich!\! Wir müssen also Veridia verlassen? Ihr habt Euch entschieden?"
"My role in the Millennium War is over. Zanatus is finally dead.\! I came close to losing myself completely, Abi. I can't face the people of Armitage again...\| not for a while.","Meine Aufgabe im Jahrtausendkrieg ist erfüllt. Zanatus ist endlich tot.\! Ich stand kurz davor, meinen Verstand zu verlieren, Abi. Ich kann mich den Bewohnern von Armitage nicht erneut stellen …\| zumindest vorerst nicht."
"I understand. If they will not have you, then they will not have me just the same.\! What lies ahead for us, \n[8]?","Das verstehe ich. Wenn sie Euch nicht sehen wollen, wird es bei mir genauso sein.\! Was hält die Zukunft für uns bereit, \n[8]?"
"Zanatus's dying words still haunt me. I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile, far to the East, bound for Grothnor of all places.","Zanatus’ letzte Worte verfolgen mich noch. Ich habe keinerlei Täuschung in diesen Worten gespürt. Zanatus’ Hass auf Donar, und auf mich, ist unbeschreiblich.\! Er hat in seinen letzten Atemzügen einen gewissen Seelenfrieden verspürt. Als hätte er seine Bestimmung erfüllt.\! Uns wurde berichtet, dass einige von Zanatus’ Jüngern ins Exil gegangen seien – weit nach Osten, ausgerechnet nach Grottnor."
Grothnor? I've never heard of this place!,Nach Grottnor? Von diesem Ort habe ich noch nie gehört.
"A frozen hellscape far to the east in the unexplored continent.\| They say Zanatus himself emerged from a bottomless pit in the heart of Grothnor, though these are likely tall tales.","Eine eisige Hölle auf dem unerforschten Kontinent weit im Osten.\| Zanatus persönlich soll aus einer bodenlosen Grube im Herzen Grottnors emporgestiegen sein, doch wahrscheinlich ist das nur ein Märchen."
Sounds dreadful.,Hört sich fürchterlich an.
We will see.\| So you're willing to leave behind your dragons?,"Wir werden sehen.\| Seid Ihr bereit, Eure Drachen zurückzulassen?"
!!!\| I wouldn't dream of it! That is why we will be using Nibbler as our primary means of transport.\! Did you expect anything different?,!!!\| Ich denke nicht einmal im Traum daran! Und deswegen werden wir Knabber als unser Haupttransportmittel benutzen.\! Habt Ihr etwas anderes erwartet?
"Haha, I suppose not.\| I just hope I don't have to compete for your attention.","Haha, nicht wirklich.\| Ich hoffe nur, dass ich nicht um Eure Aufmerksamkeit wetteifern muss."
"Hey, Abi...\| thank you for coming into my life. I couldn't imagine walking this journey without you.","Hey, Abi …\| Danke, dass Ihr in mein Leben gekommen seid. Ich könnte es mir nicht vorstellen, diesen Pfad ohne Euch zu beschreiten."
"We are so blessed that Donar allowed us to cross paths, \n[8]!\| Let us see if we can seek him out and thank him ourselves...","Es ist ein Segen, dass Donar unsere Wege kreuzen ließ, \n[8]!\| Mal sehen, ob wir ihn aufspüren und ihm selbst danken können …"
