ENGLISH,GERMAN
Lysander. I'm glad we finally get a chance to slow down and reflect.\! What do you think of the museum?,"Lysander. Es freut mich, dass wir endlich die Gelegenheit haben, zu verschnaufen und in uns zu gehen.\! Was haltet Ihr vom Museum?"
"I never did care for modern art.\! Splashes of color here and there.\! 9th Century is more to my liking. There is beauty and virtue in depicting the real and the true, indeed as there is vice in distorting it, as 10th Century pretenders would do well to learn.","Moderner Kunst konnte ich noch nie etwas abgewinnen.\! Hier ein Farbklecks, da ein Farbklecks.\! Die Kunst des 9. Jahrhunderts ist eher nach meinem Geschmack. In der Darstellung des Wahrhaftigen liegt Schönheit und Kraft, allerdings auch eine Lasterhaftigkeit in der Verzerrung desselbigen. Es würde den Heuchlern des 10. Jahrhunderts gut zu Gesicht stehen, sich das anzueignen."
"Ah, yeah. I can see that.","Ah, ja. Das erkenne ich auch."
"And in regards to the beauty of our civilization itself, its architecture...\! It seems stripped away in the very same regard, making way for more... coldly utilitarian designs.\! It is as if those who drive culture today prefer to mock the pursuit of beauty, rather than embrace it.\! Why do you think that is?","Und bezüglich der Schönheit der Zivilisation, ihrer Architektur …\! Sie scheint in dieser Hinsicht ihrer selbst beraubt zu werden, wodurch sie Platz schafft für … kältere, zweckmäßigere Methoden.\! Es ist beinahe so, als würden jene, die heute die Kultur vorantreiben, lieber das Streben nach Schönheit verhöhnen, als es sich zu eigen zu machen.\! Was meint Ihr, woran das liegt?"
Veridia has subjected itself to a lot more war than for most of the last millennium.,Veridia hat sich viel mehr Kriegen ausgesetzt als in großen Teilen des letzten Jahrtausends.
"Yes... that is a part of it.\! But at least now, I take solace knowing that there still exists two connoisseurs of proper culture in the world.","Ja … das spielt dabei eine Rolle.\! Doch zumindest jetzt finde ich Trost darin, dass es noch zwei Connaisseurs wahrer Kultur in der Welt gibt."
Was it really the Succession War?,War es wirklich der Thronfolgekrieg?
"In my view, there has been a creeping, grinding cultural upheaval since the Aetherium Crisis ended.\! However, I do believe that the shock to the fabric of our society wrought by the Succession War exposed the festering wound for all to see.\! So, one may very well conclude that the Succession War was solely responsible for... this feeling.\! This intuitive feeling so many of us know, but are unable to properly convey.\! That something is not quite right.\! That purpose has been stripped away from our lives.","Meiner Ansicht nach fand Stück für Stück ein schleichender, nagender Umbruch seit dem Ende der Aitheriumkrise statt.\! Jedoch glaube ich, dass die Erschütterung unseres Gesellschaftsgefüges, die der Thronfolgekrieg anrichtete, die eitrige Wunde für alle offengelegte.\! Also kann man sehr wohl darauf schließen, dass der Thronfolgekrieg sich für dieses … Gefühl alleinig verantwortlich zeigt.\! Dieses intuitive Gefühl, das so viele von uns kennen, doch nicht angemessen ausdrücken können.\! Dass irgendetwas nicht stimmt.\! Dass unseren Leben der Sinn abhanden gekommen ist."
...And how do we get it back?,… Und wie bekommen wir ihn wieder?
"Just as it did not decay overnight, it will not be restored quickly. Perhaps, not even in our lifetimes.\! But one thing we do know is that you are now the beacon of salvation for the Donari faithful.\! Broader purpose may have to come from you, for the time being.","Genauso wie es nicht über Nacht abklang, so wird es nicht von heute auf morgen wiederzuerlangen sein. Vielleicht nicht einmal mehr zu unseren Lebzeiten.\! Doch was wir wissen, ist, dass Ihr jetzt das Fanal der Erlösung für die Gläubigen Donars seid.\! Einstweilen ist Euch eine höhere Bestimmung zuteilgeworden."
"You expect a lot from me, friend.","Ihr habt hohe Erwartungen an mich, mein Freund."
"If not you, then who?\! That avaricious snake, Casamir?\! Men like him cannot inspire, nor truly shape the future.","Wenn nicht an Euch, an wen dann?\! An diese habgierige Schlange Casamir?\! Männer wie er können weder inspirieren noch die Zukunft wahrhaftig gestalten."
I cannot do it alone.,Ich kann das nicht alleine leisten.
"Continue to walk the path of righteousness, and you will always have me, and so many others, committed to your cause without reservation.","Schreitet weiter auf dem Pfad der Rechtschaffenheit, dann werdet Ihr stets mich und so viele andere haben, die voll und ganz hinter Eurer Sache stehen."
Thank you...,Vielen Dank …
