ENGLISH,GERMAN
"Hello, Sister Edelia.\! I hope I am not disturbing you?","Hallo, Schwester Edelia.\! Hoffentlich störe ich Euch nicht."
"Not at all, General.\! Please, just Edelia.","Keineswegs, General.\! Bitte nennt mich einfach Edelia."
I wonder if you would indulge me regarding the Donari Temple.\! The Sisterhoods of Mercy and Justice.\! You are Diana's bonded?,"Ich frage mich, ob Ihr mich bezüglich des Donari-Tempels etwas aufklären könntet.\! Ich würde gern mehr über die Schwesternschaften der Gnade und des Rechts erfahren.\! Ihr seid an Diana gebunden?"
"Yes I am.\! But in that regard, I am a failure.",So ist es.\! Aber in dieser Beziehung bin ich eine Versagerin.
Why?,Warum?
A Sister of Mercy is tasked as the guardian of the Paladin's children.\! Her child remains missing...,"Einer Schwester der Gnade wird aufgetragen, über die Kinder des Paladins zu wachen.\! Ihr Kind wird jedoch weiterhin vermisst …"
Could you have prevented that tragedy?\! It would seem not.,Hättet Ihr diese Tragödie vermeiden können?\! Das scheint eher unwahrscheinlich.
"Thank you, but to the devoted of the Temple, it does not matter why.\! Only what happens.\! I can, however, continue to fulfill my duty to support Diana in her adventures in warfare.\! Tell me, are you a follower of Donar?","Danke, aber für jene, die sich dem Tempel verschreiben, spielt das keine Rolle.\! Nur das Ergebnis zählt.\! Jedoch kann ich weiterhin meinen Pflichten nachkommen, und Diana auf ihren kriegerischen Abenteuern unterstützen.\! Sagt mir, seid Ihr ein Anhänger Donars?"
"I am not a devotee, though I do recognize its value.\! I lament the Donari Temple's erosion and the spread of nihilism and cult worship.","Kein glühender Anhänger, aber ich erkenne seine Bedeutung an.\! Ich bedauere den schleichenden Untergang des Donari-Tempels und die Ausbreitung des Nihilismus und der Sektenanbetung."
"Ah, but you, the academic, probably could not bring yourself to believe in anything supernatural...","Stimmt, Ihr als Akademiker könnt Euch sicher nicht dazu hinreißen, an etwas Übernatürliches zu glauben …"
"Nay, I have seen that the absence of the Temple has filled the peoples' hearts with banality, making them vulnerable.\! They subconsciously desire a return to traditionalism, but what they will receive instead is the iron fist of tyranny, which will feel just the same.","Mitnichten, mir ist sogar aufgefallen, dass der fehlende Einfluss des Tempels die Herzen der Leute mit Banalität füllte, sie verwundbar machte.\! Unterbewusst sehnen sie sich nach einer Rückkehr des Traditionalismus, doch stattdessen werden sie die eiserne Faust der Tyrannei bekommen, was sich jedoch genauso anfühlen wird."
"That is very astute, General...","Das ist sehr scharfsinnig, General …"
"Please, Lysander will do.",Bitte nennt mich Lysander.
"Edelia... how do you feel about the Temple policy on... sanctioned breeding, for lack of a better term?",Edelia … Wie lautet Eure Meinung über die Strategie des Tempels bezüglich … des Gutheißens der Zucht? Mir mangelt es an einem treffenderen Begriff.
"If a female acolyte is to become a devoted warrior, and purveyor of all the Temple is to the outside world, she must be of high caliber.\! The Temple considers physical ability, mental acuity, moral fortitude...\! The Sisterhood of Mercy is wedded to her faith, the Temple, to her Bonded, and most of all to her Bonded's children.\! Someone like me would never qualify for procreation.\! They wish only to allow the greatest features to pass on to the next generation of acolytes.","Wenn eine Akolythin eine hingebungsvolle Kriegerin werden soll, und die Versorgung des Tempels ihr obliegt, muss sie über ein gewisses Format verfügen.\! Der Tempel berücksichtigt körperliche Fähigkeiten, einen scharfen Verstand, moralische Standhaftigkeit …\! Die Schwesternschaft der Gnade ist untrennbar mit ihrem Schicksal, dem Tempel, ihrer Bindung und am allermeisten mit den Kindern ihrer Bindung verknüpft.\! Jemand wie ich wäre nie eine geeignete Kandidatin für die Fortpflanzung.\! Sie streben danach, nur die besten Eigenschaften an die nächste Generation von Akolythinnen weiterzureichen."
"Begging your pardon, but... someone like you? Why ever not?",Wie bitte? Aber … jemand wie Ihr? Warum denn nicht?
...\| We of the Temple do not ask why.\! The traditions exist for the betterment of the world and the heavens.,…\| Wir vom Tempel hinterfragen das nicht.\! Die Traditionen bestehen zum Zweck der Verbesserung der Welt und des Himmels.
Is this why Sisters avoid associating with men?,"Ist das der Grund, warum Schwestern es vermeiden, sich mit Männern zu vereinigen?"
"Well...\| Yes, it would distract us from more important duties...\| Men of the Temple are severely punished for tempting a Sister of Mercy...","Also …\| Ja, es würde uns von unseren wichtigeren Aufgaben ablenken …\| Wenn die Männer des Tempels eine Schwester der Gnade in Versuchung führen, wartet eine grausame Strafe auf sie …"
"Ah, men of the Temple.\! And what about men who are not of the Temple?","Hm, die Männer des Tempels …\! Und wie verhält es sich mit Männern, die nicht dem Tempel angehören?"
Lysander...\! Are you trying to tempt me?,Lysander …\! Wollt Ihr mich etwa in Versuchung führen?
"I wouldn't dream of it.\! But... I would like to get to know you, much more thoroughly.",Ich würde nicht einmal im Traum daran denken.\! Aber … Ich würde Euch gern gründlicher kennenlernen.
"""Thoroughly...""\| what an interesting choice of words.\! From such an interesting man.\! Please, stay a while, Lysander.","„Gründlicher“ …\| Eine interessante Wortwahl.\! Von einem interessanten Mann.\! Bitte bleibt noch ein Weilchen, Lysander."
