ENGLISH,GERMAN
It seems you've just about cleaned this up.,"Wie es scheint, habt Ihr unser Problem beseitigt."
"Yes, your excellency. The army of Antares is broken.","Ja, Eure Exzellenz. Die Armee von Antares ist gebrochen."
"Then it should be a trivial matter to finish the job, yes? The people in the capital are anxious - they crave a swift resolution.","Dann sollte es Euch ein Leichtes sein, die Aufgabe zu beenden, nicht wahr? Die Bürger der Hauptstadt sind nervös – sie sehnen sich nach einer schnellen Lösung."
"Prime Minister, they've dug themselves in deep. If we are reckless in this attack, we risk unnecessary casualties.","Premierminister, sie haben sich gut verschanzt. Wenn wir bei diesem Angriff unvorsichtig vorgehen, riskieren wir unnötige Opfer."
Uh oh...,"Oh, oh …"
"\n[8], was it? You've made a bit of a name for yourself, you know.\! Some in the Army ranks speak of a teal-haired youth who shocked Antares with a dramatic move and put his rebellion to a quick end.","\n[8], nicht wahr? Euer Name eilt Euch voraus, wisst Ihr das?\! Einige Soldaten reden von einem Jungspund mit blaugrünem Haar, der Antares mit einem kühnen Manöver ins Mark traf und die Rebellion im Keim erstickte."
"Commander Trihan, does \n[5] speak for you as well? Must I summon a bit more patience to spare our men?","Kommandant Trihan, spricht \n[5] auch in Eurem Namen? Dürfte ich Euch zum Wohle unserer Männer um etwas mehr Geduld bitten?"
"Their defenses do appear to be formidable, your excellency. A more cautious approach would indeed save lives.","Sie scheinen über eine beeindruckende Verteidigung zu verfügen, Eure Exzellenz. Eine etwas behutsamere Herangehensweise würde in der Tat Leben retten."
"As you wish. Just one thing... do make sure that \n[8] makes it through this battle intact... I see great promise in \n[1]. Commander Trihan, the field is yours.","Wie Ihr wünscht. Eine Sache noch … \n[8] muss diese Schlacht schadlos überstehen … Ich halte große Stücke auf \n[1]. Kommandant, Ihr seid am Zug."
Your army has been vital to our operation so far. We're going to need shock troops to break inside their stronghold. We'll be right there with you.,"Eure Armee hat bisher eine entscheidende Rolle in unserer Operation gespielt. Um in ihr Bollwerk einzudringen, werden wir Stoßtruppen brauchen. Wir werden Euch dort zur Seite stehen."
"....\| Yes, I think we can do it.","…\| Ja, das sollte möglich sein."
Of course we can!,Selbstverständlich!
We've backed them into a corner. They've got nothing to lose and every reason to fight to the death...,"Wie haben sie in die Ecke gedrängt. Sie haben nichts zu verlieren und allen Grund, bis zum Tod zu kämpfen …"
"\c[1]Perimeter of Centurion's Rest, 1st Imperial Army\|\|\|\|\|\^","\c[1]Unweit von Zenturios Rast, 1. kaiserliche Armee\|\|\|\|\|\^"
