ENGLISH,GERMAN
"Here we stand at Mount Ptolomea, gateway to the heavens.\! Tell me, scholar, why do you serve the Zanatus cult?","Wir stehen hier am Ptolomäa, dem Tor zum Himmel.\! Sagt mir, warum dient Ihr dem Kult Zanatus’?"
"T-to serve the true god, of course.\! To expose the lies of the Donari, to bring balance to this world...","N-Natürlich, um dem wahren Gott zu dienen.\! Um die Lügen der Anhänger Donars zu enthüllen und die Welt ins Gleichgewicht zu bringen …"
"Spare me the flowery words, scholar.\! We all have a price.\! You have been promised great rewards.",Erspart mir die blumigen Worte.\! Jeder ist käuflich.\! Euch wurden große Belohnungen versprochen.
The Grandmaster has already made me powerful.\! Have you questioned why you are still as you always were?,"Der Großmeister hat mir bereits Macht verliehen.\! Habt Ihr schon einmal hinterfragt, warum Ihr unverändert geblieben seid?"
...\| Y-you were already a great warrior...\| The Grandmaster sought to make you his champion.\! The weapon and the will of Zanatus before he returns to this world.,"…\| I-Ihr wart schon zuvor ein großer Krieger …\| Der Großmeister wollte Euch als seinen Streiter.\! Als Waffe und Wille des Zanatus, bevor er in diese Welt zurückkehrt."
"Sure, let's go with that.",Von mir aus. Kann man so sagen.
A-And my gift is far different!,U-Und ich habe eine gänzlich andere Begabung!
"The language of the ancient Donari.\! Has anyone else commited their lives to the mastery of it, as you have?","Die antike Sprache der Anhänger Donars.\! Hat sonst noch jemand wie Ihr sein Leben damit verbracht, sie zu meistern?"
W-what is the point of your questions?!,W-Was wollt Ihr mit diesen Fragen bezwecken?!
"You killed the only other one. Oxley.\! No one could interpret the texts without decades of study.\! Yet the Grandmaster possesses knowledge even you do not have.\! Why do you think that is, Jebediah?","Den einzigen anderen habt Ihr getötet. Oxley.\! Ohne jahrzehntelanges Studium kann niemand die Texte auslegen.\! Und doch verfügt der Großmeister über Wissen, das selbst Euch fehlt.\! Was meint Ihr, woran das liegt, Jebediah?"
"Y-you will not shake my resolve, Hand of Zanatus...\| The true god knows all and sees all!","I-Ihr werdet meine Entschlossenheit nicht ins Wanken bringen, Hand des Zanatus …\| Der wahre Gott weiß alles und sieht alles!"
"I hope for your sake that someday you learn that only you can control your destiny.\! The Nephilim Army is winning the war, and they will be at Casamir's doorstep in a matter of weeks.\! Soon, we will all have to make a choice.","Ich hoffe für Euch, dass Ihr eines Tages erkennt, dass nur Ihr Euer Schicksal in der Hand habt.\! Die Armee der Nephilim gewinnt diesen Krieg und wird in wenigen Wochen vor Casamirs Tür stehen.\! Bald müssen wir alle eine Entscheidung treffen."
