ENGLISH,GERMAN
"Stay here, \n[8].\! I will deal with the grandmaster myself.","Bleibt hier, \n[8].\! Ich werde mich selbst um den Großmeister kümmern."
Come on...\| I know who you are...\| why are you doing all this?!\! I'm not going to just let you go in alone...,"Kommt schon …\| Ich weiß, wer Ihr seid …\| Warum tut ihr all das?!\! Ich werde Euch nicht einfach alleine gehen lassen …"
"His power comes from a source outside of what you can comprehend.\! You must leave this to me.\! You would surely die.\! ...\| Don't let that happen, \n[8].","Seine Macht hat einen Ursprung jenseits Eures Vorstellungsvermögens.\! Ihr müsst das mir überlassen.\! Ihr würdet mit Sicherheit sterben.\! …\| Lasst das nicht geschehen, \n[8]."
"You've spared the Nephilim.\! This is very disappointing, Hand of Zanatus.\! We were nearly there... so close to ending our struggle.\! I feel utterly betrayed!","Ihr habt die Nephilim verschont.\! Das ist äußerst enttäuschend, Hand des Zanatus.\! Wir hatten es fast geschafft … Unseren ewigen Kampf fast zu Ende geführt.\! Ich fühle mich verraten!"
"There's no need for pretense anymore.\! I learned all I need to know.\! All of your knowledge of the past...\| it is because you were there.\! You've been here since Donar first defeated you in battle.\! Now, you've amassed incredible influence. But that's not enough, is it?\! What do you want?","Ich brauche keine falschen Tatsachen mehr vorzutäuschen.\! Ich habe alles in Erfahrung gebracht, was ich wissen musste.\! Euer Wissen über die Vergangenheit …\| kommt daher, dass Ihr dabei wart.\! Ihr seid hier, seit Donar Euch damals im Kampf besiegt hat.\! Jetzt habt Ihr zu enormem Einfluss gefunden. Aber das reicht Euch nicht, nicht wahr?\! Was wollt Ihr?"
"...\|Indeed, it seems we've exceeded the need for pretense, and I have created something I can no longer control.","…\| Täuschungen scheinen wahrlich hinfällig zu sein. Ich habe etwas erschaffen, das ich nicht mehr kontrollieren kann."
"If you must know, after that battle with Donar, I was forced to remain feeble, hiding, taking full advantage of the pity and mercy of the victors.\! But gradually, my people found our way into the Donari halls of power, that we may finally emerge from the shadows.\! And now, we are fully self-determined, no one will humiliate us again!\! We've enlightened great masses of Donari, and cured them of their misguided loyalty to the false gods.\! You, and the Avatar of Donar, and that imbecile Casamir... all fight within the confines of a human lifetime. Petty concerns, these empires and alliances.\! The greatest struggle of this world is mine... to liberate all of Tahnra from the stranglehold of Donar, the greatest deceiver in all creation.\! Great warrior, it is not about what I want. It is about what should be!","Wenn Ihr es denn unbedingt wissen müsst: Nach dem Kampf gegen Donar war ich gezwungen, geschwächt im Verborgenen zu bleiben und das Mitgefühl sowie die Gnade der Sieger auszunutzen.\! Doch meine Leute fanden nach und nach einen Weg in die Hallen von Donars Macht, auf dass wir endlich aus den Schatten hervortreten können.\! Jetzt sind wir selbstbestimmt und lassen uns von niemandem mehr erniedrigen!\! Wir haben große Scharen der Anhänger Donars erleuchtet und sie von ihrer fehlgeleiteten Treue zu den falschen Göttern befreit.\! Ihr und die Inkarnation Donars sowie dieser Dummkopf Casamir … Ihr alle habt nur ein Menschenleben, um zu kämpfen. Diese Kaiserreiche und Bündnisse sind triviale Angelegenheiten.\! Ich muss den größten Kampf dieser Welt bestreiten … ganz Tahnra aus dem Würgegriff Donars, des größten Betrügers der Welt, zu befreien.\! Es geht nicht darum, was ich will. Es geht darum, wie es sein sollte!"
"...\| You know there's no way I can just sit here and wait, I've got to do something!","…\| Ihr wisst genau, dass ich nicht einfach nur hier sitzen und abwarten kann. Ich muss etwas unternehmen!"
"I told you to stay back, \n[8]...","Ich habe Euch gesagt, Ihr sollt zurückbleiben, \n[8] …"
"We meet again, Avatar of Donar!\! Or \n[8], or...\| however you identify these days.\! You do know that there is truly nothing special about you, I hope?\! Perhaps instead, in your limited understanding of things, you've assigned prophecies to that which you cannot explain.\! I suppose it is commendable that you, \n[8], have simply made yourself into a suitable replica for an ancient legend...\! you and your fellow Nephilim worthy hosts for the divine refugees that are the false gods.\! But, perhaps you know that already... ever the skeptic, this one.","Wir sehen uns wieder, Inkarnation Donars!\! Oder \n[8], oder …\| wie auch immer Ihr Euch dieser Tage nennt.\! Ihr wisst hoffentlich, dass an Euch nichts besonders ist?\! Vielleicht habt Ihr aufgrund Eures beschränkten Verständnisses der Dinge für alles Prophezeiungen erfunden, was Ihr nicht erklären könnt.\! Es mag beachtenswert sein, dass Ihr euch zu einem Abbild einer uralten Legende stilisieren konntet, \n[8] …\! Ihr und die anderen Nephilim seid würdige Gefäße für die göttlichen Flüchtlinge, die falschen Götter.\! Doch vielleicht wisst Ihr das bereits … Schließlich bleibt Ihr stets skeptisch."
"This is a shame, I admit.\! You Donari... this great human experiment, quite the centerpiece of Tahnra!\! A grand and ultimately brittle manifestation of Donar's meddling.\! No matter... in the new world, these silly identities and histories, Veridian, Sayunaari, what have you.\! There is no room for such delineations in this world's future.\! Those who try to cling to ignorance will simply... go extinct, I suppose!\! As for you, \n[8], I'm afraid your journey has come to an end.\! Rest assured, your death will be permanent this time, and will signal the greatest victory against Donar yet, and a harbinger for a new, enlightened age.","Was hier geschieht, ist zugegebenermaßen bedauernswert.\! Ihr Anhänger Donars … seid ein groß angelegtes menschliches Experiment und ein Kernstück von Tahnra!\! Eine eindrucksvolle und doch letztlich zerbrechliche Manifestation von Donars Machenschaften.\! Dennoch … In der neuen Welt sind diese albernen Identitäten und Geschichten nicht von Bedeutung. Veridianer, Sayunaarer und so weiter.\! Die Zukunft dieser Welt hat keinen Platz für solche Abgrenzungen.\! Wer sich weiterhin an seine Ignoranz klammert … stirbt wohl letztendlich aus.\! Was Euch angeht, \n[8] – ich fürchte, Eure Reise hat ihr Ende erreicht.\! Seid Euch gewiss, dass Euer Tod dieses Mal von Dauer sein wird. Er wird der bisher größte Sieg gegen Donar sein und ein neues, erleuchtetes Zeitalter einläuten."
Aaaagh....\| Being torn apart!!!,Aaaarrgh …\| Ich werde zerfetzt!!!
You crazy fool...\| some things never change...,Törichter Irrer …\| Manche Dinge ändern sich nie …
\n[8]...\| where is he?,\n[8] …\| Wo ist er hin?
"Well, his body disappeared in a spectacular way...\| whatever that means.","Nun, sein Körper ist auf spektakuläre Weise verschwunden …\| Was immer das heißen mag."
