ENGLISH,GERMAN
"Jules, I think I scare people.","Jules, ich glaube, dass ich anderen Angst einjage."
"Scare people?\! Oh, come on, Beatrix, that's not true.\! You're just a little newer around here!","Angst?\! Ach, kommt schon, Beatrix, das stimmt nicht!\! Die anderen müssen sich einfach erst noch an Euch gewöhnen!"
"You're just a cuddly little fuzzball, aren't you?\! Of course I scare people.","Ihr seid echt ein süßes Schnuckelchen, hm?\! Natürlich jage ich anderen Angst ein."
"Okay, I'll say it. I'm so lonely.\! Everyone here looks at me like I'm an alien from another world.\! It seems for the time being, I need to get along with other humans... sigh.\! Jules...","In Ordnung, ich spreche es aus. Ich bin so einsam.\!. Alle hier sehen mich so an, als sei ich ein fremdes Wesen aus einer anderen Welt.\! Ich muss mich wohl daran gewöhnen, mit anderen Menschen auszukommen …*Seufz*.\! Jules …"
"Yeah, I can see why that would hurt.\! We all need to feel like we belong somewhere.\! Beatrix, I'm going to make extra sure you feel welcome here, with us.","Ja, ich verstehe Euren Schmerz.\! Wir alle brauchen das Gefühl, irgendwo dazuzugehören.\! Beatrix, ich werde mich total ins Zeug legen, damit Ihr Euch hier bei uns wohlfühlt."
...Why?\! You would be spending precious social capital.,… Warum?\! Warum würdet Ihr dafür kostbares soziales Kapital aufwenden?
"Oh, well, I just think you're misunderstood!\! I like you, though!","Ach, ich glaube einfach, dass man Euch missversteht!\! Aber ich mag Euch!"
"Misunderstood... yes, yes, she must be so empty inside.\! No family other than her absent father, brain scrambled by magic meddling, blah blah blah.\! I have embraced it.\! I could just wallow in self-pity, or I could find satisfaction in the never-ending thrill of weaving chaos through the world.\! What sounds more worthy of one's time to you?","Missversteht … Ja, ja, sie muss innerlich so leer sein.\! Keine Familie außer ihrem abwesenden Vater, einen Dachschaden wegen all der Zauberei, bla, bla, bla.\! Ich habe es akzeptiert.\! Ich könnte einfach in Selbstmitleid versinken, oder Befriedigung im niemals endenden Nervenkitzel finden, Chaos in der Welt zu säen.\! Welche dieser beiden Möglichkeiten haltet Ihr für den besseren Zeitvertreib?"
I mean um... thanks for caring.\! For some reason it is different when you say it.\! You trying to get your hands on my future piles of money?,"Äh, ich wollte sagen … Danke für die netten Worte.\! Aber irgendwie ist es anders, wenn es aus Eurem Mund kommt.\! Habt Ihr es etwa auf meine zukünftigen Reichtümer abgesehen?"
"Haha, what?\! What money?","Haha, was?\! Welche Reichtümer?"
"I'm the sole inheritor of the Pendergast fortune, silly! Or I should be, anyway.\! If my father would hurry up and kick the bucket already so it's all in my rightful hands.","Ich bin die einzige Erbin des Pendergast-Vermögens, Dummerchen! Zumindest sollte es so kommen.\! Wenn mein Vater sich mal beeilen würde und endlich den Löffel abgibt, damit der Schatz in seine rechtmäßigen Hände gelangt."
"Oh, neat!","Oh, toll!"
So you didn't know I'm going to be filthy rich?? Then...,"Ihr wusstet also nicht, dass ich einmal stinkreich sein werde?! Dann …"
"Nope. I just think redheads are beautiful.\! Well, all women are beautiful, but redheads even more than that.\! And... you, even more beautiful than all those redheads!","Nee. Ich finde Rothaarige einfach hübsch.\! Na ja, alle Frauen sind hübsch, aber Rothaarige noch ein bisschen mehr.\! Und … Ihr seid noch ein bisschen hübscher als all die anderen Rothaarigen!"
"...I am jealous of which maiden has won your heart.\! Jealous enough to burn her down to cinders, even.","… Ich bin eifersüchtig auf die holde Maid, die Euer Herz erobert hat.\! Sogar eifersüchtig genug, um sie zu einem Häuflein Asche zu verbrennen."
"Well I love my sister, but other than that, no girl!\! Please do not burn my sister down to cinders.\! But... are you saying you'd want to go steady with the likes of me?","Na ja, ich liebe meine Schwester, aber sonst: kein Mädel!\! Bitte verbrennt meine Schwester nicht zu einem Häuflein Asche.\! Wollt Ihr … etwa sagen, dass Ihr Euch eine Beziehung mit mir vorstellen könnt?"
"Heh, it's you I'm more worried about, kiddo.\! I'm not... AT ALL... like other girls.\! But, I promise, if you do get accidentally blown up, I WILL find a way to put you back together.","Ha, ich mach mir um Euch schon etwas Sorgen, Kleiner.\! Ich bin … GANZ ANDERS … als die anderen Frauen.\! Aber ich verspreche, wenn Ihr aus Versehen in die Luft gejagt werdet, finde ich eine Lösung, um Euch irgendwie wieder zusammenzuflicken."
"That's okay!\! Wow, I never thought I could be with a woman as beautiful as you...","Passt!\! Unfassbar, ich hätte nie gedacht, dass ich mal mit einer so wunderschönen Frau wie Euch …"
"Maybe, just maybe, falling for you is going to prove more fun than recreating existence in my image.\! Please don't ever lose that charming naivete...","Vielleicht, aber nur vielleicht, wird es sich als lustiger erweisen, mich in Euch zu vergucken, als die Welt nach meinen Ebenbild neu zu erschaffen.\! Bitte verliert nie Eure bezaubernde Naivität …"
