ENGLISH,GERMAN
Chapter 15: Westerfield Escape,Kapitel 15: Flucht aus Westerfeld
"We'll get 'im, Diana.\! Just like we'll save all of 'em from these bastards.","Wir kriegen ihn schon, Diana.\! Und wir werden sie alle vor diesen Mistkerlen retten."
"...All in due time.\! Now we must escape to the safety of Centurion's Rest.\! If we can cross the bridge to the east, we can destroy it, and cut off the Imperial army's advance.","… Aber alles zu seiner Zeit.\! Vorerst müssen wir fliehen und in Zenturios Rast Zuflucht suchen.\! Wenn wir es über die Brücke im Osten schaffen, können wir sie zerstören und den Vorstoß der kaiserlichen Armee aufhalten."
"They're using the river as their escape route.\! Do not harm the children, but the rebel fighters are forsaken.","Sie nutzen den Fluss als Fluchtweg.\! Tut den Kindern nichts, aber die Rebellenkämpfer haben ihr Leben verwirkt."
"You hear that, boys? That masked freak show wants us to go easy on these snot-nosed little goblins.\! Ignore him, our orders come from the Emperor! Slay them!","Hört ihr das, Jungs? Dieser Spinner in seiner Maske will, dass wir die widerwärtigen Rotznasen mit Samthandschuhen anfassen.\! Hört nicht auf ihn! Unsere Befehle kommen vom Kaiser! Tötet sie!"
"Do not engage the black knight!\! Everyone, move, on the double!","Nehmt es nicht mit dem schwarzen Ritter auf!\! Bewegung, aber schnell!"
We can't destroy the bridge until it's clear!,"Wir können die Brücke erst zerstören, wenn sie frei ist!"
"If we destroy the bridge, any children still out there will be stuck on the other side.","Wenn wir die Brücke zerstören und noch Kinder auf der anderen Seite sind, sitzen diese dort fest."
Yes,Ja
No,Nein
