ENGLISH,GERMAN
"Hello, dear Sister Diana...","Hallo, liebe Schwester Diana …"
"Greetings, Sister Abigayle. Any luck with Nibbler?","Seid gegrüßt, Schwester Abigayle. Wie ergeht es Euch mit Knabber?"
"Oh my stars... he is so stubborn! Surely he is mature enough to fly with me, but he simply refuses every time!","Du lieber Himmel … Er ist so stur! Er ist ganz sicher groß genug, um mit mir zu fliegen, aber er weigert sich einfach jedes Mal!"
That's strange. Considering how much you've cared for him.,Wie merkwürdig. Dabei habt Ihr Euch doch so gut um ihn gekümmert.
It is...\| a little heartbreaking! And mystifying. Other dragons do not have a similar reaction and are amiable.\! Even Azuros has truly opened up to me.,Das ist …\| schon ein bisschen enttäuschend! Und verwirrend. Die anderen Drachen reagieren nicht so und sind umgänglich.\! Selbst Azuros hat sich mir gegenüber richtig geöffnet.
"You know, perhaps Nibbler would rather you stay on the ground.","Vielleicht möchte Knabber ja, dass Ihr lieber auf dem Boden bleibt."
...Hmm??,… Hmm?
"He is young. From what you've told me about dragons, his mind is that of a human child.\! Perhaps he sees you with two legs, and no wings, and insists it's not safe for you soaring through the skies.","Er ist noch jung. Nach dem, was Ihr mir über Drachen erzählt habt, denkt er ähnlich wie ein Menschenkind.\! Vielleicht sieht er, dass Ihr zwei Beine, aber keine Flügel habt, und kommt zu dem Schluss, dass der Himmel zu gefährlich für Euch ist."
Oh...\| you really think that's it?!,"Oh …\| Meint Ihr wirklich, dass es daran liegt?!"
"You would know better than I. However, lacking evidence to the contrary, isn't it nice to think that might be it?","Das wisst Ihr sicher besser als ich. Aber solange sich nichts Gegenteiliges herausstellt, wäre es doch nett, wenn dem so wäre."
"Dear Diana, you have made my day!\! ...\| I have to tell you, he has opened my mind to who I truly am...","Liebe Diana, Ihr habt meinen Tag gerade erheblich verschönert!\! …\| Ich muss schon sagen, er hat mir wirklich vor Augen geführt, wer ich wirklich bin …"
And what's that?,Nämlich?
"Surely you already know...\| I have never once heard Donar's voice speak back to me. But I have heard my dragons, in their own way.","Das wisst Ihr doch sicher bereits …\| Donars Stimme hat mir in meinem Leben noch nie geantwortet. Doch die der Drachen habe ich gehört, auf gewisse Weise."
The comforts of our world are indeed more tangible than that which lies beyond our understanding. No need to hide from this realization.,"Die Bequemlichkeiten dieser Welt sind wahrlich greifbarer als das, was sich unserem Verständnis entzieht. Diese Erkenntnis darf man ruhig annehmen."
There's more...\| it's Azuros. He has...\| actually begun to speak with me.\! He has started to call me Dragon-Speaker.,"Das ist noch nicht alles …\| Es geht um Azuros. Er hat …\| tatsächlich begonnen, mit mir zu sprechen.\! Er hat angefangen, mich „Drachensprecherin“ zu nennen."
Come again?,Bitte was?
"He has lived many, many of our lifetimes. He knows our language. I think perhaps he knows all langauges...\! But he won't speak a word to anyone else. He has told me of other dragon monarchs.\! Kalytos the Red, Duros the Black, and Adorimetra the Gold, the true mother of all dragons. In his own words, that which created them is not so different from the power of the Nephilim...","Er hat schon viele menschliche Lebzeiten hinter sich. Er kennt unsere Sprache. Er kennt vielleicht sogar alle Sprachen …\! Doch sonst spricht er mit niemandem auch nur ein Wort. Er hat mir von den anderen Drachenmonarchen erzählt.\! Von Kalytos dem Roten, Duros dem Schwarzen und Adorimetra der Goldenen, der wahren Mutter aller Drachen. Seinen Worten zufolge ist das, was sie erschaffen hat, der Macht der Nephilim recht ähnlich …"
Go on...,Und weiter?
"That's all, for now. He can only think about that one thing. He keeps mentioning them as though they are family. It gives him great distress...","Das ist vorerst alles. Er kann an nichts anderes denken. Er redet immer wieder so von ihnen, als ginge es um seine Familie. Das bekümmert ihn sehr …"
"Sister Abigayle, Azuros may hold knowledge otherwise unvailable to us. Perhaps even extinct from our world completely.","Schwester Abigayle, womöglich verfügt Azuros über Wissen, das wir sonst nirgendwo finden. Das ansonsten vielleicht auf der ganzen Welt nicht mehr vorhanden ist."
"He is still highly distrustful of humans. I need time to understand him better, dear Diana...","Er traut Menschen immer noch keinen Meter über den Weg. Ich brauche noch Zeit, um ihn besser zu verstehen, liebe Diana …"
"Of course. Donar be with you, Dragon-speaker.","Natürlich. Möge Donar Euch beistehen, Drachensprecherin."
