ENGLISH,GERMAN
Jules! Did you hear?\! Diana made me a Paladin. No more behind the scenes work for me!,Jules! Habt Ihr es schon mitbekommen?\! Diana hat mich zu einem Paladin gemacht. Keine Arbeit mehr hinter den Kulissen für mich!
Yeah... I heard. That's great! I knew you could do it.,"Ja … Ich habe es mitbekommen. Das ist fantastisch! Ich wusste, dass Ihr es schafft."
"She seemed to think I lacked the discipline at first, but then she suddenly came to me with a change of heart.\! Almost as though someone had convinced her otherwise.","Am Anfang hatte sie noch gedacht, es mangele mir an Disziplin, aber dann hatte sie einen Sinneswandel und kam zu mir.\! Es war beinahe so, als hätte sie irgendwer überzeugt."
Wait... did you???,Moment mal … habt Ihr etwa …?
"This accomplishment is all yours, Sybil.\! But I've known you for a long time. I don't think everyone understands your spirit like I do.\! You deserve to be a Paladin and always have.","Das habt Ihr ganz allein erreicht, Sybil.\! Aber ich kenne Euch schon lange. Ich glaube, nicht jeder versteht Eure Wesensart so wie ich.\! Ihr verdient es, ein Paladin zu sein. Das war schon immer so."
"You did, didn't you?\! Oh, thank you, thank you, thank you! Being a Paladin is exactly what I've always wanted.\! Can't wait to get out there and bash these clowns!","Ihr wart es, stimmt’s?\! Oh, danke, danke, danke! Ein Paladin zu sein, ist genau das, was ich immer wollte.\! Ich kann’s kaum erwarten, da rauszugehen und diesen Tölpeln eine Abreibung zu verpassen!"
Jules...\! Why do you seem a little blue now?,"Jules …\! Wie kommt es, dass Ihr jetzt ein bisschen traurig ausseht?"
Just don't forget about me when you're a big hero...,"Vergesst mich einfach nicht, wenn Ihr für Eure Heldentaten von allen verehrt werdet …"
"Whaaaat, no I would never!!\! You're the best thing...",Waaas?! Das würde ich nie!!!\! Ihr seid das Beste …
"Best thing that ever happened to me, Jules.\! No matter how many people I drive away, you're always there.","Das Beste, was mir je passiert ist, Jules.\! Egal, wie vielen Leuten ich vor den Kopf stoße, Ihr seid immer für mich da."
"Sybil, I'm blue because sometimes I just feel like I'm by myself out here.\! The only one lifting others up.\! Even I could use a pick-me-up once in a while, you know?","Sybil, ich bin traurig, weil ich manchmal das Gefühl habe, dort draußen ganz auf mich allein gestellt zu sein.\! Der Einzige zu sein, der andere aufrichtet.\! Wisst Ihr, auch ich könnte ab und an mal ein paar nette Worte gebrauchen?"
"*MMMMMMWWAH!*\! There, how's that for a pick-me-up?",*SCHMAAAATZ!*\! Wie wär’s stattdessen hiermit?
Sybil...,Sybil …
You sweet man.\! You're not going to go one more day feeling like that.\! I will defeat any gloomy moods in my Jules!,Ihr seid wirklich süß.\! Dieses Gefühl sollt Ihr ab jetzt nie mehr haben müssen.\! Ich werde jegliches Trübsal in meinem Jules besiegen!
I think I'd like that Sybil...,"Ich glaube, das würde mir gefallen, Sybil …"
