ENGLISH,GERMAN
"So much has changed, Lysander...","Es hat sich so viel verändert, Lysander …"
It is like waking from a dream to reveal a nightmarish reality.,Als ob ich nach einem Traum in einer albtraumhaften Realität erwachen würde.
Can you tell me what happened to you after the battle at Fort Eureeka?,"Könnt Ihr mir sagen, was nach der Schlacht am Fort Eureeka mit Euch geschehen ist?"
"By the time I'd returned to the inner keep, Diana had already evacuated with her group.\! I gathered everyone else I could find and we slipped out the rear sully port into the river, where we threw together makeshift rafts and floated down the Herald under the cover of night.\! Myself, Raskuja, Narima, and Sybil regrouped and made our way to the capital...\| just in time to watch your execution.\! The moronic cheers of the crowd nearly vexed me enough to blow my cover...","Bis ich in den Bergfried zurückgekehrt war, hatte sich Diana mit ihrer Gruppe schon zurückgezogen.\! Ich habe alle anderen versammelt, die ich finden konnte. Wir sind durch das hintere Ausfallstor in den Fluss entkommen und sind im Schutz der Dunkelheit auf provisorischen Flößen auf dem Herold davongeglitten.\! Raskuja, Narima, Sybil und ich haben uns wieder versammelt und sind in die Hauptstadt gelangt …\| Genau rechtzeitig, um Eure Hinrichtung zu sehen.\! Das hirnlose Gejubel der Menge hätte mich fast dazu gebracht, mich zu entlarven …"
"Cheers, huh.","Gejubel, was?"
"It was an explosion of emotion across the spectrum.\! It was that moment that tipped the scales, so that the coming disaster was apparent not only to the clever, but to all.\! In the coming months, I attempted to rally opposition forces among the enraged nobles who remained, but the dark knight and his black dragon had an answer for everything we tried.\! Following his dragon's roar was always death and suffering.\! No one could stand up to him, as he acted as the vanguard for an army of powerful cultist mages, and Casamir's Imperial elite troops.\! After witnessing the power of that dark knight, and your...\| resurrection...\| I no longer scoff at the supernatural, but now seek to decipher it.\! After some time in exile, I reunited with my friends, and we caught wind that Diana had organized a resistance force dedicated to protecting the children from the mass kidnappings.\! We sprang into action, taking advantage of the weakness here at Eastwall Fortress, and held out just long enough for you to arrive.","Alle möglichen Emotionen sind hervorgebrochen.\! Dieser Moment war ein Wendepunkt, ab dem die kommende Katastrophe nicht mehr nur für die Schlauen ersichtlich war.\! In den Monaten danach versuchte ich, bei den verbliebenen wütenden Adligen eine Armee zusammenzutreiben, aber der dunkle Ritter und sein schwarzer Drache machten uns stets einen Strich durch die Rechnung.\! Dem Gebrüll seines Drachen folgten immer Leid und Tod.\! Niemand konnte sich ihm widersetzen und er war die Vorhut einer Armee mächtiger Kultistenmagier und Casamirs kaiserlicher Elitetruppen.\! Nachdem ich die Macht dieses dunklen Ritters sah, und dann Eure …\| Wiederauferstehung …\| Halte ich das Übernatürliche nicht mehr für Unsinn, sondern versuche es zu enträtseln.\! Nach einiger Zeit im Exil stieß ich wieder zu meinen Freunden. Wir erfuhren, dass Diana Widerstandskämpfer organisiert hatte, um die Kinder vor den Massenentführungen zu schützen.\! Wir wurden also tätig und nutzten die Schwäche hier an der Festung von Ostwall aus. Und haben gerade lang genug durchgehalten, bis Ihr kamt."
"It's infuriating, what they're doing.\! Can't convince the grown-ups, so they have to tear families apart and brainwash the young.","Es macht mich so wütend, was die da tun.\! Erwachsene können sie nicht überzeugen, also zerstören sie Familien und indoktrinieren die Jugend."
"It is indeed unforgivable, but this also presents an opportunity.\! This is a war of good against evil now... no mercy required for the enemy.\! Only their total destruction will heal the land.\! This is quite a bit more simple than reconciliation with a defeated foe.","Das ist in der Tat unverzeihlich, hat für uns aber auch einen Vorteil.\! Dies ist jetzt ein Krieg von Gut gegen Böse … Wir brauchen dem Gegner keine Gnade zu zeigen.\! Nur seine völlige Vernichtung kann das Land wieder in Ordnung bringen.\! Das macht die Sache deutlich einfacher als eine Versöhnung mit einem bezwungenen Gegner."
"I was thinking just that, and you said it.\! Knowing you're the ""good"" in that good versus evil does make things simple.","Genau das habe ich mir gerade gedacht. Ihr habt es ausgesprochen.\! Es macht alles leichter, wenn man weiß, dass man in einem Kampf zwischen Gut und Böse zu den Guten gehört."
"...So long as you stay good, \n[8].","… Solange Ihr das auch weiterhin tut, \n[8]."
