ENGLISH,GERMAN
Chapter 20-C: No Mercy for the Merciful,Kapitel 20-C: Keine Gnade für die Gnädigen
Hundreds of children have been brought here...,Hunderte Kinder wurden hergebracht …
"The Zanatus cult way of life is perverse, so they must indoctrinate children, the only way to create a like-minded generation.\! These people...\| if left unchecked, they'll transform the whole world into mindless drones to serve their purposes.\! And they have time on their side.\! If we win this war, there will be no mercy for them...\| I'll make sure they and their ideas are extinct forever.","Der Zanatuskult führt eine so widerwärtige Lebensweise, dass sie darauf angewiesen sind, Kinder zu indoktrinieren und eine ihnen hörige Generation heranzuziehen.\! Diese Leute …\| Wenn wir sie gewähren lassen, verwandeln sie die ganze Welt in willenlose Handlanger für ihre Zwecke.\! Und sie haben die Zeit auf ihrer Seite.\! Wenn wir diesen Krieg gewinnen, wird es keine Gnade für sie geben …\| Ich werde dafür sorgen, dass sie und ihre Vorstellungen für immer ausgelöscht werden."
The Sisterhood of Mercy...\| fighting for the enemy?!,Die Schwesternschaft der Gnade …\| kämpft für den Feind?!
...What?!\! Probably being blackmailed... as if I needed more reason to wipe these guys out!,"… Was?!\! Sie werden vermutlich erpresst … Als ob ich noch einen Grund bräuchte, dieses Pack zu vernichten!"
"\n[8], please do not take the lives of my Sisters...\| If we defeat the cultists...","\n[8], bitte verschone meine Schwestern …\| Wenn wir denn die Kultisten besiegen …"
I hear you.\! Let's hope the bad guys haven't made that impossible.,"Ich verstehe schon.\! Hoffen wir, dass der Feind uns das nicht unmöglich macht."
Edelia!,Edelia!
Sister Diana...\| My shame is boundless.\! Please forgive me...,"Schwester Diana …\| Ich schäme mich mehr, als ich in Worte fassen kann.\! Bitte verzeiht mir …"
"You kept yourself alive.\! For that you need not be forgiven.\! Come with me, Edelia... may we never part again.","Ihr habt einfach nur überlebt.\! Dafür muss Euch niemand vergeben.\! Kommt, Edelia … auf dass wir niemals wieder getrennt werden."
"...I will, Sister!\! How I have longed to fight by your side!","… Ja, Schwester!\! Wie ich mich doch danach sehnte, an Eurer Seite zu kämpfen!"
Aaaaaaggghhh!!!!!\! Edelia?!!,Aaaaaarggghhh!!!\! Edelia?!
Bloody hell...,Verdammt …
What have we done?!\! Diana...,Was haben wir getan?!\! Diana …
