ENGLISH,GERMAN
Abigayle...\! You have the appearance of one from Sayunaa.,"Abigayle …\! Ihr wirkt, als kämt Ihr aus Sayunaa."
"Yep, that's right!","Jep, das stimmt!"
But Abigayle is not a Sayunaari name.,Doch Abigayle ist kein Name aus Sayunaa.
"My brother and I were born and raised in Veridia!\! You are very studied and worldly, dear Jaromir.","Mein Bruder und ich wurden in Veridia geboren und wuchsen dort auf!\! Ihr seid äußerst gelehrt und weltgewandt, mein lieber Jaromir."
"Sayunaari history is fascinating to me.\! Such a proud and stalwart culture.\! From the paintings I have seen, you could pass for Soha herself.","Die Geschichte Sayunaas fasziniert mich.\! Solch eine stolze und unerschütterliche Kultur.\! Den Gemälden, die ich gesehen habe, nach zu urteilen könntet Ihr als Soha höchstselbst durchgehen."
"Oh my stars, the infamous queen who nearly destroyed the world?\! Well, the stories say she was beautiful enough to drive most men mad, so perhaps you overestimate me...","Du lieber Himmel, die berüchtigte Königin, die beinahe die Welt zerstörte?\! Na ja, den Geschichten zufolge war sie so schön, dass sie die meisten Männer in den Wahnsinn trieb, also vielleicht tragt Ihr etwas zu dick auf …"
"Ah, but my accounts of the Aetherium Crisis tells a very different story about Soha.\! Perhaps one day, we can explore my estate in Embor, and I can share this with you.","Oh, meine Quellen über die Aitheriumkrise erzählen eine ganz andere Geschichte über Soha.\! Möglicherweise können wir eines Tages mein Anwesen in Embor erkunden. Dann kann ich es Euch zeigen."
"I would like that very much, my dear Jaromir!","Das würde mir sehr gefallen, mein lieber Jaromir!"
"The pleasure would be mine, Abigayle.\! We are setting off to battle tomorrow... would you be my company during this evening's meal?","Die Freude wäre ganz meinerseits, Abigayle.\! Morgen ziehen wir in die Schlacht … Würdet Ihr mir beim heutigen Abendmahl Gesellschaft leisten?"
Yes... of course!!,Ja … natürlich!!!
