ENGLISH,GERMAN
Hey Abigayle! Are you glad to be back in Lemelin?,"Grüßt Euch, Abigayle! Seid Ihr froh, wieder in Lemelin zu sein?"
"Yes... but I must admit, I prefer the cold, and the snow, of Granheim Abbey. There is a certain magic to it that I cannot explain!","Ja … aber ich muss zugeben, ich mag die Kälte und den Schnee um die Abtei Granheim lieber. Sie hat einfach etwas Zauberhaftes an sich, das ich nicht erklären kann!"
Interesting. Aren't you from the hottest country in Tahnra?,Interessant. Stammt Ihr nicht aus dem heißesten Land in Tahnra?
"I have no memory of my place of birth. To be honest, it is just another part of my life that sets me apart from most Sayunaari.\! I am a Priestess of the Sisterhood of Mercy... the Temple is my calling, and my home.\! My brother sorely wants to visit Sayunaa with me, but then again...","Ich kann mich an meinen Geburtsort nicht erinnern. Das ist ehrlich gesagt nur wieder etwas, was mich von den meisten Sayunaarern unterscheidet.\! Ich bin eine Priesterin der Schwesternschaft der Gnade … Der Tempel ist meine Berufung und mein Zuhause.\! Mein Bruder würde sehr gern mit mir nach Sayunaa reisen, aber …"
...He pretty much wants to do anything and is thrilled about the idea.,… Der begeistert sich recht schnell für eine Menge Ideen.
Ha ha ha... yes! Exactly!,Hahaha … ja! Stimmt!
"So... you're supposed to be assigned to a Paladin, right? How's that goin'?","Also, Ihr solltet doch einem Paladin zugewiesen werden, oder? Wie läuft das so?"
"It does not happen at any given time... sometimes it does not happen at all.\! You see, the Sisterhood of Justice is far smaller in number than my holy order.\! And eligible female Paladins number even fewer.\! I do not hold the same aspiration to be Bonded as Sister Edelia is, but it must be such an honor to be Bonded with the greatest of all Paladins!\! I can only hope to fulfill my duty to serving the Temple and pursuing a life as directed by holy Donar.","Das passiert nicht zu einem fixen Zeitpunkt … Manchmal passiert es auch gar nicht.\! Die Schwesternschaft des Rechts umfasst nämlich wesentlich weniger Mitglieder als mein heiliger Orden.\! Und geeignete weibliche Paladine gibt es noch weniger.\! Ich erhoffe mir nicht, wie Schwester Edelia an jemanden gebunden zu sein, aber es muss schon eine große Ehre sein, an den besten aller Paladine gebunden zu sein!\! Ich kann nur darauf hoffen, meine Pflicht im Dienst des Tempels zu erfüllen und mein Leben nach den Weisungen des heiligen Donar zu leben."
"Yeah.\| Wait, what about that drakeling you adopted?\! Is that in Donar's plans for you?","Ja.\| Moment, was ist denn mit dem Drachling, den Ihr adoptiert habt?\! Hat Donar das für Euch vorgesehen?"
Ahhh... please don't mention Nibbler to the Temple officials!\! But... I am still working on bonding with him.\! It seems it will take some time...,"Ah … bitte sagt den Funktionären des Tempels nichts von Knabber!\! Aber … Ich arbeite noch daran, eine Bindung zu ihm aufzubauen.\! Das wird wohl einige Zeit dauern …"
"You'll figure it out, I'm sure. Seems like the kid is a real fighter.","Das kriegt Ihr schon hin, da bin ich mir sicher. Der Kleine scheint ja ein richtiger Kämpfer zu sein."
"I am not quite sure, but I think he insists on being by my side in this war. I do hope to see him survive, and grow to enjoy life...","Da bin ich mir nicht so sicher, aber ich glaube, er will in diesem Krieg an meiner Seite bleiben. Ich hoffe, ich darf erleben, wie er groß wird und sich des Lebens erfreut …"
