ENGLISH,GERMAN
"Diana, can you tell me about the original Nephilim?","Diana, könnt Ihr mir etwas über die ursprünglichen Nephilim erzählen?"
"Eager to learn, aren't you?\! The Temple has its stance on the Nephilim, regardless of multiple interpretations.","Ihr seid wohl wissbegierig, hm?\! Der Tempel hat eine eigene Haltung zu den Nephilim, ungeachtet der vielen Auslegungen."
This is your stance as well?,Teilt Ihr diese Haltung?
"The Saints Donar, Galzus, Cyrene, Ishtar, and Landis are the founders of our faith.\! Donar, as we interpret, was the physical embodiment of his divine power in Tahnra. The moment the man we know as Donar arrived in our world, we believe Donar through flesh and blood became one with us mortal beings, and made us Donari.\! Galzus was a warrior who relied upon his strength and ferocity.\! You find similar traits in the others - Landis's guile, Cyrene's kindness, and Ishtar's devotion.\! Each of the five Nephilim are represented by one of the five virtues of the Temple, and five elements of our Universe.\! Donar of the Light, Galzus of fire, Cyrene of water, Landis of wind, and Ishtar of earth.\! These are the pillars of virtue that are used to judge the quality of our devotees.\! Some choose to walk the path of all Saints, others will favor one in particular.","Die heiligen Donar, Galzus, Cyrene, Ishtar und Landis begründeten unseren Glauben.\! Unserer Auslegung zufolge war Donar die Verkörperung seiner göttlichen Kraft in Tahnra. Als der Mann, den wir als Donar kennen, in unserer Welt eintraf, verschmolz er nach unserem Glauben mit uns sterblichen Wesen, und machte uns zu Donari.\! Galzus war ein Krieger, der sich auf seine Stärke und Wildheit verließ.\! Auch die anderen verfügen über bestimmte Eigenschaften –Landis’ List, Cyrenes Güte und Ishtars Hingabe.\! Jeder der fünf Nephilim symbolisiert eine der fünf Tugenden des Tempels, und eines der fünf Elemente unseres Universums.\! Donar das Licht, Galzus das Feuer, Cyrene das Wasser, Landis den Wind und Ishtar die Erde.\! Dies sind die Säulen der Tugend, nach denen wir die Eignung unserer Anhänger beurteilen.\! Manche entscheiden sich für den Pfad aller Heiligen, andere bevorzugen einen bestimmten."
Aha...\| So can I guess that Galzus is your favorite Saint?,"Aha …\| Also kann ich annehmen, dass Galzus Euer Lieblingsheiliger ist?"
He is told as the most fearless and fearsome being who ever lived...\! I can only hope to emulate his story.,"Er soll das furchtloseste und furchterregendste Wesen aller Zeiten sein …\! Ich kann nur hoffen, dass es mir gelingt, ihm nachzueifern."
"Well, does such a being exist to match you in battle?","Gibt es denn jemand Ähnliches, der sich in der Schlacht mit Euch messen kann?"
"An opponent may not be one's downfall.\! It could be one's own pride, or something unforeseen.\! This is a dangerous world, \n[8]...","Ein Gegner bedeutet nicht unbedingt jemandes Untergang.\! Auch der eigene Stolz oder etwas Unvorhergesehenes könnten dazu führen.\! Dies ist eine gefährliche Welt, \n[8] …"
"Yeah... I guess so.\! Diana, I have to tell you. So often, I think you should be in command of this army, not me.","Ja … Da habt Ihr wohl recht.\! Diana, ich muss Euch etwas sagen. Oft denke ich, dass Ihr diese Armee befehligen solltet, nicht ich."
You humble me. But we are going into the unknown.\! I do not possess the knowledge or training to coordinate an army as you do... I prefer simply to feel the crunch of my enemies' skulls under my boot.,"Ihr erfüllt mich mit Demut. Doch diese Annahme darf bezweifelt werden.\! Ich verfüge weder über das Wissen noch über die Ausbildung, eine Armee so wie Ihr in Einklang zu bringen … Ich bevorzuge das wunderbare Gefühl, die Schädel meiner Feinde mit meinem Stiefel zu zermalmen."
...What a lovely picture you paint.,"… Ein herrliches Bild, das Ihr da zeichnet."
