ENGLISH,GERMAN
Mom??!!,Mama?!
My Alex...,Mein Alex …
"Long time no see, kiddo.","Lange nicht gesehen, mein Junge."
"Uncle Stef, you're back too?!","Onkel Steff, du bist auch wieder da?!"
...Uncle?,… Onkel?
Kid's got quite the imagination... heh.,Der Kleine hat eine prächtige Fantasie … hehe.
Edelia...\| my beloved Sister.\! My heart is at ease knowing you are safe.,"Edelia …\| Liebste Schwester.\! Dass Ihr in Sicherheit seid, nimmt mir eine große Last vom Herzen."
"Every time you go to war, it fills me with dread.\! I hope you will stay longer this time... surely you could use a spot of rest!","Jedes Mal, wenn Ihr in den Krieg zieht, erfüllt mich das mit Grauen.\! Ich hoffe, Ihr bleibt dieses Mal länger … Ihr könntet gewiss etwas Erholung vertragen!"
"That's an understatement... \! Your hospitality is always welcome, Edelia...","Das ist noch untertrieben … \! Eure Gastfreundschaft freut mich immer, Edelia …"
"But the dangers to our world are growing, and the Paladins are needed more than ever.\! I will spend every moment with you and Alex while I am here.","Doch die Gefahren in dieser Welt wachsen stetig. Die Paladine werden mehr gebraucht denn je.\! Ich werde, solange ich hier bin, jede Sekunde mit Euch und Alex verbringen."
"I'll get ya caught up. Edelia there's her ""Bonded.""\! Not sisters by birth, but by blood pact.\! Edelia's the Sister of Mercy, who takes care of the warrior's family and home while enjoying a privileged status in their holy order.\! Diana's the Sister of Justice, or the Paladin, 'n fact the leader of 'em.\! They... y'know... go out and smash things.","Ich erkläre das mal kurz. Edelia ist an Diana „gebunden“.\! Sie wurden nicht als Schwestern geboren, sondern sind es durch einen Blutpakt geworden.\! Edelia ist die Schwester der Gnade, kümmert sich also um Heim und Familie und genießt dabei eine vorrangige Stellung in ihrem Orden.\! Diana ist die Schwester des Rechts, oder der Paladin. Sie ist sogar deren Anführerin.\! Die … na, Ihr wisst schon. Die ziehen los und hauen Sachen in Stücke."
Interesting setup they've got going.,Ein interessantes Arrangement.
"Mmhmm... mostly Diana's doin' though. A return to the old way.\! Y'see she's actually a bit of an outcast 'round here... too orthodox for their lot.\! By my view, she's a better religious whackadoo than any of 'em.\! These lazy priests don't even realize what she's become...\| She *is* the Temple, my friend.\! Y'didn't hear that from me, though.","Mmhmm … Das ist sogar primär auf Dianas Mist gewachsen. Eine Rückkehr zur Tradition.\! Sie ist hier nämlich eigentlich auch eine Außenseiterin … Ihre Ansichten sind zu orthodox.\! Wenn Ihr mich fragt, ist sie mir von allen religiösen Spinnern noch am liebsten.\! Diese faulen Priester erkennen gar nicht, was aus ihr geworden ist …\| Sie IST jetzt der Tempel.\! Aber das habt Ihr nicht von mir gehört."
Grandmaster Oxley...,Großmeister Oxley …
"Yes, I'm still here, alive and kicking. And so is my greatest Paladin, despite her lust for battle, mmhmm!","Ja, noch bin ich hier und am Leben. Genau wie meine beste Paladinkriegerin, trotz ihrer Kampfeslust, mhm!"
...Who is that?,… Wer ist denn das?
"Oh, yes of course, you haven't met!\! Diana, please meet Brother Jebediah.\! He is my protege, and well-versed in the language of the ancient texts.\! Come now, don't be shy.","Ach ja, natürlich, Ihr kennt Euch noch nicht.\! Diana, erlaubt mir, Euch Bruder Jebediah vorzustellen.\! Er ist mein Schützling und sehr bewandert in der Sprache der alten Schriften.\! Nur zu, keine falsche Schüchternheit."
Nice to meet you...,Seid gegrüßt …
"So, you will be assisting the Grandmaster? Very well.\! I would like to introduce our new friend, \n[8].\! We found \n[1] as a prisoner at the cult's prison complex near Granheim Abbey.",Ihr werdet also dem Großmeister zur Seite stehen? Nun gut.\! Ich würde auch gern jemanden vorstellen: \n[8].\! \n[8] war im Gefängniskomplex des Kults in der Nähe der Abtei Granheim gefangen.
!!!\| You actually survived there?!\! I mean...,!!!\| Ihr habt dort überlebt?!\! Also …
"...It would seem so, right?","… Sieht schon danach aus, was?"
Yes of course but...\| simply remarkable.\! Their brutality is boundless.,"Ja, schon, aber …\| das ist dennoch bemerkenswert.\! Deren Brutalität kennt keine Grenzen."
Grandmaster... do you think??,Großmeister … denkt doch mal nach.
"Please follow us, \n[8].","Bitte folgt uns, \n[8]."
