ENGLISH,GERMAN
"\c[1]7 years ago, Imperial Academy\c[0]",\c[1]7 Jahre zuvor in der kaiserlichen Akademie\c[0]
Don't you guys have anything better to do?,Habt ihr nichts Besseres zu tun?
"Where'd ya get that uniform?\! You been stealin' from the armory, street urchin?","Wo hast du denn die Uniform her?\! Hast du aus dem Arsenal geklaut, Straßenkind?"
What should we do with the thief?,Was machen wir jetzt? Das ist Diebstahl.
Probably gonna go cryin' to the Master Sergeant again.,Das Straßenkind wird sich wieder beim Hauptfeldwebel ausheulen gehen.
"I'm watchin' you, street urchin!\! If I had my way, kids like you'd be sent home.","Ich habe dich im Auge, Straßenkind!\! Wenn es nach mir ginge, würden wir Rotzgören wie dich nach Hause schicken."
"Yeah, go home.\! I hear the back alleys are comfy this time of year.","Ja, geh nach Hause.\! Die Gosse soll um diese Jahreszeit ja recht gemütlich sein."
Heh heh heh...,Hehehe …
"You okay, \n[8]?","Alles in Ordnung, \n[8]?"
"Hi, Zelos...\| I guess so.","Hallo, Zelos …\| Ich denke schon."
Don't sweat those guys.\! I've seen you in class. Not enough brains between the three of 'em combined to make one of you.,Nehmt diese Typen nicht zu ernst.\! Ich habe Euch im Unterricht gesehen. Ihr habt mehr Grips im Kopf als die drei da zusammen.
"Thanks...\|\| Zelos, these are supposed to be my comrades...","Danke …\|\| Zelos, das sollen jetzt meine Kameraden sein …"
"They are. When it comes down to it we're all gonna bleed for each other.\! They're testing you.\! You gotta fight back, \n[8].\! Doesn't matter who, you always gotta show the world you're not to be messed with.","Sind sie ja auch. Wenn es ernst wird, werden wir alle füreinander bluten.\! Die loten nur Eure Grenzen aus.\! Ihr müsst Euch wehren, \n[8].\! Völlig egal, um wen es geht – Ihr müsst der Welt immer zeigen, dass mit Euch nicht zu spaßen ist."
You could take these guys no problem.,Mit diesen Kerlen würdet Ihr doch problemlos fertigwerden.
"If I helped you they'd never leave you alone!\! Just trust me on this one.\! Even if you get roughed up, it'll pay off in the end.","Wenn ich Euch helfe, lassen sie Euch nie mehr in Ruhe!\! Ihr müsst mir da vertrauen.\! Auch wenn Ihr ein paar blaue Flecken abbekommt, wird sich das bezahlt machen."
"Something might happen to those guys later.\! If anyone asks, you had nothin' to do with it.\! See ya around, \n[8].","Könnte aber sein, dass diesen Kerlen nachher etwas zustößt.\! Falls jemand fragt, hattet Ihr damit nichts zu tun.\! Bis dann, \n[8]."
