ENGLISH,GERMAN
"\c[1]Throne room, Sayunaa Royal Palace\c[0]",\c[1]Thronsaal im königlichen Palast von Sayunaa\c[0]
"\n[8], please step aside!!","\n[8], bitte tretet beiseite!"
"Ugh...\| Zanatus, take me...","Argh …\| Zanatus, ich komme zu dir …"
"Suffer in eternal hell, pretender...",Leidet ewig in der Hölle …
"Jules, please come to me...","Jules, bitte kommt zu mir …"
W-what's going on??,W-Was geht hier vor?
"You are the descendant of King Dargon.\! The true rulers of our nation.\! It is thought that their dynasty has ended.\! However, we, the Scions of Dargon, have spent three generations on a mission to restore the Dargon family.\! You, his great, great grandson, are to be our king.","Ihr seid der Nachkomme von König Dargon.\! Nachkomme der wahren Herrscher unserer Nation.\! Man dachte, diese Dynastie wäre ausgestorben.\! Wir, die Anhänger Dargons, arbeiten jedoch seit drei Generationen daran, die Familie Dargons wieder zu etablieren.\! Ihr, sein Ururenkel, sollt unser König werden."
"We could not reveal your identity, not even to you.\! There are many powerful forces who would have wanted you dead.\! But the time has come for you to claim your rightful place on the throne.","Die Identität des Nachfahren konnten wir nicht einmal Euch offenlegen.\! Es gibt viele Mächte da draußen, die Euch den Tod gewünscht hätten.\! Doch es ist Zeit, dass Ihr Euren rechtmäßigen Platz auf dem Thron beansprucht."
"Don't look at me.\! Seems to me you should have a seat on that nice throne there, friend.","Schaut nicht mich an.\! Sieht so aus, als solltet Ihr es Euch auf dem hübschen Thron da gemütlich machen, mein Lieber."
This doesn't feel right.\! I did nothing to deserve to rule over anyone...,"Das ist nicht rechtens.\! Ich habe nichts getan, um es zu verdienen, über andere zu herrschen …"
"The people have wished this for longer than living memory.\! We of the Scions of Dargon have taken many lives, and endured much to get to this point.\! You must accept your fate, my king.\! For the future of our homeland...","Die Menschen wünschen sich das schon länger, als wir zurückdenken können.\! Wir Anhänger Dargons haben vielen den Tod gebracht und viel erlitten, um so weit zu kommen.\! Ihr müsst Euer Schicksal akzeptieren, mein König.\! Für die Zukunft unserer Heimat …"
"I always knew you were a noble spirit.\! Can't think of a more deserving soul to randomly become a king.\! Don't worry about it, we can figure out the details later.","Ich wusste schon immer, dass Ihr ehrenhaft seid.\! Niemand sonst hätte es eher verdient, plötzlich einfach König zu werden.\! Sorgt Euch nicht – die Details können wir später ergründen."
Narima...\| I wish for my people to join the fight against the Empire of Archaelus...\| can this happen?,"Narima …\| Ich möchte, dass mein Volk dem Kampf gegen das Kaiserreich Archaelus beitritt …\| Ist das möglich?"
It shall be done.,Es wird geschehen.
