ENGLISH,GERMAN
My king. All is well. The Dargon dynasty is restored.,Mein König. Alles ist in bester Ordnung. Die Dargon-Dynastie ist wiederhergestellt.
"I'll never get used to that...\| Especially from you, Narima.","Daran werde ich mich nie gewöhnen …\| Besonders nicht bei Euch, Narima."
"You must embrace your heritage.\! Our people are desperate for a return to the glory of old.\! Do not worry, we of the Scions of Dargon will not leave your side.","Ihr müsst Eure Herkunft akzeptieren.\! Unsere Leute sehnen sich verzweifelt danach, die glorreichen alten Tage wiederaufleben zu sehen.\! Keine Sorge, wir, die Anhänger Dargons, werden Euch nicht von der Seite weichen."
"Thanks so much...\! But please, you've done so much of the work!\! All I did was be born!\! You should still refer to me as Jules.","Ich danke Euch …\! Aber bitte, Ihr habt so viel geleistet!\! Ich wurde bloß geboren!\! Ihr solltet mich mit Jules anreden."
"That is another matter...\! The name 'Jules' was given to you by Veridian aristocracy.\! It is not a proper name for a Sayunaari king.\! May I suggest Kasim, the name of your great grandfather, the first descendant of Dargon who was denied the crown.","Lasst es mich Euch erklären …\! Der Name Jules wurde Euch vom veridianischen Adel verliehen.\! Das ist kein Name, der einem Sayunaarerkönig gebührt.\! Dürfte ich Kasim vorschlagen, der Name Eures Urgroßvaters, dem ersten Nachfahren Dargons, dem die Krone verwehrt wurde."
King Kasim of Dargon...\| Well...\| Let me think about it!,König Kasim von Dargon …\| Also …\| Lasst mich darüber nachdenken!
Have you considered acquiring a Queen to pass on your royal lineage?,"Habt Ihr in Betracht gezogen, Euch eine Königin zuzulegen, um Eure Erblinie zu sichern?"
"'Acquiring'? Haha, not yet...","„Zuzulegen“? Haha, nein, noch nicht …"
"I implore you to take a Sayunaari woman. A tender, pretty one.\! When we have time, you will find that Sayunaa is overflowing with them.","Ich bitte Euch inständig darum, eine Sayunaarerin zu nehmen. Eine zarte, hübsche.\! Wenn wir die Zeit haben, werdet Ihr sehen, dass Sayunaa voll von ihnen ist."
"Oh, okay.\! Well... what about you?\! You're a Sayunaari woman, are you not?","Oh, alles klar.\! Na ja … Was ist mit Euch?\! Ihr seid doch eine Sayunaarerin, oder etwa nicht?"
"My king...\| I am hardened by war. I could not provide a warm haven for you to rely upon as a man.\! Sayunaari men like you are traditional, and would be better served...","Mein König …\| Ich bin vom Krieg gezeichnet. Ein Mann wie Ihr benötigt einen sicheren Hafen der Ruhe, den ich Euch nicht bieten kann.\! Sayunaarer wie Ihr seid traditionell, ihnen sollte Besseres dargeboten werden …"
"But I'm not like them at all, I love that you're tough and determined. Like a war goddess!\! But please don't think about that. Even with all you've been through, you never lost sight of your life's work.\! I have never admired one as much as I do you...\| You are Sayunaa's greatest hero!","Aber so bin ich gar nicht. Ich liebe es, dass Ihr zäh und entschlossen seid. Wie eine Kriegsgöttin!\! Bitte macht Euch darüber keinen Kopf. Trotz allem, was Ihr durchgestanden habt, Ihr habt Euer Lebenswerk nie aus dem Blick verloren.\! Noch nie habe ich zu jemandem so aufgeblickt wie zu Euch …\| Ihr seid Sayunaas größte Heldin!"
"You humble me...\| Jules...\| you face tremendous challenges.\! I will let you fall back into me for refuge, whenever you need. Forever and beyond, my king...","Das ist zu viel des Lobes …\| Jules …\| Ihr habt Euch enormen Prüfungen gestellt.\! Bei mir werdet Ihr immer Euren sicheren Hafen finden. Auf ewig und darüber hinaus, mein König …"
