ENGLISH,GERMAN
\c[1]Helios Lab Director's Report - 982.01.09\! Aetherite clusters stable. Energy transfer complete with negligible loss. Subject 16(B)'s life signs stable. We consider the infusion to be in a satisfactory state. Propagation of Archetype C successful.\! The Grandmaster has requested 16(B) to undergo active acclimation phase.,"\c[1]Helios, Bericht der Laborleitung – 982.01.09\! Die Aitheritansammlungen sind stabil. Energieübertragung mit vernachlässigbarem Verlust abgeschlossen. Vitalparameter von Versuchsperson 16B sind stabil. Diese Infusion hat einen für uns befriedigenden Zustand erreicht. Übertragung von Archetyp C erfolgreich.\! Der Großmeister hat angeordnet, dass 16B der aktiven Gewöhnungsphase unterzogen wird."
"Huzzah! The experiment was a success! Well, of course, we already knew that. But how fascinating to follow the process.\! I must ask the Grandmaster what became of this ""Helios"" project...","Hurra! Das Experiment war ein Erfolg! Natürlich war es das, das wussten wir doch schon. Aber es ist faszinierend, den Vorgang nachzuvollziehen.\! Ich muss den Großmeister fragen, was aus diesem Projekt „Helios“ geworden ist …"
"Quiet, bird-brain. That wasn't the final journal entry.\! Look, there's one... page here with no label.","Ruhe, Spatzenhirn. Das war nicht der letzte Eintrag.\! Seht, hier ist eine … Seite ohne Beschriftung."
...Oh?!,… Ach ja?
"\c[1]I lament having to use these accursed devices. These aberrant extentions of Donar's tinge of conceit.\! The Helios director recommended exterminating Subject 16(B). The crown jewel of the considerable resources I have sacrificed.\! ""Unforeseen psychological trauma. Subject cannot be acclimated, trained, or controlled. Risk tolerance far exceeded.""\! Even my most devoted followers... still only human. Lacking entirely in the capacity to confer and convey the artistry of my covenant.\! No, 16(B) will not be exterminated. Recommend to myself - exterminate the Helios program entirely. Recommendation accepted, I believe is how they would organize this log.\! B...\| don't listen to these peons. We are going to do great things together.","\c[1]Es widerstrebt mir, diese verfluchten Geräte benutzen zu müssen. Abartige, von Donars Hochmut geprägte Dinge.\! Der Leiter von Helios hat die Eliminierung von Versuchsperson 16B empfohlen. Dem Glanzstück der beträchtlichen Ressourcen, die ich geopfert habe.\! „Unvorhergesehenes psychologisches Trauma. Versuchsperson kann nicht eingewöhnt, ausgebildet oder kontrolliert werden. Risikotoleranz deutlich überschritten.“\! Selbst meine treusten Anhänger … sind nur Menschen. Ihnen fehlt jegliche Fähigkeit, die Kunst meines Pakts zu verstehen und zu vermitteln.\! Nein, 16B wird nicht eliminiert werden. Empfehlung an mich selbst – das gesamte Helios-Programm eliminieren. Empfehlung angenommen. So würden sie dieses Protokoll doch schreiben.\! B…\| Hört nicht auf diese Einfaltspinsel. Wir werden zusammen Großes vollbringen."
M-Miss Beatrix...,F-Fräulein Beatrix …
They wanted to get rid of me.,Sie wollten mich loswerden.
Surely there is some mistake!,Hier kann doch etwas nicht stimmen!
...And he saved my life.,… Und er hat mir das Leben gerettet.
"Well, Jebediah, I hope this has been educational for you.\! Your Grandmaster is actually a colossal fool!","Nun, Jebediah, ich hoffe, Ihr habt hier etwas gelernt.\! Euer Großmeister ist in Wahrheit ein törichter Narr!"
"N-now, you take that back! The Grandmaster's wisdom exceeds comprehension! You couldn't possibly-",D-Das nehmt Ihr jetzt aber zurück! Der Großmeister verfügt über unermessliche Weisheit! Ihr könnt doch nicht …
"Couldn't I?\! Hah, you heard these little worms. ""Psychological trauma, can't be acclimated."" It was so bad, they were prepared to lose my godlike power just to avert the risk of unleashing my insanity! Ha!","Kann ich das nicht?\! Pah, Ihr habt diese Würmer doch gehört. „Psychologisches Trauma, kann nicht eingewöhnt werden.“ Sie waren bereit, meine gottgleiche Macht zu verlieren, nur um nicht zu riskieren, dass mein Wahnsinn entfesselt wird! Ha!"
Well. Subject 16(B) lives on. And all of Tahnra will feel the consequences.,Nun gut. 16B lebt weiterhin. Und ganz Tahnra wird die Konsequenzen zu spüren bekommen.
W-What are you going to do?!,W-Was habt Ihr denn vor?!
"Oh, Jeb. You're going to have to live in excrutiating suspense for the rest of your days.\! Tell you what, you'd best hedge your bets and continue to worship me, just in case.","Ach, Jeb. Ihr werdet wohl für den Rest Eurer Tage auf die Folter gespannt werden.\! Aber ich würde Euch empfehlen, mich sicherheitshalber weiterhin abgöttisch zu verehren."
I-I have made a terrible mistake...,I-Ich habe einen schrecklichen Fehler begangen …
