ENGLISH,GERMAN
"What happens here shall be kept quiet, for now.","Vorerst wird niemand weitersagen, was hier geschieht."
"I trust you, Diana. But...","Ich vertraue auf Euch, Diana. Aber …"
Everyone here is familiar with the Nephilim prophecy.\! Please step into the center of the room.,Ihr alle kennt die Prophezeiung der Nephilim.\! Bitte tretet in die Mitte des Raums.
This is so foolish...,Das ist Wahnsinn …
AAaaaagghh!!!!,Aaaaaarrgghh!!!
Get...\. out...\. of...\. my...\. head!!!,Raus …\. aus …\. meinem …\. Kopf!!!
What are you doing to me?!,Was macht Ihr mit mir?!
What did you hear from the voice that called out to you?,"Was habt Ihr in der Stimme erkannt, die Euch gerufen hat?"
"Hatred, anger, and darkness.\! Too intense for words.\! A desire for revenge.","Hass, Wut und Finsternis.\! So stark, dass man sie nicht beschreiben kann.\! Ein Dürsten nach Rache."
"I heard it too, \n[8]...","Auch ich habe das gehört, \n[8] …"
It was Donar himself who struck the final blow on Zanatus.\! It is only natural that the demon would burn with desire for revenge.,"Donars Hand führte den vernichtenden letzten Schlag gegen Zanatus aus.\! Es ist wenig verwunderlich, dass der Dämon nach Rache dürstet."
I see why you wanted to keep this stuff a secret...\! People would become completely unhinged if rumors spread about the return of Donar...,"Jetzt verstehe ich, warum Ihr all das geheim halten wolltet …\! Die Leute würden durchdrehen, wenn sich das Gerücht von der Rückkehr Donars verbreitet …"
"Diana, you can't be serious with all this.\! Are you really trying to tell me we're supposed to save the world because of some fairy tale?\! I've always made my own ""fate"" and I'm not planning on changing now.\! Anyone can be some sort of chosen one if they want it bad enough.\! Maybe even Jeb here.","Diana, das kann doch alles nicht Euer Ernst sein.\! Wollt Ihr mir wirklich sagen, dass wir wegen eines Märchens die Welt retten sollen?\! Ich war immer meines Glückes Schmied und habe nicht vor, das jetzt zu ändern.\! Jeder und jede kann der oder die Auserwählte werden, solange der Wille dazu da ist.\! Vielleicht sogar Jeb hier."
Only as long as I failed to maintain my faith...,Nur solange ich in meinem Glauben nicht gefestigt war …
"Our new friend here is welcome among us.\! Please make this your home, and take time to reflect on what happened.\! In time, you will know what you believe.","Unser Neuzugang ist uns willkommen.\! Bitte findet hier ein neues Zuhause und nehmt Euch Zeit, über alles Geschehene nachzudenken.\! Mit der Zeit werdet Ihr erkennen, was Ihr glaubt."
Please excuse me... I must make a record of this...,Bitte entschuldigt mich … Ich muss Aufzeichnungen anfertigen …
I am sorry I pushed you into this.,"Es tut mir leid, dass ich Euch dazu gedrängt habe."
I guess I can't blame you...\| this is your mission.\! It's what you have to believe...,Ich kann es Euch nicht übelnehmen …\| Dies ist schließlich Eure Mission.\! Zumindest müsst Ihr das glauben …
"I do believe.\! And eventually, perhaps you will too.\! Until then, we will go together.\! I am yours to unleash upon your enemies.","Das glaube ich auch wirklich.\! Vielleicht werdet Ihr das irgendwann auch tun.\! Bis dahin stehen wir Seite an Seite.\! Ich stehe bereit, auf dass Ihr mich gegen Eure Feinde entfesselt."
"You've got the wrong chosen one, Diana.\! But to have you as a friend and ally would be just as good for me.","Ihr irrt Euch darin, wen Ihr hier für auserwählt haltet, Diana.\! Doch Euch als Freundin und Verbündete zu haben, würde mir schon reichen."
"Likewise, \n[8].","Das geht mir genauso, \n[8]."
"It is quite a tall order.\! To experience such evil, assaulting one's mind, and then to accept one's fate.\! Diana, you too struggled with this, you know.","Das ist schließlich nicht einfach.\! Derartige Bosheit zu erleben, die den Verstand angreift, und dann das Schicksal anzunehmen.\! Diana, auch Ihr hattet damit zu kämpfen. Also wisst Ihr das."
