ENGLISH,GERMAN
Chapter 30: Armageddon,Kapitel 30: Armageddon
"If only you knew how mistaken you are, Zanatus...\| But you will know soon enough.","Wenn Ihr nur wüsstet, wie falsch Ihr liegt, Zanatus …\| Aber das wird Euch noch früh genug klarwerden."
"Much has changed since last we did battle, Donar.\! Before the first war, humanity was united in banner and in faith.\! Now, your people are born lost and without purpose.\! Although this has made you easy to manipulate, it tempts me to put your species out of its misery, and render your kind extinct forever.","Seit unserer letzten Schlacht hat sich viel verändert, Donar.\! Vor dem ersten Krieg war die Menschheit geeint – unter derselben Flagge und im selben Glauben.\! Jetzt sind Eure Leute von Geburt an verloren und ohne Bestimmung.\! Auch wenn Ihr dadurch leicht zu manipulieren seid, finde ich es nur allzu verlockend, Eure Spezies von ihrem Leid zu erlösen, und Eure Art auf ewig auszulöschen."
"Watch out, he's winding up to swipe us with those claws... don't stand in their path!","Passt auf, er holt aus, um uns mit diesen Klauen zu erwischen … Geht ihnen aus dem Weg!"
"It is quite the gambit, coming here, to the Divine Realm, the bridge between what you know to be your home, and the endless darkness beyond this fragile barrier.\! I would admire such boldness if from anyone else!","Es ist ein gewagter Schachzug, hierherzukommen, ins Himmelsreich, die Brücke zwischen dem, was Ihr als Eure Heimat erachtet, und der endlosen Finsternis jenseits dieser zerbrechlichen Barriere.\! Wäre irgendjemand anders so kühn, ich würde es bewundern!"
"Damn, nothing can get through that shield.\! Stop those reinforcements from overwhelming us, and avoid those hot spots - he's targeting them with his magic!","Verdammt, diesen Schild kann niemand durchbrechen.\! Sorgt dafür, dass die Verstärkungen uns nicht überwältigen, und vermeidet diese gefährlichen Bereiche – er nimmt sie mit seiner Magie ins Visier!"
"Everyone, we need to destroy those soldiers quickly.\! He's trying to absorb them and gain more power!","Los, wir müssen diese Soldaten schnell vernichten.\! Er versucht, sie zu absorbieren und mehr Macht zu erlangen!"
"Do you know how much I pity your kind, \n[8]?\! I have watched your supposed greatest minds try to make sense of your history.\! I have seen your institutions lie to your great masses, under the guise of maintaining peace and control.\! Despite this, how little control has your kind ever had.\! Your fates are pre-determined, and history will see me as the great truthteller - the one who saved humanity from its own hubris!","Wisst Ihr, wie sehr ich Eure Art bemitleide, \n[8]?\! Ich habe beobachtet, wie Eure angeblich klügsten Köpfe versucht haben, Eure Geschichte zu verstehen.\! Ich habe gesehen, wie Eure Institutionen die Massen anlogen, unter dem Deckmantel eines beständigen Friedens und der Kontrolle.\! Wie wenig Kontrolle Eure Art ungeachtet dessen je ausüben konnte …\! Euer Schicksal ist vorherbestimmt, und ich werde als jener in die Geschichte eingehen, der einzig und allein die Wahrheit bestimmt – als jener, der die Menschheit vor ihrer Überheblichkeit gerettet hat!"
"Yes. You have done enormous damage to our kind.\! It will take many generations to repair.\! Perhaps, it never will happen after so many centuries of spilling our own blood - wasted blood.","Ja. Du hast unserer Art enormen Schaden zugefügt.\! Es wird viele Generationen dauern, diesen Schaden zu berichtigen.\! Vielleicht wird es nach so vielen Jahrhunderten des sinnlosen Vergießens unseres eigenen Blutes nie mehr möglich sein."
"But now, we know how to recapture our destiny. All we needed was to see and know the enemy... and it is within us.\! You and your cult have poisoned and manipulated us, but you overestimate your power.\! When you are dead, more just like you will continue to weave chaos, but our fate will once again be ours to decide.\! ...Do you feel that, Zanatus?\! I know you can.\! Surely you feel how my heart is at peace.\! Even if I die today, I've fulfilled my purpose - I've awoked my kind to who you are, and I will rest in peace knowing your grip on humanity is broken, forever.","Doch jetzt wissen wir, wie wir unser Schicksal wieder selbst in die Hand nehmen. Dafür mussten wir den Feind nur erkennen und kennenlernen … und er ist unter uns.\! Ihr und Euer Kult habt uns vergiftet und manipuliert, aber Ihr überschätzt Eure Stärke.\! Wenn Ihr tot seid, werden mehr von Euch Chaos säen, aber es wird uns obliegen, über unser Schicksal zu bestimmen.\! … Spürt Ihr das, Zanatus?\! Ganz bestimmt, das weiß ich.\! Sicher spürt Ihr, wie mein Herz mit sich im Reinen ist.\! Auch falls ich heute sterbe, habe ich meine Bestimmung erfüllt. Ich habe meiner Art die Augen geöffnet. Sie wissen nun, wer Ihr seid, und ich werde in Frieden ruhen, da ich weiß, dass Euer Einfluss auf die Menschheit für immer gebrochen ist."
"\n[8]...\|\| I imagine you foresaw this.\! In the end, I have served my purpose.\! And to a far, far greater power, I will be of use.\! And then, the races of this little realm will understand the meaning of humility...","\n[8] …\|\| Ich nehme an, Ihr habt das kommen sehen.\! Schlussendlich habe ich meinen Zweck erfüllt.\! Und ich werde einer weitaus größeren Macht dienlich sein.\! Und dann werden die Völker dieses kleines Reiches die wahre Bedeutung der Menschheit begreifen …"
