ENGLISH,GERMAN
Beatrix... I have so much to ask you.,Beatrix … Ich habe so viele Fragen an Euch.
"\n[8]... please, ask away.\! I'll talk as long as I'm not bored.\! It helps that you are pretty. Don't let anyone tell you that being pretty isn't important!","\n[8] … Bitte, nur zu.\! Solange Ihr mich nicht langweilt, werde ich Euch alles erzählen.\! Es hilft, dass Ihr hübsch seid. Lasst Euch von niemandem einreden, dass das Aussehen unwichtig sei!"
"You're of the Pendergast family?\! As in, Edmund Pendergast? Richest person alive?","Ihr gehört der Pendergast-Familie an, stimmt’s?\! Die von Edmund Pendergast? Dem reichsten Menschen der Welt?"
"Yes indeed, the very same.","Ja, so ist es, genau die."
You must stand to inherit untold riches.,Dann blickt Ihr also unermesslichen Reichtümern entgegen.
"Well, I do deserve all the world's riches...\| but that doesn't mean the old man's going to bequeath his fortune solely to me.\! He's got an army of sycophants looking to take a bite out of his empire at all times.\! Guess we'll see when that cold, ancient heart of his finally gives out.","Nun, ich verdiene alle Reichtümer dieser Welt …\| aber das bedeutet nicht, dass der alte Mann sein Vermögen mir allein vermacht.\! Ein ganzes Heer an Speichelleckern tummelt sich um ihn, um ein Stück von seinem Imperium abzubekommen.\! Schätze, wir werden sehen, was passiert, wenn sein kaltes, uraltes Herz endlich versagt."
"...Not the closest with your father, huh?","… Ihr pflegt keine besonders enge Beziehung mit Eurem Vater, hm?"
"Oh really?\! What ever gave it away?? Ha!\! No, maybe someday I'll tell you why.","Ach nein?\! Wie seid Ihr denn darauf gekommen?! Ha!\! Nein, vielleicht erzähle ich Euch eines Tages den Grund dafür."
No worries. I'm wondering how Pendergast came into his wealth.\! Almost seems unfair.,"Keine Sorge. Ich frage mich, wie Pendergast zu so viel Reichtum gekommen ist.\! Es wirkt beinahe ungerecht."
"When the lion slays the gazelle, would you rather lament the unfairness of nature, or try to become the lion?\! You know anything about the Aetherium Crisis?","Wenn der Löwe die Gazelle reißt, würdet Ihr dann eher die Ungerechtigkeit der Natur beklagen oder versuchen, zum Löwen zu werden?\! Wisst Ihr etwas über die Aitheriumkrise?"
"I like to say I'm a history nerd, so yes.","Ich bin geradezu besessen von Geschichte, also ja."
"Well, well, poindexter, you're in for a treat.\! Pendergast has always been around, but once the world got a nice facelift from the destruction caused by the Aetherium Crisis, Pendergast was there to buy up all the cheapened real estate.\! That, and they financed the reconstruction efforts from shore to shore.\! That sort of thing pays off, big time.\! 'Tis the banker who rules the world, without swinging a sword.\! Wait a few generations, invest the earnings, and now they control whoever they can buy.\! You know, that does sound pretty unfair, now that you mention it.","Also gut, Schlaumeier, dann macht Euch auf was gefasst.\! Die Pendergasts gab es schon immer, aber nachdem die Zerstörung der Aitheriumkrise der Welt ein hübsches neues Gesicht verlieh, nutzen die Pendergasts ihre Chance und kauften all die verbilligten Grundstücke auf.\! Und außerdem finanzierten sie den Neuaufbau landauf, landab.\! So etwas zahlt sich aus, und zwar richtig.\! Die Bänker regieren die Welt, ganz ohne erhobene Schwerter.\! Sie warten ein paar Generationen, investieren die Gewinne, und jetzt üben sie Einfluss auf jeden aus, der käuflich ist.\! Ihr wisst schon, dass sich das ziemlich ungerecht anhört?"
"So in lieu of you inheriting this fortune, what exactly has lead you down this path?","Wenn nicht dieses riesige Erbe, was genau hat Euch dann auf diesen Pfad geführt?"
...And what path would that be?,… Und von welchem Pfad sprecht Ihr?
I guess I don't know that one either.,Das weiß ich wohl selbst nicht so genau.
"I will confess... I sometimes feel like an alien living among humans.\! Your customs and earthly pleasures bore me.\! What really gets me going is seeing what kind of disruption I can weave.\! Right now, that puts me on your side.\! But later, if I should develop the means, I'm not sure! I could just become your greatest adversary, if doing so is entertaining to me.\! ...Does that make you nervous?","Ich werde Euch etwas beichten … Manchmal fühle ich mich wie eine Fremde unter den Menschen.\! Eure Bräuche und irdischen Freunden öden mich an.\! Was mich wirklich entzückt, ist herauszufinden, welche Zerstörung ich ersinnen kann.\! Im Augenblick schlage ich mich daher auf Eure Seite.\! Doch später mag sich das ändern, falls ich mir die richtigen Instrumente aneigne! Ich könnte Eure größte Widersacherin werden, falls mir der Sinn danach steht.\! … Macht Euch das nervös?"
"Yep, a little.\! But I'm a better judge of character than you think.\! If I truly felt that you would bring us down, I'd let you know.\! But I don't feel that way.","Ja, ein bisschen.\! Aber ich kann Euch besser einschätzen, als Ihr denkt.\! Wenn ich wirklich spüren würde, dass Ihr unser Untergang seid, lasse ich es Euch wissen.\! Aber das Gefühl habe ich nicht."
Awww... so trusting. Easier to devour when I'm good and ready.,"Ooooh … wie gutgläubig. Ein leichtes Opfer, wenn mein Zeitpunkt gekommen ist."
"Beatrix, you are a character.","Beatrix, Ihr seid schon etwas Besonderes."
"And you have successfully entertained me, but I can already feel boredom creeping in.\! Do be a dear and visit me some other time, mmm?","Und Ihr habt mich bestens unterhalten, aber so langsam macht sich Langeweile in mir breit.\! Seid doch so nett und stattet mir irgendwann erneut einen Besuch ab, hm?"
Of course. Enjoy!,Sicher doch. Viel Spaß!
