ENGLISH,GERMAN
"Well met, \n[8].","Seid gegrüßt, \n[8]."
Narima. I must say.\! Your plan to restore the proper King of Sayunaa...\| it must have taken years to get right.\! And it went off without a hitch!,"Narima. Ich muss schon sagen.\! Euer Plan, den rechtmäßigen König von Sayunaa wieder an die Macht zu bringen …\| muss doch Jahre in Anspruch genommen haben.\! Und er verlief völlig problemlos!"
"It was indeed a delicate operation, but it required the strength of your army.\! The Scions of Dargon simply fulfilled their duty.","In der Tat war es ein komplexes Unterfangen, aber es hat die Stärke Eurer Armee erfordert.\! Die Anhänger Dargons haben einfach ihre Pflicht erfüllt."
"Right...\| So, that's it? You're done?\! Jules gets to be King, and then what?","Stimmt …\| Und … das war es jetzt? Ihr seid fertig?\! Jules zum König gekrönt, und was dann?"
We Sayunaari are driven strongly by the preservation of our culture.\! It means more to us than material reward.,"Wir Sayunaarer besitzen einen starken Drang, unsere Kultur zu bewahren.\! Sie bedeutet uns mehr als materielle Besitztümer."
"No, I mean...\| You've given so many years of your life to this cause, and endured so much hardship...","Nein, ich meine …\| Ihr habt dieser Sache so viele Lebensjahre gewidmet, und so viel entbehrt …"
"I have, yes \n[8]...","Ja, \n[8], so ist es …"
Do you think it changed you?\! Defined you?\! You've told me about having to integrate yourselves with the Tidereaver pirates...,"Denkt Ihr, das hat Euch verändert?\! Euch definiert?\! Ihr habt mir erzählt, wie Ihr Euch in die Piratensippe der Gezeitenräuber einfügen musstet …"
...I do not know why you ask these questions.,"… Ich verstehe nicht, warum Ihr mir diese Fragen stellt."
"Because I endured quite a bit myself, Narima.\! Not in the same way as you, but I went most of my childhood unsure of my next meal.\! That sort of thing is difficult to shake off. Well, it is for me.","Weil ich selbst einiges entbehren musste, Narima.\! Nicht auf die gleiche Art wie Ihr, aber einen Großteil meiner Kindheit wusste ich nicht, wann ich die nächste Mahlzeit zu mir nehmen würde.\! So etwas schüttelt man nicht einfach so ab. Zumindest ist das bei mir so."
"\n[8], the people who died by my hand...\| So many were innocent.\! The slave routes I had to protect...\| it was all for the mission.\! Else, the Tidereavers would have undermined our entire efforts.\! Yes, it did change me.\! I do not know if I will ever, as you say, ""shake it off"" either.","\n[8], alle, die durch meine Hand gestorben sind …\| So viele von ihnen waren unschuldig.\! Die Sklavenrouten, die ich beschützen musste …\| All das tat ich nur für die Mission.\! Andernfalls hätten die Gezeitenräuber unsere gesamten Anstrengungen unterminiert,\! Ja, das hat mich verändert.\! Ich weiß nicht, ob ich das je „abschütteln“ werden kann."
"Yeah. You know, that's why I've always felt we share a certain spirit.\! We both know what it is like to live, day by day, without the least be reassurance of our well being.","Ja. Wisst Ihr, genau deswegen hatte ich immer das Gefühl, dass wir eine gewisse Ähnlichkeit aufweisen.\! Wir beide wissen, wie es ist, sich tagein, tagaus mit dem Gedanken zu plagen, dass das eigene Wohlergehen am seidenen Faden hängt."
"I certainly have developed a deep admiration for your character, \n[8].\! Whether it is for the reasons you state, I do not know.","Ich habe beileibe eine tiefe Bewunderung für Eure Persönlichkeit entwickelt, \n[8].\! Ob das an den Gründen liegt, die Ihr hier vorbringt, weiß ich nicht."
"Narima... \|Now that your primary mission is complete, I would ask you consider allowing me to get to know you, truly and deeply.\! It's...\| an energy I feel around you.\! Can't shake it... but I don't want to.","Narima … \|Da Ihr nun Eure Hauptmission erfüllt habt, möchte ich Euch bitten, mir zu erlauben, Euch wahrhaftig kennenzulernen.\! Ich …\| spüre eine Energie, die Euch umgibt.\! Ich werde den Gedanken einfach nicht los … und ich will es auch gar nicht."
\n[8]... you honor me...\| it would please me greatly to develop my connection with you...,"\n[8] … Ihr ehrt mich …\| Es würde mich sehr erfreuen, unsere Verbindung zu festigen …"
"It's only fitting.\! You and I, versus the world, right?\! Except we're not scared of being completely alone anymore.\! We will be able to rely on each other, even when surrounded by the darkness.","Es ist einfach naheliegend.\! Wir zwei gegen den Rest der Welt, nicht wahr?\! Und wir müssen keine Angst mehr haben, es allein durchzustehen.\! Wir können uns aufeinander verlassen, selbst wenn die Finsternis uns umhüllt."
"...\| You and I, against the world...",…\| Wir zwei gegen den Rest der Welt …
