ENGLISH,GERMAN
Chapter 10: To War,Kapitel 10: Wir ziehen in den Krieg
"This is the great Duchy of Isanter?\! Our greatest rival for generations?\! What a joke.\! Commander, send all units to their capital at once!",Das hier ist das große Herzogtum Isanter?\! Seit Generationen unser größter Rivale?\! Lächerlich.\! Entsendet sofort alle Einheiten in seine Hauptstadt!
"Diana, is the Temple prepared to go to war against Rimorgue?","Diana, ist der Tempel bereit, gegen Rimorgue in den Krieg zu ziehen?"
This war is upon us whether we are prepared or not.\! Isanter is the only thing standing between us and ruin.\! We must not let their capital fall.,"Dieser Krieg steht uns bevor, ob wir nun bereit sind oder nicht.\! Zwischen uns und dem Untergang steht nur noch Isanter.\! Wir dürfen nicht zulassen, dass die Hauptstadt fällt."
"Got it.\! We need to push south and waste no time while we're at it.\! If we can retake Trucea from the Eastern armies, all the better.","Verstanden.\! Wir müssen nach Süden vordringen und dabei keine Zeit verschwenden.\! Wenn wir Trucea von den Armeen des Ostens zurückerobern können, wäre das umso besser."
"Hello again, blue-haired human.","Seid wieder gegrrrrüßt, Mensch mit blauen Haaren."
Uh oh.\! I hope you haven't found a job with the Rimorgue Army...,"Oha.\! Ich hoffe, Ihr seid nicht in der Armee von Rimorgue untergekommen …"
"Raskuja did makings an offer to the one called Terenor, but Raskuja did not care for that one's personality.\! The blue-haired human is to be being more favorable to be conversing with.","Raskuja hat dem mit Namen Terenor ein Angebot gemacht, aber Rrrraskuja hat den nicht besonders gemocht.\! Gespräch mit dem Mensch mit blauen Haaren ist vorrrrzuziehen."
"Oh... well, thanks!","Oh … na, ich bedanke mich!"
"Raskuja offers his services to the blue-haired human free of charge.\! But he is to be expecting much reward when human civil war comes to its end.\! If blue-haired human refuses, it would be to be having much foolishness.","Raskuja bietet Mensch mit blauen Haaren seine Dienste grrrratis an.\! Aber er wird erwarten große Belohnung, wenn der Bürgerkrieg der Menschen endet.\! Wenn Mensch mit blauen Haaren ablehnt, würde das sehr törrrricht sein."
"Can't argue with that, cat.\! You've got yourself a deal!\! If you're as good as you say, I'm sure Duke Lothair will make it worth your trouble.\! Blue-haired human's name is to be being \n[8].","Dem habe ich nichts entgegenzusetzen, Katzenmensch.\! Abgemacht!\! Wenn Ihr so fähig seid, wie Ihr behauptet, wird Herzog Lothair sich gewiss erkenntlich zeigen.\! „Mensch mit blauen Haaren“ würde sich außerdem \n[8] nennen."
"\n[8] shows great wisdom.\! Humans watch, you are to be learning what elite Barek Tor mercenary can do.","\n[8] zeigt große Weisheit!\! Seht, Menschen. Ihr bald schon lernen werdet, wozu ein Elitesöldner der Barrrrek Tor fähig ist."
