ENGLISH,GERMAN
...Lysander? Are you alright?,… Lysander? Alles in Ordnung?
It's finally become reality.,Nun ist es wahrhaftig geschehen.
Hmmm....???,Hmm …???
"You're just...\| completely out of reach.\! You may not have noticed, but I haven't been able to free my mind of you.\! But, no need to rebuke my foolish words, I see reality ever more clearly now.","Ihr seid mir bloß …\| vollends entglitten.\! Möglicherweise habt Ihr es nicht bemerkt, aber ich habe Euch nicht mehr aus meinem Kopf bekommen.\! Doch Ihr müsst mich nicht ob meiner törichten Worte rügen, denn jetzt sehe ich klarer als je zuvor."
Lysander...,Lysander …
Am I...\| not of the right caliber...?,Bin ich etwa …\| kein Mann Eures Formats …?
"By Donar... this is silly!\! You're General Lysander, not some groveling supplicant.\! Look at all you've accomplished.\! Do you not realize how revered you are by those around you, who wish they had your gifts?","Bei Donar … Wie lächerlich!\! Ihr seid General Lysander, nicht irgendein unterwürfiger Bittsteller.\! Seht nur, was Ihr alles erreicht habt.\! Merkt Ihr überhaupt, wie Euch alle verehren? Wie sie sich wünschen, über Eure Talente zu verfügen?"
"To be honest, my merits in the art of war...\| it doesn't matter that much to me in the end.\! Not compared to... what, in my mind, could be.\! And with whom it could be.",Ehrlich gesagt kümmern mich meine Verdienste …\| in der Kunst des Krieges letzten Endes nicht besonders.\! Nicht wenn man es damit vergleicht … was hätte sein können.\! Und mit wem ich zusammen sein könnte.
"I understand.\! I do this for Alex.\! The fight, next to that, is secondary.",Ich verstehe.\! Ich mache das für Alex.\! Der Kampf ist dabei nur zweitrangig.
"Of course...\| I'm sorry, Diana. I have certainly lost any sense of decorum...","Natürlich …\| Es tut mir leid, Diana. Gewiss habe ich jeglichen Sinn für Anstand verloren …"
"That's not necessary.\! All anyone asks, is for you to be who you are.\! Already one of the greatest heroes of our time. With even more feats to come, right?","Das ist nicht nötig.\! Alles, was man von Euch verlangt, ist, dass Ihr Euch treu bleibt.\! Ihr seid ja schon einer der größten Helden unserer Zeit. Und das war es noch lange nicht mit all den Heldentaten, stimmt’s?"
We shall see...,Das wird sich zeigen …
