ENGLISH,GERMAN
Chapter 24: Scorched Sands,Kapitel 24: Versengte Sande
"Sons of Sayunaa, Veridians are invading our homelands!\! The blood of our nation, the Caladori Mines, must not fall into their hands.\! Assault their base at Ezrum - and leave Sayunaa's defense to its women.","Söhne Sayunaas, die Veridianer fallen in unsere Heimat ein!\! Die Minen von Calador, das Lebensblut unserer Nation, dürfen ihnen nicht in die Hände fallen.\! Greift ihre Basis in Ezrum an – und überlasst die Verteidigung Sayunaas den Frauen."
"\n[8], some say Sayunaa does not even need an army, because nature will defeat any invader.\! There is wisdom in this, but the Sayunaari soldiers are accustomed to the deserts, whereas we will be at a disadvantage.\! But the mines of Sayunaa can bear incredible wealth - we would be foolish not to attempt to seize them.","\n[8], manche meinen, Sayunaa bräuchte gar keine Armee, da die Natur alle Eindringlinge besiegt.\! Ein Fünkchen Wahrheit steckt darin, doch die Soldaten Sayunaas sind an die Wüste gewöhnt, während wir dort im Nachteil sind.\! Doch die Minen Sayunaas können unglaublichen Reichtum hervorbringen – es wäre töricht, eine Eroberung unversucht zu lassen."
"We've also got Casamir's boys right next door to the west, headed our way and wasting no time.\! Many battlefronts at once, but many options...",Gleichzeitig rücken Casamirs Leute vom Westen aus an und werden gewiss nicht zögern.\! Mehrere Fronten und so viele Möglichkeiten …
"Ragavi, the famous sword mistress...\| Please lay down your blade!\! How could you serve the Imperial dogs?!","Ragavi, die berühmte Schwertkämpferin …\| Bitte legt Eure Waffe nieder!\! Wie konntet Ihr nur den Schurken des Kaiserreichs dienen?!"
"Narima... you serve these Veridians, do you not?\! And you have left scores of our brothers and sisters dead...\! For that I curse your bloodline for a thousand years!","Narima … Ihr dient doch diesen Veridianern, oder etwa nicht?\! Und Ihr habt Dutzende unserer Brüder und Schwestern umgebracht …\! Möge Eure Blutlinie dafür ein Jahrtausend lang verflucht sein!"
Stop!\| Please...,Hört auf!\| Bitte …
"Cyrus...\| He came to us just after the Succession War. No one knows from where.\! The Duke of Ezrum had lead us into disaster, and the people were ready for a change in leadership.\! Cyrus made great promises...\! Security, strength, preservation...\! But now we spill our own blood for the Archaelus Empire.\! Narima...","Cyrus …\| Er ist kurz nach dem Thronfolgekrieg zu uns gekommen. Niemand weiß, wo er herkam.\! Der Herzog von Ezrum hatte uns in die Katastrophe geführt, und die Menschen wünschten sich einen neuen Anführer.\! Cyrus hatte viel versprochen …\! Sicherheit, Stärke, Schutz …\! Doch nun wird unser Blut für das Kaiserreich Archaelus vergossen.\! Narima …"
"Then raise your sword against them!\! The Nephilim Army has the strength to fight them. There is no longer any reason to bend the knee to preserve our people.\! Please join our cause, Ragavi!","Dann erhebt Euer Schwert gegen sie!\! Die Armee der Nephilim ist stark genug, sie zu bekämpfen. Es gibt keinen Grund mehr, uns zu beugen, um unser Volk zu schützen.\! Bitte kämpft für unsere Sache, Ragavi!"
"...\| I will.\! Give me warriors, and I will cut down the false Cyrus and lift the shadow from this land...","…\| Das werde ich tun.\! Gebt mir Krieger, dann werde ich den Hochstapler Cyrus niederstrecken und dieses Land vom Schatten befreien …"
